model_region,AGGT,APPL,ARAB,BARL,BEFM,BULF,BULH,BULL,CACR,CAFF,CAFR,CAMF,CAMR,CATA,CERE,CITR,CORN,DCOH,DCOL,DCOW,DWHE,FLOW,FODD,GRAE,GRAI,GRAS,HEIF,HEIH,HEIL,HEIR,HENS,MAIF,NURS,OANI,OAR1,OATS,OCER,OCRO,OFAR,OFRU,OILS,OIND,OLIV,OOIL,OVEG,PARI,PERM,PIGF,PKPL,POTA,POUF,PULS,RAPE,ROOF,RUMI,RYEM,SCOW,SHGF,SHGM,SOWS,SOYA,SUGB,SUNF,SWHE,TABO,TAGR,TEXT,TOBA,TOMA,TWIN,UAAR
DEA4,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.743408478769,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,11.7751483888059,11.7751483888059,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,18.8545984192688,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,26.2257596958602,1619.934457441,1000.0,1258.72069210778,,299.342350170492,678.692351974299,,1000.0,1534.5330588206,1000.0,205.560457258785,1428.08544613956,140.240983270807,350.746237859626,25.6120024341095,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,25.4304584807536,347.2156441623,28.3495851738923,,135.615092217009,,2525.6,265.854700200598,,1433.97024392524,,1000.0
DEA5,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.743408478769,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,11.7183482360005,11.7183482360005,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,18.8805329239964,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,25.3198871954539,1619.934457441,1000.0,1258.72069210778,,299.342350170492,678.692351974299,,1000.0,1534.5330588206,1000.0,205.560457258785,1428.08544613956,140.240983270807,350.746237859626,24.0648080370416,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,25.4304584807536,347.2156441623,28.3495851738923,273.578649232924,135.615092217009,,2525.6,265.854700200598,,1433.97024392524,,1000.0
DEB1,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.743408478769,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,12.1225071987395,12.1225071987395,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,19.2250616617444,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,27.308574542502,1619.934457441,1000.0,1258.72069210778,,299.342350170492,678.692351974299,,1000.0,1534.5330588206,1000.0,205.560457258785,1428.08544613956,140.240983270807,350.746237859626,27.0865081653546,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,,,28.3495851738923,273.578649232924,135.615092217009,,2525.6,265.854700200598,,1433.97024392524,1967.93429288032,1000.0
DEB2,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.74340847877,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,12.5504876286111,12.5504876286111,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,18.9784056901968,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,26.8502266437594,1619.934457441,1000.0,1258.72069210778,,299.342350170492,678.692351974299,,1000.0,1534.5330588206,1000.0,,1428.08544613956,140.240983270807,350.746237859626,26.072747363515,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,25.4304584807536,,28.3495851738923,273.578649232924,135.615092217009,,2525.6,265.854700200598,,1433.97024392524,1967.93429288032,1000.0
DEB3,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.74340847877,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,12.0739106584792,12.0739106584792,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,19.463662645142,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,27.6737306076209,1619.934457441,1000.0,1258.72069210778,,299.342350170492,678.692351974299,,1000.0,1534.5330588206,1000.0,205.560457258785,1428.08544613956,140.240983270807,350.746237859626,27.444471737037,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,25.4304584807536,,28.3495851738923,273.578649232924,135.615092217009,,2525.6,265.854700200598,4316.18949320824,1433.97024392524,1967.93429288032,1000.0
DEC0,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.74340847877,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,13.7446300291507,13.7446300291507,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,19.4363582838315,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,29.7995513507407,1619.934457441,1000.0,1258.72069210778,,,678.692351974299,,1000.0,1534.5330588206,1000.0,205.560457258785,1428.08544613956,140.240983270807,350.746237859626,33.3718005583065,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,25.4304584807536,,,273.578649232924,135.615092217009,,2525.6,265.854700200598,,1433.97024392524,1967.93429288032,1000.0
DEE0,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.74340847877,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,10.6202972073571,10.6202972073571,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,17.6339056541964,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,26.2071791866856,1619.934457441,1000.0,1258.72069210778,,299.342350170492,678.692351974299,,1000.0,1534.5330588206,1000.0,205.560457258785,1428.08544613956,140.240983270807,350.746237859626,29.7000705336872,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,25.4304584807536,347.2156441623,28.3495851738923,273.578649232924,135.615092217009,,2525.6,265.854700200598,4316.18949320824,1433.97024392524,1967.93429288032,1000.0
DEF0,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.743408478769,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,10.185609004123,10.185609004123,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,16.154053037987,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,23.5997099486788,1619.934457441,1000.0,1258.72069210778,,299.342350170492,678.692351974299,,1000.0,1534.5330588206,1000.0,205.560457258785,1428.08544613956,140.240983270807,350.746237859626,23.1459334001808,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,25.4304584807536,,28.3495851738923,273.578649232924,135.615092217009,,2525.6,265.854700200598,4316.18949320824,1433.97024392524,,1000.0
DEG0,1000.0,429.124029657143,1000.0,131.538547216703,1000.0,1000.0,3450.69917036567,3450.69917036567,1000.0,3450.69917036567,558.848746343791,3450.69917036567,623.74340847877,1000.0,1000.0,391.4,154.588336671153,330.453985885238,330.453985885238,1000.0,172.400091308891,1104.147468754,1000.0,10.5621598283887,10.5621598283887,1000.0,1000.0,3450.69917036567,3450.69917036567,1071.40438570438,1193.06417025749,18.3086932268495,1180.79583633983,964.140796554829,1000.0,145.439382106935,124.994006541728,1259.10681180715,24.1407858621845,1619.934457441,1000.0,1258.72069210778,,299.342350170492,678.692351974299,,1000.0,1534.5330588206,1000.0,205.560457258785,1428.08544613956,140.240983270807,350.746237859626,24.9047568263998,1000.0,116.080484818933,136.647620916547,6074.87377730164,796.48069830664,25.4304584807536,347.2156441623,28.3495851738923,273.578649232924,135.615092217009,,2525.6,265.854700200598,4316.18949320824,1433.97024392524,,1000.0
EE00,1000.0,304.259493318292,1000.0,118.308395013241,1000.0,1000.0,3415.62869616533,3415.62869616533,1000.0,3415.62869616533,553.545084656245,3415.62869616533,616.938039796624,1000.0,1000.0,391.4,,286.37983464932,286.37983464932,1000.0,,914.802298371387,1000.0,3.57320458136117,3.57320458136117,1000.0,1000.0,3415.62869616533,3415.62869616533,1058.92588230069,997.727645617553,28.0952699065136,1945.41956567497,1384.4169229912,1000.0,120.61757424346,105.424385411175,787.173442848414,8.70691252278119,4050.30167525301,1000.0,,,318.768853403006,428.134631890417,,1000.0,1262.26573045757,1000.0,171.588577039325,1522.37900873388,186.727939339511,354.153174406709,16.7399761811182,1000.0,103.256934479732,135.263952957353,3824.22455429997,578.497445265462,21.2003821760993,,,,126.301072139519,,2525.6,165.182621058243,,4336.84936538515,,1000.0
EL30,1000.0,557.435173558737,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,10.8061364935241,10.8061364935241,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,18.9410508538141,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.3746521414461,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,,30.5164315537361,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,7035.40578230098,469.940193266401,1361.6,1000.0
EL41,1000.0,557.435173558736,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,10.733436704656,10.733436704656,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.2644511750484,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.6328970281282,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,50.6569438205723,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,,30.5164315537361,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,,469.940193266401,1361.6,1000.0
EL42,1000.0,557.435173558736,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,10.8161381858314,10.8161381858314,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.2343000770345,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.6478419891892,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,48.8705129652843,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,,30.5164315537361,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,,,469.940193266401,1361.6,1000.0
EL43,1000.0,557.435173558736,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,10.3337269639716,10.3337269639716,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.2734498608512,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.5335536307098,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,50.7178389060834,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,,30.5164315537361,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,,469.940193266401,1361.6,1000.0
EL51,1000.0,557.435173558736,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,10.8908451974055,10.8908451974055,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.2244634535704,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.3468994834143,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,50.7375361683169,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,1627.27133337798,,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,7035.40578230099,469.940193266401,1361.6,1000.0
EL52,1000.0,557.435173558736,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,10.9207736223421,10.9207736223421,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.367261125698,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.4386819473402,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,50.7621514736691,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,1627.27133337798,,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,7035.40578230098,469.940193266401,1361.6,1000.0
EL53,1000.0,557.435173558736,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218767,1191.66063342672,1000.0,10.8922614013759,10.8922614013759,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.2828273780619,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.4883160927769,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,50.7635222618145,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,1627.27133337798,,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,7035.40578230098,469.940193266401,1361.6,1000.0
EL54,1000.0,557.435173558737,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,11.1256662916999,11.1256662916999,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.018487050121,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.5623121574816,786.254756218807,1000.0,1133.08295534469,1114.94425888371,,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,,50.6385395954522,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,1627.27133337798,,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,,469.940193266401,1361.6,1000.0
EL61,1000.0,557.435173558736,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,10.9129541822513,10.9129541822513,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.2024489290532,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.36959549693,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,50.9161412828121,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,1627.27133337798,,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,7035.40578230098,469.940193266401,1361.6,1000.0
EL62,1000.0,557.435173558737,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,,,,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.7549828348189,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.4097187964583,786.254756218807,,1133.08295534469,1114.94425888371,,583.720626373657,,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,,50.7725441321376,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,,,,183.051004983236,1491.76115506098,1354.680360209,,,469.940193266401,1361.6,1000.0
EL63,1000.0,557.435173558736,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,,,,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.2744245883933,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.3735196285623,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,,51.1992541442147,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,1627.27133337798,,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,,469.940193266401,1361.6,1000.0
EL64,1000.0,557.435173558737,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,,,,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.083524428693,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.4457819325151,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,50.6348020028932,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,1627.27133337798,,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,,469.940193266401,1361.6,1000.0
EL65,1000.0,557.435173558737,1000.0,186.138160780869,1000.0,1000.0,4698.5955387916,4698.5955387916,1000.0,4698.5955387916,773.139475557241,4698.5955387916,856.09374678029,1000.0,1000.0,313.141300366703,258.643881387339,317.598624935969,317.598624935969,1000.0,257.679219218768,1191.66063342672,1000.0,11.0725070298165,11.0725070298165,1000.0,1000.0,4698.5955387916,4698.5955387916,1472.61036761188,2818.43105093617,19.202214252016,1128.31551176026,1241.40682131231,1000.0,146.189642444488,141.611667769999,1328.35378708265,26.4704447506316,786.254756218807,1000.0,1133.08295534469,1114.94425888371,853.472470048329,583.720626373657,289.071384549027,1000.0,1886.35898115009,1000.0,424.944652157507,1436.54114283707,328.599996328313,390.879682585418,50.6333891280042,1000.0,214.140749107412,187.197446916967,2866.69563564822,816.559690124287,30.9586300621976,,,368.763679032985,183.051004983236,1491.76115506098,1354.680360209,1034.89479887004,,469.940193266401,1361.6,1000.0
ES11,1000.0,354.20633445582,1000.0,150.695812783933,1000.0,1000.0,5929.99376150051,5929.99376150051,1000.0,5929.99376150051,964.389325718308,5929.99376150051,1074.96237107636,1000.0,1000.0,397.47978772286,174.721925286146,295.363947730019,295.363947730019,1000.0,221.925212812683,1132.02917035813,1000.0,11.3028821001186,11.3028821001186,1000.0,1000.0,5929.99376150051,5929.99376150051,1852.02534871019,1140.83160203661,23.9659809576583,1051.15400400968,1155.18102947969,1000.0,134.753627683951,164.666357258314,999.101884727642,27.5631200655783,822.754718435187,1000.0,1082.57415888341,388.049546353257,463.5883281309,495.929677695915,,1000.0,1614.22370123426,1000.0,298.971161283562,1526.37488197951,105.41517168318,310.612325587951,29.9230540903683,1000.0,177.623670289422,234.521212647324,6706.76583044247,700.35939379561,26.6821277483327,,39.8089321331479,323.401978292771,158.894908228264,3267.38816565846,4284.32802351775,,,327.32563304767,1361.6,1000.0
ES12,1000.0,354.20633445582,1000.0,150.695812783934,1000.0,1000.0,5929.99376150051,5929.99376150051,1000.0,5929.99376150051,964.389325718308,5929.99376150051,1074.96237107636,1000.0,1000.0,397.47978772286,174.721925286146,295.363947730019,295.363947730019,1000.0,221.925212812683,1132.02917035813,1000.0,11.3301415178928,11.3301415178928,1000.0,1000.0,5929.99376150051,5929.99376150051,1852.02534871019,1140.83160203661,24.0412449356953,1051.15400400968,1155.18102947969,1000.0,134.753627683951,164.666357258314,999.101884727642,27.5671361873548,822.754718435187,1000.0,1082.57415888341,388.0,463.5883281309,495.929677695915,,1000.0,1614.22370123426,1000.0,298.971161283562,1526.37488197951,105.41517168318,310.612325587951,29.8368606933766,1000.0,177.623670289422,234.521212647324,6706.76583044247,700.35939379561,26.6821277483327,,,,158.894908228264,,4284.3,,,327.32563304767,1361.6,1000.0
ES13,1000.0,354.20633445582,1000.0,150.695812783933,1000.0,1000.0,5929.99376150051,5929.99376150051,1000.0,5929.99376150051,964.389325718308,5929.99376150051,1074.96237107636,1000.0,1000.0,397.47978772286,174.721925286146,295.363947730019,295.363947730019,1000.0,221.925212812683,1132.02917035813,1000.0,11.3383522720222,11.3383522720222,1000.0,1000.0,5929.99376150051,5929.99376150051,1852.02534871019,1140.83160203661,23.7732061687507,1051.15400400968,1155.18102947969,1000.0,134.753627683951,164.666357258314,,27.7615189095741,822.754718435187,1000.0,1082.57415888341,388.0,463.5883281309,495.929677695915,,1000.0,1614.22370123426,1000.0,298.971161283562,1526.37488197951,105.41517168318,310.612325587951,29.7505282346934,1000.0,177.623670289422,234.521212647324,6706.76583044247,700.35939379561,26.6821277483327,,39.8089321331479,323.401978292771,158.894908228264,,4284.3,,,327.32563304767,1361.6,1000.0
ES21,1000.0,354.20633445582,1000.0,150.695812783933,1000.0,1000.0,5929.99376150051,5929.99376150051,1000.0,5929.99376150051,964.389325718308,5929.99376150051,1074.96237107636,1000.0,1000.0,397.47978772286,174.721925286146,295.363947730019,295.363947730019,1000.0,221.925212812683,1132.02917035813,1000.0,11.7295820930935,11.7295820930935,1000.0,1000.0,5929.99376150051,5929.99376150051,1852.02534871019,1140.83160203661,24.2215185390739,1051.15400400968,1155.18102947969,1000.0,134.753627683951,164.666357258314,999.101884727642,27.7575996886234,822.754718435187,1000.0,1082.57415888341,388.049546353257,463.5883281309,495.929677695915,,1000.0,1614.22370123426,1000.0,298.971161283562,1526.37488197951,105.41517168318,310.612325587951,30.5137834686129,1000.0,177.623670289422,234.521212647324,6706.76583044247,700.35939379561,26.6821277483327,,39.8089321331479,323.401978292771,158.894908228264,,4284.32802351775,,2190.35305905192,327.32563304767,1361.6,1000.0
ES22,1000.0,354.20633445582,1000.0,150.695812783933,1000.0,1000.0,5929.99376150051,5929.99376150051,1000.0,5929.99376150051,964.389325718308,5929.99376150051,1074.96237107636,1000.0,1000.0,397.5,174.721925286146,295.363947730019,295.363947730019,1000.0,221.925212812683,1132.02917035813,1000.0,11.6215948376666,11.6215948376666,1000.0,1000.0,5929.99376150051,5929.99376150051,1852.02534871019,1140.83160203661,24.2052368901727,1051.15400400968,1155.18102947969,1000.0,134.753627683951,164.666357258314,999.101884727642,27.6698214907954,822.754718435187,1000.0,1082.57415888341,388.049546353257,,495.929677695915,291.610767917267,1000.0,1614.22370123426,1000.0,298.971161283562,1526.37488197951,105.41517168318,310.612325587951,29.8469364205458,1000.0,177.623670289422,234.521212647324,6706.76583044248,700.35939379561,26.6821277483327,452.019728922437,39.8089321331479,323.401978292771,158.894908228264,3267.38816565846,4284.32802351775,,2190.35305905192,327.32563304767,1361.6,1000.0
ES23,1000.0,354.20633445582,1000.0,150.695812783933,1000.0,1000.0,5929.99376150051,5929.99376150051,1000.0,5929.99376150051,964.389325718308,5929.99376150051,1074.96237107636,1000.0,1000.0,397.5,174.721925286146,295.363947730019,295.363947730019,1000.0,221.925212812683,1132.02917035813,1000.0,11.4954449814299,11.4954449814299,1000.0,1000.0,5929.99376150051,5929.99376150051,1852.02534871019,1140.83160203661,24.7513720574959,1051.15400400968,1155.18102947969,1000.0,134.753627683951,164.666357258314,999.101884727642,27.7290211717286,822.754718435187,1000.0,1082.57415888341,388.049546353257,463.5883281309,495.929677695915,291.610767917267,1000.0,1614.22370123426,1000.0,298.971161283562,1526.37488197951,105.41517168318,310.612325587951,31.6021772774958,1000.0,177.623670289422,234.521212647324,6706.76583044247,700.35939379561,26.6821277483328,452.019728922437,39.8089321331479,323.401978292771,158.894908228264,3267.38816565846,4284.32802351775,,,327.32563304767,1361.6,1000.0
