model_region,activity,value
DE12,OIND,167626.858168294
DE12,NURS,59436.5656198837
DE12,FLOW,2127313.01981668
DE12,OCRO,48009.9341048905
DE12,MAIF,260.725767394833
DE12,ROOF,22110.855019179
DE12,OFAR,226.92030049472
DE12,GRAE,7.87830236456437
DE12,GRAI,8.04688822991682
DE12,PULS,200.865174225079
DE12,POTA,9456.4172746165
DE12,SUGB,482.965024406399
DE12,TEXT,197471.616050146
DE12,TOBA,136106.224413736
DE12,TOMA,183825045.700914
DE12,OVEG,39957.4160141513
DE12,APPL,229816.725945338
DE12,OFRU,518855.593739225
DE12,TWIN,35923.4729593446
DE12,FALL,1405.48176718906
DE12,VSET,976.490647910118
DE12,DCOL,726.399113703932
DE12,DCOH,1114.63417679637
DE12,BULL,263.870963360185
DE12,BULH,409.284534181084
DE12,HEIL,389.147365169299
DE12,HEIH,608.309312782299
DE12,SCOW,86.4732027399087
DE12,HEIR,159.475079196129
DE12,CAMF,50.8596257114935
DE12,CAFF,306.700939673292
DE12,CAMR,36.2965322311412
DE12,CAFR,24.8211555547539
DE12,PIGF,0.738606801078194
DE12,SOWS,94.5398283437588
DE12,SHGM,5.39780464285387
DE12,SHGF,8.15868379179918
DE12,HENS,456437.078908652
DE12,POUF,6028.15105804097
DE12,OANI,207669392.896719
DE13,SWHE,47.8402304075545
DE13,DWHE,2609.87705634872
DE13,RYEM,511.352283223924
DE13,BARL,42.1913412720502
DE13,OATS,58.0496108250543
DE13,CORN,26.2841599992605
DE13,OCER,55.616972994529
DE13,RAPE,89.8007905533293
DE13,SOYA,442.88629176123
DE13,OOIL,17230.1829542616
DE13,OIND,72434.802856231
DE13,NURS,25640.9106019242
DE13,FLOW,916153.949042211
DE13,OCRO,20721.9405711649
DE13,MAIF,116.363663091859
DE13,ROOF,11420.4384431209
DE13,OFAR,33.2502512969465
DE13,GRAE,3.34380412078538
DE13,GRAI,3.73430547220394
DE13,PULS,668.126748986826
DE13,POTA,5505.02501868109
DE13,SUGB,9130.07064060453
DE13,TEXT,85217.3526860491
DE13,TOBA,44227.976381009
DE13,TOMA,79099292.7609156
DE13,OVEG,17161.4273182538
DE13,APPL,101777.963285214
DE13,OFRU,228129.026657333
DE13,TWIN,16381.9448863402
DE13,FALL,1335.12039319331
DE13,VSET,892.429421705894
DE13,DCOL,186.760777616946
DE13,DCOH,285.144939019631
DE13,BULL,66.8230784192299
DE13,BULH,103.541305163589
DE13,HEIL,146.495499500549
DE13,HEIH,227.662718666313
DE13,SCOW,20.9792378229732
DE13,HEIR,55.6893559598516
DE13,CAMF,32.2496072235702
DE13,CAFF,194.486123573379
DE13,CAMR,23.0149741919706
DE13,CAFR,15.7379325606033
DE13,PIGF,0.493899286968161
DE13,SOWS,65.2032202841583
DE13,SHGM,3.53573795411941
DE13,SHGF,5.34083328163381
DE13,HENS,303743.125192977
DE13,POUF,2765.13293958014
DE13,OANI,179339405.140878
DE14,SWHE,17.2738409461842
DE14,DWHE,1362.29541856715
DE14,RYEM,211.48249213698
DE14,BARL,25.1628641487569
DE14,OATS,53.9357670740543
DE14,CORN,136.484449014866
DE14,OCER,89.7298686051185
DE14,RAPE,37.1482832478843
DE14,SOYA,513.294960907038
DE14,OOIL,6407.23358935387
DE14,OIND,101344.383149984
DE14,NURS,35778.160645733
DE14,FLOW,1284785.50718761
DE14,OCRO,28982.7482104309
DE14,MAIF,66.9101355636424
DE14,ROOF,16789.4152140475
DE14,OFAR,73.9983237484833
DE14,GRAE,2.71676530299481
DE14,GRAI,3.07714296157379
DE14,PULS,264.481072922959
DE14,SUGB,2084.67447058597
DE14,TEXT,119186.462022158
DE14,TOMA,111023654.241455
DE14,OVEG,24067.1520193862
DE14,APPL,135284.54049574
DE14,OFRU,307126.954629924
DE14,TWIN,19719.1517954609
DE14,FALL,1310.39285145935
DE14,VSET,932.16755977079
DE14,DCOL,73.5461994340157
DE14,DCOH,112.744803945505
DE14,BULL,42.1229356162962
DE14,BULH,63.8694148881293
DE14,HEIL,83.4898324283827
DE14,HEIH,127.781454499736
DE14,SCOW,81.9287944641656
DE14,HEIR,27.4079956230888
DE14,CAMF,25.0102273688885
DE14,CAFF,150.610305146436
DE14,CAMR,17.9724311426771
DE14,CAFR,12.3060708400933
DE14,PIGF,0.10374155295447
DE14,SOWS,12.8002145885993
DE14,SHGM,2.84101382764012
DE14,SHGF,4.29710633932496
DE14,HENS,63887.0825463583
DE14,POUF,639.157822783941
DE14,OANI,40671223.0000216
DE21,SWHE,3.43447173035881
DE21,DWHE,792.319243542622
DE21,RYEM,43.6390186154045
DE21,BARL,11.0960703920117
DE21,OATS,78.7538081423289
DE21,CORN,69.8095380442201
DE21,OCER,51.607061070773
DE21,RAPE,29.835814608823
DE21,SUNF,5416.84388625119
DE21,SOYA,553.435744953242
DE21,OOIL,5157.32173005793
DE21,OIND,23614.7338919447
DE21,NURS,22522.8783923995
DE21,FLOW,1974698.88750787
DE21,OCRO,18886.9112704723
DE21,MAIF,28.2989131635763
DE21,ROOF,18634.6820826115
DE21,OFAR,28.0698965629646
DE21,GRAE,1.77987536646397
DE21,GRAI,2.01496641784356
DE21,PULS,258.624014393825
DE21,POTA,232.914527645569
DE21,SUGB,428.295217287225
DE21,TEXT,73857.2066195521
DE21,TOMA,69501734.8702557
DE21,OVEG,15013.7444871568
DE21,APPL,86796.3527435421
DE21,OFRU,195626.213558171
DE21,TWIN,103515.882949116
DE21,FALL,1303.38815689511
DE21,VSET,944.434661792826
DE21,DCOL,30.3576420297787
DE21,DCOH,46.1873167405158
DE21,BULL,23.5143599057196
DE21,BULH,35.6445667279423
DE21,HEIL,17.216575916141
DE21,HEIH,26.3697864029197
DE21,SCOW,39.1836946314404
DE21,HEIR,11.4134116593878
DE21,CAMF,9.23975336419145
DE21,CAFF,55.4814464867309
DE21,CAMR,10.0785958262015
DE21,CAFR,6.89495028920127
DE21,PIGF,0.154502454406392
DE21,SOWS,17.4164856280028
DE21,SHGM,3.39296650342878
DE21,SHGF,5.1392708563392
DE21,HENS,40700.0043665087
DE21,POUF,418.83539939637
DE21,OANI,41109299.0049528
DE22,SWHE,5.00939570894673
DE22,DWHE,2005.8670249942
DE22,RYEM,115.300207806752
DE22,BARL,17.1772147151846
DE22,OATS,73.2124773901923
DE22,CORN,51.8732886632374
DE22,OCER,28.5354617958439
DE22,RAPE,77.0308905062793
DE22,SOYA,621.824030452365
DE22,OOIL,7673.31004880196
DE22,OIND,24843.9808908401
DE22,NURS,23974.7909053996
DE22,FLOW,2097010.37756362
DE22,OCRO,20013.8661117709
DE22,MAIF,28.1993617591445
DE22,ROOF,19306.7005729491
DE22,OFAR,22.7998589931082
DE22,GRAE,4.74712742458146
DE22,GRAI,5.33094300535096
DE22,PULS,250.030056188873
DE22,POTA,177.32464298078
DE22,SUGB,202.34007516485
DE22,TEXT,77645.0366384954
DE22,TOMA,73670489.1586046
DE22,OVEG,15878.9785829648
DE22,APPL,93980.2992272559
DE22,OFRU,210559.99470413
DE22,TWIN,111623.316407772
DE22,FALL,1304.39367952862
DE22,VSET,913.95427628652
DE22,DCOL,80.1509329733734
DE22,DCOH,122.227814089368
DE22,BULL,24.3490537675247
DE22,BULH,36.8593322592487
DE22,HEIL,40.084595904729
DE22,HEIH,61.502739131376
DE22,SCOW,51.7556903778637
DE22,HEIR,27.8883072673107
DE22,CAMF,13.9034926197934
DE22,CAFF,83.472936151768
DE22,CAMR,15.1600142354585
DE22,CAFR,10.3699266616313
DE22,PIGF,0.0576602092629484
DE22,SOWS,8.90057226333868
DE22,SHGM,4.56831118849057
DE22,SHGF,6.92337748654026
DE22,HENS,15537.6705790835
DE22,POUF,163.074171101843
DE22,OANI,21605388.901027
DE23,SWHE,14.3470621526496
DE23,DWHE,1977.15762385858
DE23,RYEM,48.9510039885395
DE23,BARL,3.2748829507278
DE23,OATS,67.4852272954069
DE23,CORN,125.320364649748
DE23,OCER,78.8706014005888
DE23,RAPE,35.5639159122135
DE23,SUNF,19466.801493006
DE23,SOYA,510.468380492443
DE23,OOIL,6545.24437104722
DE23,OIND,20615.9636613865
DE23,NURS,19317.3368446636
DE23,FLOW,1696148.66138064
DE23,OCRO,16233.7018265572
DE23,MAIF,48.4259899433975
DE23,ROOF,16123.0642670647
DE23,OFAR,44.8258139985855
DE23,GRAE,4.91441026183737
DE23,GRAI,5.51103514768423
DE23,PULS,385.76637843283
DE23,POTA,937.969180212254
DE23,SUGB,649.357463396667
DE23,TEXT,64275.6138794561
DE23,TOMA,59685008.7219979
DE23,OVEG,12900.0913194077
DE23,APPL,75882.7430220794
DE23,OFRU,170252.550991631
DE23,TWIN,89850.0455339337
DE23,FALL,1303.91247498563
DE23,VSET,883.693159281759
DE23,DCOL,73.5327044846189
DE23,DCOH,112.526080371944
DE23,BULL,62.146757828929
DE23,BULH,94.0764227339991
DE23,HEIL,41.733212244132
DE23,HEIH,64.0723987938756
DE23,SCOW,39.2132908782261
DE23,HEIR,25.3366129865793
DE23,CAMF,17.6115083352263
DE23,CAFF,105.748231626051
DE23,CAMR,19.202073760987
DE23,CAFR,13.134207360191
DE23,PIGF,0.245103734848546
DE23,SOWS,28.724944474764
DE23,SHGM,5.86088644318725
DE23,SHGF,8.88089955888442
DE23,HENS,37724.5818913163
DE23,POUF,400.187132582904
DE23,OANI,70420732.5796212
DE24,SWHE,14.3997304306966
DE24,DWHE,6532.46759634764
DE24,RYEM,50.7355170540048
DE24,BARL,6.96192329669848
DE24,OATS,62.7367337621693
DE24,CORN,1287.7337932791
DE24,OCER,19.5463576501196
DE24,RAPE,32.7880795629712
DE24,SUNF,2067.01552563433
DE24,SOYA,477.634771019453
DE24,OOIL,5909.80548799586
DE24,OIND,19234.1992976895
DE24,NURS,17931.4931480645
DE24,FLOW,1580166.3595276
DE24,OCRO,15123.520708811
DE24,MAIF,88.9291586404065
DE24,ROOF,13266.6688921707
DE24,OFAR,75.7492439253828
DE24,GRAE,6.63307575086367
DE24,GRAI,7.33500552172856
DE24,PULS,135.672881406189
DE24,SUGB,977.795084717339
DE24,TEXT,59674.9632221146
DE24,TOMA,55595078.0968774
DE24,OVEG,12020.222397886
DE24,APPL,68939.353323938
DE24,OFRU,155558.344619277
DE24,TWIN,81746.7977916775
DE24,FALL,1311.39422449046
DE24,VSET,886.90371458604
DE24,DCOL,146.308483346466
DE24,DCOH,224.503355130612
DE24,BULL,232.860029898475
DE24,BULH,352.639354119793
DE24,HEIL,72.2726164059455
DE24,HEIH,110.501558989867
DE24,SCOW,75.4776125731524
DE24,HEIR,47.0140832330453
DE24,CAMF,22.4235532279748
DE24,CAFF,134.760077938085
DE24,CAMR,24.4021932647075
DE24,CAFR,16.7100890784253
DE24,PIGF,0.265270620647947
DE24,SOWS,33.8890683624354
DE24,SHGM,6.33154403615949
DE24,SHGF,9.58938928313173
DE24,HENS,221392.275561228
DE24,POUF,2542.22859142558
DE24,OANI,80537694.8902704
DE25,SWHE,34.4282777825718
DE25,DWHE,2500.04723637135
DE25,RYEM,35.8739597002613
DE25,BARL,22.1649361137049
DE25,OATS,94.5375102367232
DE25,CORN,175.852523662672
DE25,OCER,16.4232943483876
DE25,RAPE,42.282045112479
DE25,SUNF,2945.78949011395
DE25,SOYA,671.946065281487
DE25,OOIL,6706.93721834765
DE25,OIND,28191.5390750797
DE25,NURS,26672.3281528113
DE25,FLOW,2325620.3838844
DE25,OCRO,22256.6737871606
DE25,MAIF,52.2466045925505
DE25,ROOF,16287.6565048641
DE25,OFAR,68.6325213830561
DE25,GRAE,5.12712432738761
DE25,GRAI,5.27572709435386
DE25,PULS,206.394586243543
DE25,SUGB,349.684167686578
DE25,TEXT,87382.4989792897
DE25,TOBA,115280.531715591
DE25,TOMA,81850262.7273314
DE25,OVEG,17696.7659766108
DE25,APPL,108832.694732699
DE25,OFRU,241944.156156217
DE25,TWIN,128571.755257633
DE25,FALL,1303.18853374157
DE25,VSET,895.204560408734
DE25,DCOL,121.263175519698
DE25,DCOH,185.238733760901
DE25,BULL,54.7794368563328
DE25,BULH,82.9589000363544
DE25,HEIL,53.9789922762764
DE25,HEIH,82.6085863546797
DE25,SCOW,70.5910053065212
DE25,HEIR,37.7543154380927
DE25,CAMF,21.0496436020914
DE25,CAFF,126.446772037972
DE25,CAMR,22.9462818324496
DE25,CAFR,15.6944084330005
DE25,PIGF,0.126272292097176
DE25,SOWS,17.4695203045467
DE25,SHGM,3.97431596487636
DE25,SHGF,6.0247697593348
DE25,OANI,47363017.8733275
DE26,SWHE,7.56435798366437
DE26,DWHE,230.522720534764
DE26,RYEM,37.8354873001228
DE26,BARL,11.3489025645312
DE26,OATS,69.7802256007889
DE26,CORN,131.654298980382
DE26,OCER,74.0563415474045
DE26,RAPE,54.390500376254
DE26,SUNF,241.786086567588
DE26,SOYA,512.741938334412
DE26,OOIL,3661.46226346533
DE26,OIND,21442.0534035095
DE26,NURS,20207.7982510738
DE26,FLOW,1770342.16449223
DE26,OCRO,16935.5003645592
DE26,MAIF,81.1217940708263
DE26,ROOF,13565.1701232498
DE26,OFAR,99.991279298524
DE26,GRAE,8.3977148138899
DE26,GRAI,8.84908734114845
DE26,PULS,546.253077777947
DE26,SUGB,253.323699325463
DE26,TEXT,66390.3285175026
DE26,TOMA,62263664.5379252
DE26,OVEG,13466.3782746333
DE26,APPL,80436.4811372257
DE26,OFRU,179784.511158081
DE26,TWIN,95086.3357829408
DE26,FALL,1323.59015676409
DE26,VSET,930.19599701416
DE26,DCOL,387.708549367171
DE26,DCOH,591.903849025793
DE26,BULL,156.804405224682
DE26,BULH,239.052485575264
DE26,HEIL,155.493738731526
DE26,HEIH,238.782784519374
DE26,SCOW,110.234707346217
DE26,HEIR,131.075996377615
DE26,CAMF,19.6865692167199
DE26,CAFF,118.440769202741
DE26,CAMR,21.3219980811839
DE26,CAFR,14.5824947085738
DE26,PIGF,0.193361028606686
DE26,SOWS,19.6277852703466
DE26,SHGM,3.85992627610342
DE26,SHGF,5.83754788722855
DE26,HENS,428759.863812511
DE26,POUF,4580.64964021448
DE26,OANI,64635629.8740253
DE27,SWHE,13.9482246561425
DE27,DWHE,1849.47762205031
DE27,RYEM,214.686071793403
DE27,BARL,23.3319074861469
DE27,OATS,163.538731426014
DE27,CORN,179.528280785185
DE27,OCER,181.302059115761
DE27,RAPE,58.0186031480835
DE27,SOYA,1463.43706936256
DE27,OOIL,6958.85604959566
DE27,OIND,63630.0039959139
DE27,NURS,59623.7399826811
DE27,FLOW,5268262.94485743
DE27,OCRO,50631.2781333454
DE27,MAIF,44.5659837361147
DE27,ROOF,53960.8609178416
DE27,OFAR,63.1351365036601
DE27,GRAE,2.29576614179701
DE27,GRAI,2.6963490277372
DE27,PULS,427.451463143575
DE27,POTA,742.513660561306
DE27,SUGB,606.16566578302
DE27,TEXT,197519.420899242
DE27,TOMA,185324220.027173
DE27,OVEG,40046.7361091542
DE27,APPL,221649.893355897
DE27,OFRU,504716.283359536
DE27,TWIN,264303.306914084
DE27,FALL,1301.69013576513
DE27,VSET,908.34697053897
DE27,DCOL,39.4939609441301
DE27,DCOH,60.2237858868319
DE27,BULL,43.4747620796612
DE27,BULH,65.8381803537842
DE27,HEIL,25.4670467301182
DE27,HEIH,39.0360459888331
DE27,SCOW,75.402465631372
DE27,HEIR,16.5684092515589
DE27,CAMF,14.0404476003294
DE27,CAFF,84.3119628589391
DE27,CAMR,15.312360213977
DE27,CAFR,10.4740353149714
DE27,PIGF,0.124150490796318
DE27,SOWS,17.6449007255719
DE27,SHGM,4.8079935856251
DE27,SHGF,7.27774726467733
DE27,HENS,69337.9517216757
DE27,POUF,796.886949320083
DE27,OANI,40055300.3954584
DE71,SWHE,9.93041281054556
DE71,DWHE,1304.67827899086
DE71,RYEM,62.3130349762275
DE71,BARL,18.4590745107152
DE71,OATS,87.5950969776797
DE71,CORN,288.765463782224
DE71,OCER,270.954603273999
DE71,RAPE,83.8968932892497
DE71,SOYA,3955.00606104284
DE71,OOIL,9492.66044528254
DE71,OIND,64970.7473112604
DE71,NURS,37669.3600692177
DE71,FLOW,1809662.75876597
DE71,OCRO,21228.7813580838
DE71,MAIF,213.658594051246
DE71,ROOF,14037.5513640144
DE71,OFAR,368.536001650794
DE71,GRAE,5.93588050935459
DE71,GRAI,6.9938475488928
DE71,PULS,224.515169410348
DE71,POTA,908.619134643354
DE71,SUGB,199.90160836107
DE71,TEXT,125110.104746749
DE71,TOMA,116967436.696982
DE71,OVEG,25460.6550017863
DE71,APPL,142861.861974969
DE71,OFRU,323694.021513344
DE71,TWIN,61037.2669520304
DE71,FALL,13.4670979652637
DE71,VSET,946.275348461612
DE71,DCOL,496.003870553674
DE71,DCOH,761.535204495759
DE71,BULL,100.554974165079
DE71,BULH,155.495616069715
DE71,HEIL,213.770242353385
DE71,HEIH,331.606470343476
DE71,SCOW,45.1004426522496
DE71,HEIR,120.392256624353
DE71,CAMF,54.6117453615835
DE71,CAFF,324.482694194381
DE71,CAMR,31.3607376923615
DE71,CAFR,21.4475773812949
DE71,PIGF,0.857652743032218
DE71,SOWS,1250.28088425917
DE71,SHGM,5.93704812146847
DE71,SHGF,8.97526683562069
DE71,HENS,182091.142320932
DE71,POUF,1901.96306662192
DE71,OANI,286297661.322184
DE72,SWHE,23.6206712862099
DE72,DWHE,6066.80695619674
DE72,RYEM,153.799943595485
DE72,BARL,35.5737761920397
DE72,OATS,106.684890270124
DE72,CORN,1464.26763914381
DE72,OCER,88.9923138582889
DE72,RAPE,55.6415573212397
DE72,SUNF,11102.6392486449
DE72,SOYA,7726.51761888409
DE72,OOIL,7619.93786869477
DE72,OIND,125408.294919006
DE72,NURS,72396.699625542
DE72,FLOW,3464009.92527041
DE72,OCRO,40607.7960888903
DE72,MAIF,374.551697649105
DE72,ROOF,26703.883265505
DE72,OFAR,439.904631153218
DE72,GRAE,5.91775250474553
DE72,GRAI,6.88913236346573
DE72,PULS,400.944357114943
DE72,SUGB,1651.94990125751
DE72,TEXT,239594.503444132
DE72,TOMA,224127058.962773
DE72,OVEG,48474.3768431619
DE72,APPL,277488.055469739
DE72,OFRU,626756.562453751
DE72,TWIN,120786.55466425
DE72,FALL,1321.768026691
DE72,VSET,903.379616384167
DE72,DCOL,321.958103674526
DE72,DCOH,491.496807935067
DE72,BULL,178.761639786942
DE72,BULH,276.868953717383
DE72,HEIL,181.213461886896
DE72,HEIH,281.496522566145
DE72,SCOW,42.1645082660853
DE72,HEIR,95.6295382370296
DE72,CAMF,64.2641658596763
DE72,CAFF,381.807357656984
DE72,CAMR,36.8911180322614
DE72,CAFR,25.2271143417943
DE72,PIGF,0.596586193894155
DE72,SOWS,52.8976758968069
DE72,SHGM,4.6149351667093
DE72,SHGF,6.9817879695406
DE72,HENS,318180.658264221
DE72,POUF,3850.03323786701
DE72,OANI,184599616.426652
DE73,SWHE,11.0187677127789
DE73,DWHE,3188.65802905337
DE73,RYEM,72.3563036128314
DE73,BARL,17.4950871726129
DE73,OATS,76.2814323821999
DE73,CORN,5493.11934424818
DE73,OCER,42.3818984670919
DE73,RAPE,27.2769384994059
DE73,SOYA,4746.94879646649
DE73,OOIL,3569.57445686612
DE73,OIND,77535.3818737889
DE73,NURS,44641.1098766477
DE73,FLOW,2145263.10477424
DE73,OCRO,25172.3961612755
DE73,MAIF,182.936724911807
DE73,ROOF,18043.6004386928
DE73,OFAR,321.665528859836
DE73,GRAE,4.48311496181736
DE73,GRAI,5.34925853790447
DE73,PULS,144.620767606711
DE73,POTA,318379.310581241
DE73,SUGB,496.803970448648
DE73,TEXT,147659.151236152
DE73,TOMA,138790461.550739
DE73,OVEG,29965.2015079428
DE73,APPL,165395.919594285
DE73,OFRU,376959.449970135
DE73,TWIN,68095.958198135
DE73,FALL,1318.45379404694
DE73,VSET,916.939704283296
DE73,DCOL,160.306858815941
DE73,DCOH,245.443932378351
DE73,BULL,124.973241454057
DE73,BULH,190.527475450056
DE73,HEIL,140.936349342379
DE73,HEIH,216.379973490048
DE73,SCOW,34.8922329897826
DE73,HEIR,47.4181904955701
DE73,CAMF,39.8300156663808
DE73,CAFF,236.513793061233
DE73,CAMR,22.9365425442206
DE73,CAFR,15.6837465018129
DE73,PIGF,0.161466222915994
DE73,SOWS,22.2638875676157
DE73,SHGM,4.44133989244511
DE73,SHGF,6.72195861399031
DE73,HENS,192227.819837794
DE73,POUF,2020.56814888615
DE73,OANI,56302296.2174916
DE91,SWHE,5.73780181927702
DE91,DWHE,1856.15284331193
DE91,RYEM,34.7632487857737
DE91,BARL,17.6473283781866
DE91,OATS,123.46683026448
DE91,CORN,2131.3004030299
DE91,OCER,139.239746661522
DE91,RAPE,44.5468166716562
DE91,SOYA,9784.03995723933
DE91,OOIL,3749.72782553857
DE91,OIND,109041.38583423
DE91,NURS,20740.5055076639
DE91,FLOW,1372360.53162368
DE91,OCRO,6149.37464494719
DE91,MAIF,469.587932535732
DE91,ROOF,6792.50178413274
DE91,OFAR,786.142155644194
DE91,GRAE,9.56044523398082
DE91,GRAI,11.2582149748357
DE91,PULS,262.056796542691
DE91,POTA,259.213519696573
DE91,SUGB,81.614639637443
DE91,TEXT,67447.8157620878
DE91,TOMA,63967577.7770357
DE91,OVEG,13788.5610077811
DE91,APPL,80501.352639041
DE91,OFRU,180669.415696448
DE91,FALL,1234.74141959978
DE91,VSET,825.361280701378
DE91,DCOL,659.691020770375
DE91,DCOH,1013.66639711671
DE91,HEIL,1010.28402625776
DE91,HEIH,1545.54702608635
DE91,SCOW,108.614854561917
DE91,HEIR,111.665913662145
DE91,CAMF,15.8065231215267
DE91,CAFF,94.9785273281121
DE91,CAMR,19.3811122428983
DE91,CAFR,13.2720979640702
DE91,PIGF,0.279743903267226
DE91,SOWS,63.3986718596578
DE91,SHGM,21.0239105237139
DE91,SHGF,31.819933524118
DE91,HENS,169398.763900665
DE91,POUF,2008.42903703482
DE91,OANI,95630504.5480335
DE92,SWHE,7.51848944097528
DE92,DWHE,1943.47490817215
DE92,RYEM,13.0923835074472
DE92,BARL,17.2404704191621
DE92,OATS,89.2318008988419
DE92,CORN,116.174791140588
DE92,OCER,63.4035781465087
DE92,RAPE,30.7463396948193
DE92,SOYA,7466.7877361259
DE92,OOIL,2219.40849814398
DE92,OIND,81047.7705049541
DE92,NURS,15321.4789294194
DE92,FLOW,1012291.21899407
DE92,OCRO,4556.26645752864
DE92,MAIF,133.848070476575
DE92,ROOF,5019.58260516325
DE92,OFAR,172.29201840223
DE92,GRAE,6.7063532924213
DE92,GRAI,8.11984671254231
DE92,PULS,167.568737488591
DE92,POTA,436.682641174549
DE92,SUGB,124.914173364046
DE92,TEXT,50129.6896693337
DE92,TOMA,47310887.9799626
DE92,OVEG,10228.5785413177
DE92,APPL,58656.5754257916
DE92,OFRU,132364.969350396
DE92,FALL,1214.2824163815
DE92,VSET,839.248482013004
DE92,DCOL,211.804260519363
DE92,DCOH,325.867173076365
DE92,BULL,131.448956328779
DE92,BULH,199.557296848204
DE92,HEIL,152.746275539409
DE92,HEIH,234.87562050485
DE92,SCOW,56.2585142921409
DE92,HEIR,56.843051243816
DE92,CAMF,12.6782199798758
DE92,CAFF,76.0912329963772
DE92,CAMR,15.5826813963757
DE92,CAFR,10.6580479918352
DE92,PIGF,0.0537515472101866
DE92,SOWS,8.96698450791879
DE92,SHGM,6.37755291124363
DE92,SHGF,9.66516025416494
DE92,HENS,16934.6347245266
DE92,POUF,178.941208034146
DE92,OANI,22607025.4018642
DE93,SWHE,10.764824512528
DE93,DWHE,5297.85388603853
DE93,RYEM,6.88246614171986
DE93,BARL,8.78791017284119
DE93,OATS,109.149180749292
DE93,CORN,139.937054645543
DE93,OCER,14.7630691695981
DE93,RAPE,28.9329097606603
DE93,SUNF,6427.42023694347
DE93,SOYA,11280.0595348349
DE93,OOIL,2673.78275086892
DE93,OIND,123192.004810526
DE93,NURS,23163.1013947953
DE93,FLOW,1532687.05807553
DE93,OCRO,6960.74581415725
DE93,MAIF,17.9979000363501
DE93,ROOF,7018.19122300208
DE93,OFAR,40.9318870016348
DE93,GRAE,1.50788289695366
DE93,GRAI,1.76156289295901
DE93,PULS,156.097304497263
DE93,POTA,256.577264222361
DE93,SUGB,177.499637406143
DE93,TEXT,77077.9135066348
DE93,TOBA,56444.1423463506
DE93,TOMA,71920893.2085618
DE93,OVEG,15553.1900560049
DE93,APPL,85500.3400604327
DE93,OFRU,195500.381588379
DE93,FALL,862.569136962929
DE93,VSET,690.322605912406
DE93,DCOL,36.1625118395977
DE93,DCOH,55.5697210132763
DE93,BULL,15.2565124919532
DE93,BULH,23.093922248313
DE93,HEIL,31.3981543264961
DE93,HEIH,48.1733865868226
DE93,SCOW,21.7983863824141
DE93,HEIR,12.6796780588272
DE93,CAMF,7.29147216010584
DE93,CAFF,43.7571528539038
DE93,CAMR,8.96292873502575
DE93,CAFR,6.13136897669245
DE93,PIGF,0.0418220990860125
DE93,SOWS,6.96539945518195
DE93,SHGM,3.37097599292578
DE93,SHGF,5.11247334116352
DE93,HENS,19732.7198091378
DE93,POUF,206.212823066647
DE93,OANI,18181506.3020259
DE94,SWHE,11.612346901588
DE94,DWHE,4711.62674785916
DE94,RYEM,15.7553552850894
DE94,BARL,3.76536619574174
DE94,OATS,62.2892557035548
DE94,CORN,24.6537004804263
DE94,OCER,37.5071362481281
DE94,RAPE,41.2219794100635
DE94,SOYA,6760.40076588748
DE94,OOIL,4177.09999722506
DE94,OIND,73011.0284086124
DE94,NURS,13675.9380441953
DE94,FLOW,899517.99824752
DE94,OCRO,4145.43069900098
DE94,MAIF,8.52162153406621
DE94,ROOF,4491.55365766665
DE94,OFAR,23.4102361784276
DE94,GRAE,1.43351005150488
DE94,GRAI,1.72983209843998
DE94,PULS,308.828555200928
DE94,POTA,114.721545881247
DE94,SUGB,1328.88602162496
DE94,TEXT,46596.9599993845
DE94,TOMA,42552703.2423626
DE94,OVEG,9255.62604091136
DE94,APPL,50099.9185834353
DE94,OFRU,115499.077869131
DE94,FALL,1307.2446763065
DE94,VSET,930.527883453339
DE94,DCOL,28.5489958414939
DE94,DCOH,43.8829234652404
DE94,BULL,8.05315372063344
DE94,BULH,12.2114260012832
DE94,HEIL,23.9268902523401
DE94,HEIH,36.7338061015006
DE94,SCOW,21.4400965475727
DE94,HEIR,9.75778655401549
DE94,CAMF,6.92039609457727
DE94,CAFF,41.5229160262124
DE94,CAMR,8.50631490779669
DE94,CAFR,5.81893791733754
DE94,PIGF,0.0107392214116927
DE94,SOWS,1.75521026624576
DE94,SHGM,2.38614659111431
DE94,SHGF,3.62010584800343
DE94,HENS,1634.18728683709
DE94,POUF,17.093900449817
DE94,OANI,4594473.26878292
DEA1,SWHE,24.7199951828692
DEA1,DWHE,86998.5798774627
DEA1,RYEM,225.045294286703
DEA1,BARL,47.602089728414
DEA1,OATS,274.754629347063
DEA1,CORN,236.344730361323
DEA1,OCER,166.758333436875
DEA1,RAPE,278.018280997139
DEA1,SUNF,64567.3397230365
DEA1,SOYA,34048.1083265009
DEA1,OOIL,34026.3238646133
DEA1,OIND,380310.371777786
DEA1,NURS,55584.3557316357
DEA1,FLOW,788435.614750815
DEA1,OCRO,37945.1618626882
DEA1,MAIF,78.4976957921829
DEA1,ROOF,8721.55187047864
DEA1,OFAR,121.98268969909
DEA1,GRAE,8.17664255756305
DEA1,GRAI,11.277812481277
DEA1,PULS,359.243419822256
DEA1,POTA,374.044990832326
DEA1,SUGB,147.812077269173
DEA1,TEXT,185470.161180387
DEA1,TOMA,172590497.54012
DEA1,OVEG,37418.5736332793
DEA1,APPL,211777.464739149
DEA1,OFRU,479456.571689837
DEA1,FALL,1301.59203292251
DEA1,VSET,887.786210824484
DEA1,DCOL,105.218229911129
DEA1,DCOH,160.950033463025
DEA1,BULL,131.853121512908
