model_region,BULF,BULH,BULL,CAFF,CAFR,CALV,CAMF,CAMR,CATA,DCOH,DCOL,DCOW,GOAT,HEIF,HEIH,HEIL,HEIR,HENS,PIGF,PIGS,POUF,POUL,SCOW,SHEP,SHGF,SHGM,SHGT,SOWS
BE23,21.5570762963646,12.863170735686,8.69390556067864,4.09398184689816,41.5480557032092,77.3491150032771,12.0364696306035,19.6706078225662,309.906113984743,40.4310359131291,40.4310359131236,80.8620718262527,,3.98477517492993,2.29705725701329,1.68771791791664,72.6484332307848,1.17528347275916,645.431592146092,952.410327932619,1.78467089482759,2.95995436758674,53.5046424531341,,5.79756740401724,14.9134385276673,20.7110059316845,65.3362099763566
BE24,6.42440395567646,3.83305492394299,2.59134903173347,1.78399122934341,24.0423837546759,41.8709036960398,4.9052031068825,11.1393256051379,110.323775940612,8.89848220730747,8.89848220732102,17.7969644146285,,1.44791097237061,0.834645176190837,0.613265796179778,22.7058359851567,0.192540293646405,101.698193422595,150.202189337232,0.294090379327047,0.486630672973452,20.0777569167402,,2.41216951417717,6.13000207706816,8.54217159124533,10.3237084272062
BE25,24.2968014608362,14.9170916972576,9.37970976357865,5.11965040635388,56.6044536961756,104.58666343434,16.0435125774059,26.8190467544047,386.459632159197,46.2387922525385,46.2387922525235,92.477584505062,,4.13674349897255,2.53411110540546,1.60263239356709,88.812030019146,3.22584126339157,2215.21103322747,3270.98291830236,4.84253685665967,8.06837812005123,72.1498092408406,,6.45418811395687,16.6036285458833,23.0578166598402,224.700451751469
BE31,3.78137467665792,2.37771687965344,1.40365779700448,0.603051680341597,17.8000319314584,28.6976141290278,1.86083894515723,8.43369157207058,61.6836128623339,3.32496560793983,3.32496560793982,6.64993121587965,,0.56956323852256,0.357352229730254,0.212211008792306,11.1203631745333,0.134892839727308,16.8674430380675,26.7775125235719,0.217428938389661,0.352321778116969,10.8647664277126,,0.583973147206526,1.46458352621133,2.04855667341786,2.10935806661158
BE32,15.7144364215769,9.37654507589019,6.33789134568671,3.76822659912809,59.0064213147315,101.293340794077,10.8487335188693,27.669959361348,313.363792439573,28.4716432227474,28.4716432227474,56.9432864454947,,4.44012621155187,2.55954746634546,1.88057874520641,76.9184698016911,0.580387646604253,97.9401214602062,146.845270533318,0.852867188456176,1.43325483506043,58.0541327651819,,2.83392741806624,7.27944329656055,10.1133707146268,10.4091870590955
BE33,16.7101823697835,10.3923768385044,6.3178055312791,3.89039216903734,41.6162007739352,76.0257984231176,10.7986717395198,19.7205337406252,265.515585255655,36.1465531499499,36.1465531499499,72.2931062998999,,3.36678034569024,1.92966828484855,1.43711206084169,61.4763111131362,0.527535728419963,70.6171107082107,109.254320138502,0.775265319973735,1.3028010483937,35.6434067040273,,3.01391106387744,7.73651628580091,10.7504273496784,8.22326684094966
BE34,18.5887335470486,12.1576345225914,6.4310990244572,6.33056985803425,37.2278151236106,79.9786051277236,18.7734241649796,17.6467959810991,311.145368287618,13.573262258337,13.573262258337,27.146524516674,,5.32740140423906,3.05349879488935,2.27390260934971,86.861745394028,0.339687985737339,19.3654547486642,33.6078582436856,0.533390161820142,0.873078147557481,93.2423582979049,,3.4700432320578,8.92056750731541,12.3906107393732,3.0310091812906
BE35,15.9231945130741,9.53139039645889,6.3918041166152,3.74529765937764,40.4410196081546,73.6442992579423,10.3912916904019,19.0666903000081,235.105001909756,14.0582812180873,14.0582812180873,28.1165624361745,,3.59009202459798,2.06954528287568,1.52054674172229,57.6963053349034,0.57286908589532,55.3059286696216,74.0572126291005,0.83469773407879,1.40756681997411,56.134548343064,,4.15126439106595,10.666768082438,14.818032473504,3.99075962946346
CY00,1.30890279096049,1.07921974848241,0.229683042478086,0.374688197810507,11.0068005551368,21.301867060573,4.64638552502452,5.27399278260123,66.0487476040842,14.5256350283271,14.5256350283271,29.0512700566542,203.17903130313,1.8629750992009,1.21237548882896,0.650599610371944,12.3832795000284,0.506005690501031,165.18216082801,328.751922584081,1.63021386893387,2.13621955943491,0.140453096667174,204.787230653812,92.6905303687023,407.966261956942,500.656792325644,34.6706536737287
CZ01,0.131340074798898,0.0922919453835499,0.0390481294153479,0.00354687351077574,0.687573484110083,1.34217207987414,0.0213337554638466,0.629717966789434,2.47230426120844,0.251046079232025,0.25104607923312,0.502092158465145,,0.0797120057836027,0.0678353987311173,0.0118766070524854,0.265112174171789,0.212376573849093,2.16655474177327,6.82235066348583,0.563819644987159,0.776196218836251,0.151875768114866,,0.187141324869157,0.212604959808104,0.399746284677262,1.0737755702655
CZ02,9.56712396796381,7.16405831962745,2.40306564833636,0.132817444432571,33.7546861640386,66.1649540723888,1.31399841101792,30.9634520528997,163.926874254131,23.1960334652475,23.196033465001,46.3920669302485,,1.2358653254722,1.01742524742781,0.218440078044395,24.6260058456892,2.14284279690123,181.905784336837,326.178577246852,4.90568408143971,7.04852687834095,15.9408581123687,,13.213475514563,16.8419807248608,30.0554562394237,33.3144123947706
CZ03,28.8447647113587,21.6439581418642,7.20080656949446,0.422460312083125,42.6873254260905,86.4689235914506,4.21960327072043,39.1395345825566,348.041324147458,45.5633840614716,45.5633840615236,91.1267681229951,,5.24342124884345,4.35482056688357,0.888600681959881,66.1076829195039,1.43583023137295,127.473416436841,222.601340631965,3.15296839730596,4.58879862867891,70.2497635533062,,13.1556092871801,16.6528291047889,29.808438391969,21.9365949783968
CZ04,6.70620618148084,5.03410640394418,1.67209977753666,0.0992670263203802,17.9605649639155,35.5428967911565,0.997638700088559,16.4854261008321,94.1732022058155,7.88911239623117,7.88911239625391,15.7782247924851,,0.278159874457051,0.236866637446691,0.0412932370103598,15.3177423837541,0.44488681491384,67.2603454337838,101.433205531074,1.12013912888229,1.56502594379613,20.5499721824819,,6.21572620876106,7.84226824906114,14.0579944578222,7.89694740202254
CZ05,19.7984408440716,14.8553871313146,4.94305371275699,0.299288682931281,34.7558067472252,69.7674561941566,2.8089148869252,31.903445877075,252.298834624667,38.3411339455131,38.341133945563,76.6822678910762,,3.47788544277207,2.84047580940536,0.637409633366714,46.9812362888642,0.956049778992872,147.775367113586,238.438342827824,2.12612869851905,3.08217847751192,35.5915479637261,,13.2497194531366,16.7788309657159,30.0285504188525,20.9178710338832
CZ06,14.6972163194651,11.0296088751644,3.66760744430073,0.254513547494731,44.4587125010303,87.9014466347004,2.38706862002081,40.8011519661546,273.393678350832,45.8436909498057,45.8436909498587,91.6873818996644,,2.45160022235279,2.01183631615484,0.439763906197952,48.7033185993924,1.32497249413553,269.033792783544,409.847762754189,2.88558396669315,4.21055646082868,27.9527146752565,,19.4483592671134,24.6806615422176,44.129020809331,32.4705670357034
CZ07,10.6392506652003,7.98152218065455,2.65772848454578,0.176767781153593,23.4579317436484,46.8439832538749,1.70684863841814,21.5024350906548,153.005429307939,21.9746695729871,21.974669573028,43.949339146015,,1.04662707588788,0.864893179682427,0.181733896205454,26.9939975531108,0.352634761179694,91.020620562559,159.25892292806,0.835457032478139,1.18809179365783,23.5322316138501,,8.72102680430911,11.034757309975,19.7557841142841,15.7470302671978
CZ08,4.32604487386655,3.24539648905901,1.08064838480754,0.0939407284340888,12.0791624208855,24.1812858668397,0.917551999011357,11.0906307185087,84.2004751292635,10.3487378247671,10.3487378247941,20.6974756495612,,1.29966550413134,1.10097785606273,0.198687648068611,14.9985381039853,0.0690965705992805,18.9708681891095,31.1834287090397,0.118421339056043,0.187517909655324,18.6974651308794,,3.53369377595642,4.5113290442724,8.04502282022882,2.81270685625225
