model_region,FCER,FCOM,FEED,FGRA,FMAI,FMIL,FOFA,FOTH,FPRO,FROO,FSGM,FSTR
NL11,51435.220472402325,1038.4332982652827,17445.645268361302,139835.47566245942,40652.73447974553,5434.743075059894,49544.19298589703,6956.502034566476,23470.79942365207,522.4187530752488,,440.5092964678202
NL12,52055.5975099683,1430.2397728909946,18000.355012803797,215806.88372968067,29140.96651581072,5307.481253565977,27332.19250094129,7887.0602761745695,28748.08509006119,252.95783339244161,,250.2610918448848
NL13,49827.61371111227,1129.0526464752786,17947.18112630999,93797.371104421,69068.16920061308,5405.712620331817,61654.83452538829,7039.557405458187,24506.4206952495,569.4544115048415,,391.181735523496
NL21,52309.52379751484,1266.7669706319357,18196.222899893088,133817.5044188511,75149.69948744912,5465.58334223987,43503.17297007713,7729.222636760646,28475.671021580158,322.30841064159796,,186.71905301300157
NL22,49243.33747257259,971.2945440592246,18401.051441158936,142050.11737676256,75975.06732961378,5984.30197656644,42986.792674521836,7735.249725978287,30973.36689274916,395.1907386147014,,289.1934387036617
NL23,50879.854943662926,788.0376987906794,16561.00236065544,38831.1271302863,50837.07942308514,5639.630869524971,108416.73264377748,6170.269558191666,18182.742865217555,364.27413374478795,,1306.8354912652567
NL31,53560.602379851785,1413.7112449271613,17065.472075610363,161502.5106713346,53744.11784682267,5223.795710435977,36751.37672217114,7081.595091577506,21175.259250827323,358.4704810375171,,181.05552758979283
NL32,51604.2067551784,1262.012098407745,17098.293912636647,162570.77095563515,17416.24369826956,5322.684737801054,69239.45162904763,7066.321523786675,20548.818740523333,321.87059702772456,,367.9839153262934
NL33,52852.367418974325,1406.6113594471942,17150.799360549947,216790.89172223868,20486.112183789584,5287.864144691278,23213.761558497008,7251.790667422036,21444.23067374023,267.50535909947433,,382.6656076538224
NL34,47600.05740763779,967.7385101306934,17079.282996066682,97468.25199363875,51427.09877412575,5983.343232570422,78943.08956344186,6411.447630974418,18609.5244399909,490.9001815336631,,369.7542340281442
NL41,49501.75975299407,1074.249414507199,18772.280516691982,50514.807293528946,112545.53763896429,5612.988751836381,72701.37786824047,7424.98199544762,35739.28265175449,601.4234807232514,,325.3185195858681
NL42,47647.07244290862,1215.1744097606236,18111.08327157088,65888.64540435409,102092.89202914434,5393.9625405823435,58092.311184804115,6677.27561040262,25516.97468782584,455.09702887109853,,312.0941904693475
NO02,42060.59433722591,1565.467139956734,73979.22245179614,37112.96677713881,,1415.5871701852016,254082.96313668444,5500.840385982145,71926.7822184933,,19.413351811107574,2264.0186536797673
NO06,42730.86029583373,1196.388389304161,75348.41149907079,30513.020357049103,,1414.6927275066719,234136.38165864997,5697.3352053840845,74913.93714921636,,19.311759574680107,2219.0631692913807
NO07,45116.17097539142,1110.7434953449194,69764.78484229626,65218.290787779275,,1406.130851217762,206708.9795326667,5594.705128377249,63614.53065246387,,19.815493997742035,36.31586629795023
PL21,55850.24188121554,1594.646769917753,10609.625893101607,172882.4808987674,11865.682889231262,3448.3794882317184,6559.748282042903,6341.188313823969,12435.525721835606,2948.5977057596756,41.071882756646815,3775.237029390901
PL22,55095.296381504515,1386.696803404585,10408.463586567908,117536.37633861465,45270.35181394986,3446.545047938728,7252.114321409814,6261.478895612662,11711.017452705668,871.0686068910785,40.471247600341414,3809.8957073444203
PL31,53399.55460515907,1152.600845680568,10689.97114070105,122041.76363032675,47020.977705870246,3505.112437659896,6265.404706030068,6532.412828728533,15370.128892143694,1648.790857684098,34.697022548184584,3925.7258723704854
PL32,48853.72150420047,739.5048092333209,10847.523814721695,190440.13354146102,7864.791851764904,3534.9626468414735,5545.997779139381,5931.243954970612,16793.879467335675,3117.8584257299253,34.10639385417683,3557.628102594925
PL33,51840.6584120282,1186.0229732232742,10798.995258416,140372.01216272434,27158.94615171025,3461.946045254599,9029.68222488302,6088.599463036934,16236.954862131814,3140.232938306325,33.26787600090494,3692.3796548786986
PL34,22246.21926716397,3603.200083457347,4617.69118614679,101179.3149717153,73327.55616052353,3416.5240721737214,14427.025144142552,7276.682181611127,11235.562759758765,96.93539864155645,34.73088608563254,4537.638501840174
PL41,55269.74376228484,1737.6200304318209,11543.45819260891,75130.44389124807,94737.52383932244,3466.8620660398115,8208.769424049915,7390.5753253770245,31220.758100036313,1486.4073784600569,32.41447680118566,4603.987715852359
PL42,48884.19183117801,1204.4077434469339,10743.29616388353,144659.99206855588,29195.058064946494,3556.4866631584428,22610.784451322208,5849.595821952549,15045.581457577573,584.987272456016,31.89427998848173,3574.429013617824
PL43,49627.03413530971,1749.2171761550474,10581.378985226538,159926.13938933332,28791.081130053517,3501.0023550636865,11365.226430815037,5735.55333540329,14144.611771997133,667.5450023585405,31.89585015094774,3541.427668263492
PL51,51998.01147991245,1065.6733833848152,10872.56632136532,150834.08686090392,32554.6555438888,3559.33298002626,7555.857554296079,6023.696071095373,15429.019009674725,1518.5506981639326,32.46859289120065,3608.695906527001
PL52,54838.86579704466,1138.5101833088297,10482.599264480994,82715.18506459332,71740.72420703065,3477.023968268258,6995.367138274961,6596.920288355832,14627.19283830288,1139.8669251954423,33.16815009423313,4095.298585565587
PL61,21673.859164258232,1614.751410153554,4505.821638409427,53316.90200700509,92557.52370559158,3455.778123314325,11692.12574015465,7033.631316923887,11547.98023696467,1500.398915217441,32.585362390139075,4352.625352539974
PL62,55199.698933178464,2399.366653238606,11169.641470270899,128704.05240831856,38021.01825010161,3440.0321721910086,17092.19406939102,6565.044170783711,18208.938476374133,168.5814709750498,32.16903145068957,3953.313739064432
PL63,53241.78111111092,1335.2664427052187,10911.887870548315,106342.13275524664,48661.04947106224,3471.918576522065,15405.106719527199,6200.022048273028,16855.848685788875,1077.7274604769884,32.37943779644978,3760.297174403666
PL71,50912.42993729499,1531.7529067792966,10667.997304438131,76873.1105995501,85888.93945789326,3457.9478470417303,7371.097677127409,6584.593169976308,19689.159452015523,975.1489054048133,32.83493410778092,4170.304492208947
PT11,52836.06996927706,2438.403819468815,21401.864900198718,139980.31128943304,50599.549881125735,4389.804097554793,39716.29573621746,4517.384763556379,31042.819905508393,170.96878491887085,77.75454707825268,265.0137104565674
PT15,19095.420822050717,1645.4779811422266,7830.68714402679,181929.7930882108,1909.8257817055387,4441.266917604027,65163.069927286866,4309.465034637007,8466.340546171812,107.10989561511167,98.98791672219842,194.33439203779892
PT16,47882.030770564765,2451.2535255450784,21313.524284445215,138638.2436634274,29347.884420339287,4402.159325081576,88090.91749566852,4366.959506461912,33410.27523241953,135.57609484943117,78.04186763854014,211.17045593518887
PT17,19863.284757758203,2671.202522060468,6913.175626305915,176584.2334566601,17434.12890674309,4378.560485408582,47379.47983193329,4415.774206467205,9985.344203244998,121.72250322795561,50.92678735185415,205.4938655678976
PT18,54702.33488297346,4839.449713603361,20152.534960172547,227244.64339538978,2414.261502995343,4421.6385820827545,42239.934970259135,4537.530872783771,28736.383025865016,102.40759829929101,95.98650297878365,234.0580638225028
PT20,51879.50179565643,4112.442007742233,18815.409741603675,202239.03116837592,50718.855614099135,4367.671213627746,1651.5670180052189,4540.150115136428,25986.57768584374,131.75608761405582,32.26515840055889,90.8911015152023
PT30,48809.71897096868,3681.310929626732,17989.58072317121,137755.94196155737,41278.931345996854,4385.817813762652,56548.07777209622,4335.332662965019,20631.504993686784,3012.3681473773036,71.50665706134761,194.91794382478722
RO11,65744.0768298951,1387.3583217645999,15708.640245740997,205977.06692933547,6047.691768772251,3987.2447956111687,19927.12325334806,6423.128058148581,20026.554180507468,1361.1170015163405,31.080377427459943,3799.416071210773
RO12,64668.56400043346,1489.1871243771736,15680.175215839894,219980.5136252239,11215.416857818855,3985.366094777775,12488.12137789115,6476.951241362865,19871.099464178405,1821.1046082896737,33.8411432272898,3357.9879474464437
RO21,72338.85320505651,1403.4397670148076,15810.726422046851,163119.38920126963,9785.97431331787,3987.897625598141,27900.873623922133,6845.69860293735,22684.55354890189,1915.7038589000176,29.51660174720234,3991.2641301145222
RO22,64735.041537433615,906.6440360889192,15025.98596540848,165583.41613239027,6518.880497433938,3999.8544394677765,36194.59377310839,6544.897280922195,18493.390534694343,1978.6428124750244,31.547794941665412,4047.293347479968
RO31,68630.59428782998,892.1415540886883,15254.807710549536,174243.4168683169,10592.101232866096,4001.0341224335757,21953.8749140922,6457.820989162269,19430.895976410426,1704.0567347370852,27.999993422985835,3973.9340551026835
RO32,49910.307198793926,1007.6553529641373,16087.910426516028,17108.696263422633,54068.629061149644,3992.820485063791,68875.858927018,5973.06892084346,16656.20444470992,22150.374183898715,25.304296524729654,3713.429348535195
RO41,64285.59028938259,957.5640112017226,14783.87767617123,198147.72440027777,1253.8662126041404,3997.0057451926937,12468.13144859951,6209.948153340714,18064.73654835276,594.6292773657898,28.075641467275176,3743.1233788970403
RO42,57710.49837485002,881.5667756507228,14936.397357584628,219084.60800791488,4479.5255444540935,3998.731352295218,15367.983410437759,6067.5565010258015,16721.031480776204,1083.0851950840438,31.545610013809064,3630.9488293261516
SE11,40884.41954674182,1120.1236669921584,19939.179552424117,62540.985944714106,729.670806688436,5684.753793348259,210115.65949418434,4141.2071821326135,12785.786350497572,,,2973.986932632856
SE12,38340.201215566434,1424.1432768026484,19776.981358924306,60883.70367087588,1169.2508854964758,5669.1273687516195,210288.54747879933,5130.971790258943,24617.98955437014,,,3334.323901155358
SE21,44488.182987578395,2397.685840078028,17981.623391855843,110970.04892066268,3733.6844207791405,5578.751128825811,146644.26314992167,5863.196990958004,28541.642498333553,,,3591.0180727715315
SE22,38277.63760712434,2069.837598028191,18489.5707371012,64843.55671441154,6550.356134309541,5631.19310683997,170542.5077172348,5276.2774777220375,29508.849109094994,,,3469.0705338197226
SE23,42193.868799732794,1855.5538190557231,18325.263959930784,60572.449496056215,2269.7228395932502,5613.9111776705695,176165.22963622905,5734.997618882084,30873.49332640386,,,3585.994063752466
SE31,42289.40011797223,2232.966992614125,19158.115744506675,29951.742461662074,734.3850559065722,5602.9481749895085,223072.97579600703,4723.74062098618,15515.290395265663,,,3150.463758750991
SE32,44773.76250125657,2220.733933993066,17941.03666077986,52443.862489442174,546.859852406405,5574.307182098895,181851.1261547728,4834.29291079973,16505.31821365789,,,1223.123042743172
SE33,45762.88158135731,1208.8764952118356,17747.433984529554,25681.398737625586,637.1165585615449,5573.647461261753,194245.96146274701,4960.007571567265,16849.831817350372,,,1792.6244892146658
SK01,47772.551019648825,2065.5970744288497,13508.732857860616,60274.99788395277,56601.188606949065,12554.474003192148,61642.63526305553,2922.8440464156965,16231.749005255724,882.1983465462794,70.79067689652466,4982.6738958365795
SK02,57637.6347417838,1675.44967224579,17161.11645424564,66687.88443945149,77340.89506404405,12596.038731467976,41042.28518550752,3220.2165280547033,33401.27002158514,278.62984040008905,91.30585172763337,5093.0568190153235
SK03,51125.919110823175,2884.8794326962434,13781.217790453678,216676.85075655085,35414.46573200084,12541.293511342727,25984.911959780376,3110.5950546707604,18689.378618548166,165.67951389613856,348.40996696670146,4987.398210521053
SK04,50863.33669545368,2369.722782691118,14632.36631681418,196895.49601775428,32906.45966857594,12605.939951373328,37748.68134181692,3008.652259477417,21002.41850320449,282.1259257402599,181.94856784113347,4764.370614920719
