model_region,FCER,FCOM,FEED,FGRA,FMAI,FMIL,FOFA,FOTH,FPRO,FROO,FSGM,FSTR
DE92,58785.545291012095,998.4480400074701,21541.595885076396,134113.05195605606,27990.84718102132,4039.793894408112,26882.930849220185,2174.7680807689,21456.57736978599,1296.192761396025,24.508021639615414,2683.798534825571
DE93,60725.0002860056,2059.4455907450065,21394.240011370188,154834.85898569576,85387.57105786115,3968.249030199144,10314.056532623079,2313.3370223325164,23502.01329447354,288.7159339487461,24.502639004157004,2967.931638268827
DE94,53063.95939114821,2267.5293868334693,21723.469427624983,144701.64431797486,158893.74480446102,3955.41287934503,9841.900306838137,2334.5247477152693,40973.62280635919,369.9177703522065,24.423022360375686,3068.6871743746647
DEA1,49338.08582488824,2434.547419746703,20546.984819223097,112473.98014893736,181956.67352748767,3906.312676225684,10114.179853980575,2193.846373282397,18896.81065330496,831.6125979532854,24.499838668316208,2751.224415889953
DEA2,51912.888618610996,1920.3155600949688,20685.322281368288,255299.25921572355,47659.93645766337,3943.594085084513,14910.028489669954,2166.8564693654225,16378.164604890631,1174.8120734581948,28.32218994737621,2684.359758158867
DEA3,50570.86979648453,1402.1162683714936,20707.47967388023,65950.61418943961,243534.42774414385,3941.356531839682,12948.51311322966,2168.6312021363037,25550.962966420346,2146.698051995295,23.979506970924152,2759.4025562976485
DEA4,52688.1481014029,1145.2759422154581,21373.552191801475,182176.7101358588,59780.31930130403,3996.831424344497,21545.70719588106,2125.11681629767,20846.27655694407,3717.328724871376,24.894006741821997,2602.0326500564497
DEA5,51961.65469461088,2059.126162851909,21315.389124063095,268983.4417506594,45068.414479158826,3938.2121401605505,13745.561497096229,2110.7533013286716,17484.762603679334,1088.8605906366574,25.29588454653771,2556.645642696869
DEB1,49021.62582224162,1753.354667347545,21177.27695652169,304835.688925948,31733.46901794415,4008.0870377031406,22814.172886916655,2044.7105430359272,13592.051555395603,464.89236732114057,28.28486108348061,2475.2436582932764
DEB2,55174.57990938782,2356.3164052233797,21332.719656582794,244800.80779607198,25367.56401210527,3917.876056323691,11652.830484023441,2165.11243872399,16168.158443147086,315.0206048167586,26.876851760569394,2526.5296845999756
DEB3,49142.97511825884,896.0712129207606,21625.64272842038,231125.47559579337,30390.028151898794,4144.273090107206,47145.46391591435,2031.2389874453131,14845.160330046101,2079.944267954721,28.169713022770704,2398.9276345419203
