model_region,activity,nutrient,value
AT21,SUNF,K2O,81.0821101103332
AT21,SOYA,N,263.845870450085
AT21,SOYA,P2O5,72.7850677103682
AT21,SOYA,K2O,109.177601565552
AT21,OOIL,N,42.4363129326079
AT21,OOIL,P2O5,22.6327002307242
AT21,OOIL,K2O,22.6327002307242
AT21,NURS,N,400.0
AT21,NURS,P2O5,266.8228990464
AT21,NURS,K2O,242.566271860363
AT21,FLOW,N,400.0
AT21,FLOW,P2O5,320.0
AT21,FLOW,K2O,280.0
AT21,OCRO,N,253.044030546396
AT21,OCRO,P2O5,89.7898172906567
AT21,OCRO,K2O,81.6271066278697
AT21,MAIF,N,178.925144381454
AT21,MAIF,P2O5,107.462549178051
AT21,MAIF,K2O,236.417608191711
AT21,ROOF,N,137.855025820223
AT21,ROOF,P2O5,68.9275129101114
AT21,ROOF,K2O,280.0
AT21,OFAR,N,104.139080852793
AT21,OFAR,P2O5,27.926924478555
AT21,OFAR,K2O,59.8434095969036
AT21,GRAE,N,47.1398702351145
AT21,GRAE,P2O5,17.1279577950697
AT21,GRAE,K2O,39.9652348551627
AT21,GRAI,N,109.993030548601
AT21,GRAI,P2O5,39.9652348551627
AT21,GRAI,K2O,93.2522146620463
AT21,PULS,N,176.029941373674
AT21,PULS,P2O5,51.5209584508315
AT21,PULS,K2O,60.1077848593034
AT21,POTA,N,107.726478446265
AT21,POTA,P2O5,43.0905913785059
AT21,POTA,K2O,184.67396305074
AT21,SUGB,N,275.512843491808
AT21,SUGB,P2O5,153.062690828782
AT21,SUGB,K2O,280.0
AT21,TEXT,N,21.6370005938909
AT21,TEXT,P2O5,57.6986682503757
AT21,TEXT,K2O,108.185002969454
AT21,TOBA,N,144.72892279777
AT21,TOBA,P2O5,19.2971897063694
AT21,TOBA,K2O,217.093384196655
AT21,TOMA,N,400.0
AT21,TOMA,P2O5,283.357550629401
AT21,TOMA,K2O,242.877900539487
AT21,OVEG,N,147.149875015435
AT21,OVEG,P2O5,51.5024562554023
AT21,OVEG,K2O,44.1449625046305
AT21,APPL,N,72.7555200201817
AT21,APPL,P2O5,19.8424145509586
AT21,APPL,K2O,105.826210938446
AT21,OFRU,N,86.7925790184571
AT21,OFRU,P2O5,17.3585158036914
AT21,OFRU,K2O,73.7736921656886
AT21,TWIN,N,21.62296178152
AT21,TWIN,P2O5,15.0
AT21,TWIN,K2O,35.2795692224801
