,count,mean,min,max,source
p_LowLim,11,309.1727272727273,0.0,800.0,coco/coco1_estimc1.gms
p_UppLim,10,675.11,0.0,1600.0,coco/coco1_estimc1.gms
p_reqfcnlim,6,294.8333333333333,40.0,550.0,coco/coco1_anim.gms
p_LOWLIM,1,0.0,0.0,0.0,coco/coco1_anim.gms
p_UPPLIM,1,0.0,0.0,0.0,coco/coco1_anim.gms
p_threshNonsencePrice,4,2.875,2.5,3.0,coco/coco1_assign_agri_pri.gms
p_Cand,3,0.0,0.0,0.0,coco/coco1_candi_agri_prod_agri_pri.gms
P_Cand,18,0.2266111111111111,0.0,4.023,coco/coco1_candi_agri_prod_agri_pri.gms
p_fao2,3,0.0,0.0,0.0,coco/coco1_candi_agri_prod_agri_pri.gms
P_Share,2,0.0,0.0,0.0,coco/coco1_candi_eco_act.gms
p_AG_DATA,2,0.0,0.0,0.0,coco/coco1_candi_agri_prod_agri_pri.gms
P_EcoAct1,8,0.0,0.0,0.0,coco/coco1_candi_eco_act.gms
p_ACT_fixed_zero,14,0.21428571428571427,0.0,1.0,coco/coco1_finish_agri_prod.gms
p_EcoAct,34,0.0,0.0,0.0,coco/coco1_finish_agri_prod.gms
p_salpest,3,0.0,0.0,0.0,coco/coco1_eaa.gms
p_splitFac,4,1.0,0.8,1.2,coco/coco1_estima.gms
p_NobsP,42,26601.45238095238,0.0,600000.0,coco/coco1_estimc2.gms
p_ZERO_YLD,4,0.0,0.0,0.0,coco/coco1_finish_raw.gms
p_AgriProd_dairy,1,0.0,0.0,0.0,coco/coco1_eurostat.gms
p_for_exchange,1,0.0,0.0,0.0,coco/coco1_eurostat.gms
p_EcoACT,1,0.0,0.0,0.0,coco/coco1_eurostat.gms
p_AgriPri,5,0.0,0.0,0.0,eurostat_raw.gms
p_fodder,67,20.686567164179106,0.0,379.9,coco/coco1_eurostat_fodd.gms
p_Fodder,14,0.0,0.0,0.0,coco/coco1_eurostat_fodd.gms
p_FAO,13,0.0,0.0,0.0,coco/coco1_finish_agriprod_oils.gms
p_FAO_add,1,0.0,0.0,0.0,coco/coco1_finish_agri_prod.gms
p_GRC,1,0.0,0.0,0.0,coco/coco1_finish_raw.gms
p_mlkBalTmp,2,0.0,0.0,0.0,coco/coco1_rebook.gms
p_roadData0,3,0.3333333333333333,0.0,1.0,coco/coco1_roads.gms
p_motorwgt,1,0.0,0.0,0.0,coco/coco1_roads.gms
p_aglinkSel,1,0.0,0.0,0.0,coco/coco2_collect.gms
p_adata,1,0.0,0.0,0.0,coco/coco2_collect.gms
p_xrates,4,0.75,0.0,1.0,coco/coco2_ilo_addup.gms
p_DOBS,5,0.0,0.0,0.0,coco/coco2_shares.gms
p_CHECKREG,4,0.75025,0.001,1.1,coco/coco2_collect.gms
p_FeedAgri,2,0.0,0.0,0.0,coco/coco2_feed.gms
p_wgtLOSF,3,0.43333333333333335,0.1,1.0,coco/coco2_gras.gms
p_ilod4,2,0.0,0.0,0.0,coco/coco2_ilo_addup.gms
p_ILOP,2,-0.5,-1.0,0.0,coco/coco2_ilo_adjust.gms
p_WGT,3,33.35333333333333,0.01,100.0,coco/coco2_ilo_adjust.gms
p_ConsPriInd,2,0.0,0.0,0.0,coco/coco2_shares.gms
p_ilop,1,0.01,0.01,0.01,coco/coco2_ilo_adjust.gms
p_shares,4,0.0,0.0,0.0,coco/coco2_shares.gms
p_RWI,4,0.0,0.0,0.0,coco/coco2_shares.gms
p_SBA,1,0.0,0.0,0.0,coco/coco2_shares.gms
p_REG_DAT,3,0.0,0.0,0.0,coco/coco2_shares.gms
p_SHOW_AGG,2,0.5,0.0,1.0,coco/coco2_shares.gms
p_Nai_years,1,0.0,0.0,0.0,coco/coco2_shares.gms
p_fshares,3,0.0,0.0,0.0,coco/coco2_solve.gms
p_TOFO,3,0.6666666666666666,0.0,1.0,coco/coco2_solve.gms
p_WGT_ILO,14,0.4785714285714286,0.0,1.0,coco/coco2_solve.gms
p_luc_matrix,4,0.0,0.0,0.0,envind/est_lucpos.gms
p_DIFF,3,0.0,0.0,0.0,coco1.gms
p_aesMiti,70,0.5714285714285714,0.0,1.0,compile_rdp_data/create_cap_fp_data.gms
p_aesSubMeas1420Areas,2,0.0,0.0,0.0,compile_rdp_data/create_cap_fp_data.gms
p_subM1420FarmPract,2,0.0,0.0,0.0,compile_rdp_data/create_cap_fp_data.gms
p_pua2329FarmPract,28,0.03571428571428571,0.0,1.0,compile_rdp_data/create_cap_fp_data.gms
p_years2329Avg,2,0.0,0.0,0.0,compile_rdp_data/create_cap_fp_data.gms
p_regShare1420,2,0.0,0.0,0.0,compile_rdp_data/create_cap_fp_data.gms
p_rdBudget,2,0.0,0.0,0.0,compile_rdp_data/process_2007_2013_spend.gms
p_dataFT,1,1e-20,1e-20,1e-20,cropDiv.gms
p_IrrigationHSMU,2,5.5,1.0,10.0,enerdisag.gms
p_HSMUCropEmerBal,1,500000000000000.0,500000000000000.0,500000000000000.0,enerdisag.gms
p_YieldScenario,1,0.0,0.0,0.0,enerdisag.gms
p_HSMUCropEnerBal,3,0.0,0.0,0.0,enerdisag.gms
p_Level,1,0.0,0.0,0.0,enerdisag.gms
p_actLevl,6,83.5,1.0,100.0,enerind/enerind_calc.gms
p_NutsEnerDataDisag,7,2455.714285714286,1770.0,2810.0,enerind/enerind_calc.gms
p_combiRAINS_scenRAINS,22,0.5,0.0,1.0,envind/Miterra/aggregate_control_strategies.gms
p_relRedNmax,1,0.0,0.0,0.0,envind/RedFert.gms
p_ghgMiti,110,6.037599090912728,0.0,100.0,supply/def_supply_model_par.gms
p_aesMitiData,9,0.3333333333333333,0.0,1.0,envind/load_cap_fp_data.gms
p_MaxLvstDens,2,0.0,0.0,0.0,envind/RedLvst.gms
p_emiLoss,1,0.0,0.0,0.0,envind/ammo.gms
p_envConst,11,0.0,0.0,0.0,supply/def_supply_model_par.gms
p_emiLossTseries,1,0.0,0.0,0.0,envind/ammo_tseries.gms
p_bfpPar,17,0.9725905882352942,-0.2,10.0,envind/bfp_sets_parameters.gms
p_dataBFP,1,0.0,0.0,0.0,envind/bfp_sets_parameters.gms
p_milkFatCont,2,4.0,4.0,4.0,feed/req_or_man_fnc.gms
p_regressors,1,1.0,1.0,1.0,envind/calc_fbi.gms
p_fert_for_gains,1,1.0,1.0,1.0,envind/calc_fert_eff_fac.gms
p_BioHisBur,3,33333.666666666664,0.0,100000.0,supply/set_miti_bounds.gms
p_ipcc11_2,20,0.070785,0.0,0.28,envind/cropresidues.gms
p_EdgarData,1,0.0,0.0,0.0,envind/edgar_xls_to_gdx.gms
p_prodPrim,1,1.0,1.0,1.0,envind/enerLca.gms
p_difRegNat,2,0.0,0.0,0.0,envind/feed_reg.gms
p_tradeflows,2,0.0,0.0,0.0,envind/feed_reg.gms
p_loadLocalData,1,0.0,0.0,0.0,envind/gas_per_commodity_ipcc.gms
p_NCshr,1,1.0,1.0,1.0,envind/gas_per_commodity_ipcc.gms
p_emishr,1,1.0,1.0,1.0,envind/gas_per_commodity_ipcc.gms
p_localData,5,0.2,0.0,1.0,envind/lulca.gms
p_shareRMinNonEU,1,0.0,0.0,0.0,envind/gas_per_commodity_ipcc.gms
p_NonEUCoef,1,0.0,0.0,0.0,envind/gas_per_commodity_ipcc.gms
p_globWarmPot,1,1.0,1.0,1.0,envind/gascoeff.gms
p_emissDifAbs,1,0.0,0.0,0.0,envind/gases.gms
p_emissDifRel,1,0.0,0.0,0.0,envind/gases.gms
p_emiPerProduct_LCA,2,0.0,0.0,0.0,envind/gases_lvst.gms
p_emiPerProdDef,1,0.0,0.0,0.0,envind/gases_lvst.gms
p_emisFeed,1,0.42,0.42,0.42,envind/line_nitr.gms
p_calcLabourReq,1,570.0,570.0,570.0,envind/miti_labour_requirement.gms
p_faoAgg,2,1.0,1.0,1.0,envind/prep_lulucf_carbon.gms
p_tillReg,9,0.6088888888888889,-0.12,1.0,envind/tillage.gms
p_to_type,1,1.0,1.0,1.0,fao/doubleCropIndex.gms
P_RES,1,0.0,0.0,0.0,fao/export_trade.gms
p_extractionRates,2,0.0,0.0,0.0,fao/export_trade.gms
p_processtree,2,0.5,0.0,1.0,fao/export_trade.gms
p_codeMapping,1,0.0,0.0,0.0,fao/export_trade.gms
p_avgDat,8,0.0,0.0,0.0,fao/fao_land_consolidation.gms
p_SUA,1,0.0,0.0,0.0,fao/fao_balance_consolidation.gms
p_faotemp,1,1.0,1.0,1.0,fao/fao_balance_consolidation.gms
p_sua,2,0.0,0.0,0.0,fao/fao_balance_consolidation.gms
p_faomilk_SUA,2,0.0,0.0,0.0,fao/fao_balance_consolidation.gms
p_milkData,3,0.2866666666666667,0.0,0.85,fao/fao_balance_consolidation.gms
p_solverInfo,12,0.5833333333333334,0.0,1.0,fao/fao_milk_consolidation_collect_one_solution.gms
p_prodStatAdj,2,0.0,0.0,0.0,fao/fao_land_consolidation.gms
p_checkland,1,0.0,0.0,0.0,fao/fao_land_consolidation.gms
p_priorLandUse,16,0.935125,0.001,5.0,fao/fao_land_consolidation.gms
p_country_luc1,1,0.0,0.0,0.0,fao/fao_read_luc_from_xls.gms
P_DATA_FADN,6,0.16665,0.0,0.9999,farmtype/fd_map_capri.gms
p_DataF,40,15.0,0.0,30.0,farmtype/frm_excluded.gms
p_DATA_FSScpy,3,0.0,0.0,0.0,farmtype/frm_map_fss_to_capri.gms
p_resultsIY_farm,1,0.0,0.0,0.0,farmtype/frmb_consis_inputs.gms
p_DATAC2,4,0.0,0.0,0.0,farmtype/frmb_consis_level.gms
P_Relaxseta,1,0.0,0.0,0.0,farmtype/frmb_consis_new_sets.gms
p_Posit,2,0.0,0.0,0.0,farmtype/frmsgm.gms
p_data_FSScpy,18,0.0,0.0,0.0,farmtype/frmsgm.gms
p_ResTypRules,9,0.3333333333333333,-1.0,1.0,farmtype/test_fss_type_esu.gms
p_indSGM,2,0.0,0.0,0.0,farmtype/frmsgm.gms
p_coeff,2,1.0,1.0,1.0,farmtype/struct_change_main.gms
p_c,2,0.0,0.0,0.0,farmtype/struct_change_main.gms
p_nSolved,4,0.5,0.0,1.0,inputs/dist_input.gms
p_aprDistFeedCost,4,0.0,0.0,0.0,feed/fedtrm_cal_pw.gms
p_FeedAggrPrior,3,1.0,1.0,1.0,feed/fedtrm_prior_pw.gms
p_feedBalance,3,0.0,0.0,0.0,feed/fedtrm_prior_pw.gms
p_FeedShareInAggr,2,0.0,0.0,0.0,feed/fedtrm_prior_pw.gms
p_gvamFac,1,0.0,0.0,0.0,feed/fodprcy.gms
p_suppGva,1,0.0,0.0,0.0,feed/fodprcy.gms
p_femWgt,1,550.0,550.0,550.0,feed/req_or_man_fnc.gms
p_fatngDays,3,0.0,0.0,0.0,feed/req_or_man_fnc.gms
p_animProdDays,2,0.5,0.0,1.0,feed/req_or_man_fnc.gms
p_NutContFeed,4,50.0,0.0,100.0,feed/req_or_man_fnc.gms
p_minFeedShare,26,0.40499999999999997,0.05,0.99,feed/req_or_man_fnc.gms
p_NPKContData,10,678.35,0.0,998.0,fert/calc_npimport.gms
p_endoManAv,7,-0.0002142857142857143,-0.0015,0.0,fert/ferttrm_cor_tj.gms
p_expMeanMannShare,21,0.18414285714285714,-100.0,100.0,fert/ferttrm_cor_tj.gms
p_minShareMinFert,10,0.16999999999999998,0.0,0.5,scen/NLimits/sur_nlimits.gms
p_maxShareMinFert,3,0.4033333333333333,0.01,1.0,fert/fertpar.gms
p_priNutAvailFact,26,4.353846153846154,0.0,50.0,fert/store_ferttrm_results.gms
p_nutAvailFactExcrStde,1,0.1,0.1,0.1,fert/ferttrm_cor.gms
p_cropNutNeedMultFactMean,1,1.25,1.25,1.25,fert/ferttrm_cor.gms
p_cropNutNeedMultFactSTDE,2,0.05,0.05,0.05,fert/ferttrm_cor.gms
p_cropNutNeedAddFactMEAN,2,5.0,5.0,5.0,fert/ferttrm_cor_tj.gms
p_cropNutNeedAddFactSTDE,2,0.55,0.1,1.0,fert/ferttrm_cor_tj.gms
p_aggFertUseDevSTDE,2,0.01,0.01,0.01,fert/ferttrm_cor_tj.gms
p_csViolManTradeWgt,2,1000000.0,1000000.0,1000000.0,fert/ferttrm_cor_tj.gms
p_kgDiffMin,6,1.0,0.0,5.0,fert/ferttrm_cor_tj.gms
p_ifaStdev,1,0.1,0.1,0.1,fert/ferttrm_cor_tj.gms
p_nutRetShare,2,1.0,1.0,1.0,fert/ferttrm_cor_tj.gms
p_fertDistSolutionStats,4,0.25,0.0,1.0,fert/ferttrm_cor_tj.gms
p_manureShareAll,1,0.0,0.0,0.0,fert/ferttrm_years.gms
p_nobs,3,0.0,0.0,0.0,fert/ferttrm_years.gms
p_storedFertModuleSettings,2,0.5,0.0,1.0,fert/store_ferttrm_results.gms
p_FUBC,2,0.0,0.0,0.0,fert_to_gdx.gms
p_activityLevel,2,0.0,0.0,0.0,ghg_emission_factors_per_commodity/create_data/prepare_aglink_data/define_production_and_activity_levels.gms
p_emiShrAC,6,0.6666666666666666,0.0,1.0,ghg_emission_factors_per_commodity/create_data/prepare_aglink_data/prepare_conversion_of_emissions_factors.gms
p_useAC,1,0.0,0.0,0.0,ghg_emission_factors_per_commodity/create_data/prepare_aglink_data/solve_model.gms
p_stDevAdjustedForCropUncertainty,4,0.75,0.0,1.0,ghg_emission_factors_per_commodity/define_priors.gms
p_dataDuals,2,0.0,0.0,0.0,reports/aggreg_res_data.gms
p_beta1,1,0.0,0.0,0.0,ghg_emission_factors_per_commodity/solve_model.gms
p_tariffDataOri,4,5e+29,1.0,1e+30,global/aggreg_tariffs.gms
p_tradeTarAggReg,4,0.0,0.0,0.0,global/aggreg_tariffs_mac2.gms
p_tariffData,2,0.0,0.0,0.0,special_ch/aggreg_tar_trqglobl_ch.gms
p_IMPACTinfo,1,0.0,0.0,0.0,global/agmip_yields.gms
p_bioDat,35,0.0,0.0,0.0,global/bio_fuel_markets_aglink2013dgAgri.gms
p_biofuelData,18,33.333333333333336,0.0,150.0,global/biofuel_markets.gms
p_comextBiofTradeFlows,1,0.0,0.0,0.0,global/bio_fuel_trade_new.gms
p_comtrade,2,0.0,0.0,0.0,global/comtrade_hs.gms
p_GDP,6,0.0,0.0,0.0,global/convert_aglink2012dgAgri.gms
p_GLOBIOM,1,0.0,0.0,0.0,global/convert_globiom.gms
p_GLOBIOMmapped,1,0.0,0.0,0.0,global/convert_globiom.gms
p_prcy,2,0.122,0.094,0.15,global/convert_globiom.gms
p_globiomInfo,3,0.0,0.0,0.0,global/convert_globiom.gms
p_mediumTermData,3,0.0,0.0,0.0,global/create_final_marketdb.gms
p_longRunInfoAll,1,0.0,0.0,0.0,global/create_longrun_info.gms
p_AglinkElasMapped,1,0.0,0.0,0.0,global/elas_aglink.gms
p_transpCost,5,0.0,0.0,0.0,global/estimate_transportcosts.gms
p_ordyr,4,2023.75,2000.0,2050.0,global/f2050_impact.gms
p_popshare,2,0.5,0.21,0.79,global/fao_population.gms
p_AGLINKOri,1,1.0,1.0,1.0,global/growth_factor_aglink.gms
p_share_crop,1,1.0,1.0,1.0,global/load_fao_fert_pest.gms
p_levlElas,1,0.0,0.0,0.0,global/load_wfm_elas.gms
p_yieldElas,4,0.175,0.0,0.3,supply/yield_elas.gms
p_demandElas,2,0.0,0.0,0.0,global/load_wfm_elas.gms
p_feedElas,1,0.0,0.0,0.0,global/load_wfm_elas.gms
P_checkGrowthFac,2,0.0,0.0,0.0,global_database.gms
p_prior_JKI,1,0.0,0.0,0.0,inputs/compile_prior_jki.gms
p_SectorCostsFromEAA,1,0.0,0.0,0.0,inputs/dist_input.gms
p_expCostsFromSectorRelations,3,0.0,0.0,0.0,inputs/dist_input.gms
p_supports,2,5e-05,0.0,0.0001,inputs/dist_input.gms
p_estInputDemandCoef,4,0.25,0.0,1.0,inputs/fill_inp_matrix.gms
p_estLabInpCoeff,1,0.0,0.0,0.0,inputs/labour_calc.gms
p_shiftLogRelLabCoeff,2,0.0,0.0,0.0,inputs/labour_cons.gms
p_aprDistLabInpCoeff,3,7.333333333333333,0.0,12.0,inputs/labour_calc.gms
p_logRelLabCoeff,8,0.0,0.0,0.0,inputs/labour_relation.gms
p_pestPar,6,0.0,0.0,0.0,supply/cal_pesti.gms
p_EstimRes,1,0.0,0.0,0.0,inputs/pest_cor_selai.gms
p_inputDemandFactor,1,0.0,0.0,0.0,inputs/yieldIY.gms
p_mTradeAutarkyBuffer,3,17003.333333333332,10.0,50000.0,manuremarket/declare_manure_market.gms
p_trapZeroDistances,1,0.0,0.0,0.0,manuremarket/define_manure_market_structure.gms
p_CO2EquEmisInIters,5,0.0,0.0,0.0,permits/ghg_emission_trade_model.gms
p_carbonTax,13,1.2615384615384615,0.0,2.0,pol_input/ghg/carbcali_uaa_endotech_noc.gms
p_mitiEffFac,1063,0.46369708372530577,0.0,1.5,scen/ghg_emission_abatement/endo_mititech_agora.gms
p_premDataE,4339,6133588.767316513,0.0,278324388.0,scen/base_scenarios/CAP_2014_2020_pol_editor.gms
p_entlWght1,4,0.4,0.2,1.0,pol_input/agenda.gms
p_rdMax,22,375.0,250.0,500.0,scen/base_scenarios/mtr_rd.gms
p_mac_info_lucas,17,2.0,2.0,2.0,pol_input/greendeal/oth_pol.gms
p_watBalance,1,10.0,10.0,10.0,pol_input/agmip/agclim50iv_scenarios.gms
p_watScen,1,0.5,0.5,0.5,pol_input/agmip/agclim50iv_scenarios.gms
p_forItems,4,1.0,0.5,1.5,pol_input/ecampa4/ecampa4_scenarios.gms
p_3billion,4,5250.0,3000.0,7500.0,pol_input/ecampa4/ecampa4_scenarios.gms
p_DPGreeningLimits,2,0.0,0.0,0.0,pol_input/agora/main.gms
p_shkPmpSlope,18,-0.4861111111111111,-0.75,0.5,shock/declarations.gms
p_shkPmpGroup,2,-0.25,-0.5,0.0,shock/declarations.gms
p_shkPmpCnst,12,815.3333333333334,0.0,7498.0,shock/declarations.gms
p_exoDemand,2,0.25,0.0,0.5,supply/define_manure_trade_costs.gms
p_animCostChange,1,0.1,0.1,0.1,pol_input/animWelf.gms
p_BFPindex,25,1e-06,1e-06,1e-06,pol_input/biodiv/bfp_min_total_index.gms
p_ConFarm,10,70.0,0.0,200.0,policy/equalizing_restrictions.gms
p_fixMiti,2,0.5000005,1e-06,1.0,pol_input/greendeal/greendeal_scenarios.gms
p_premToDDTarget,66,50.0,0.0,100.0,scen/Premiums/Distribution_farm_premium/mtr.gms
p_tariffRed,1,0.2,0.2,0.2,pol_input/fta/eu_mercosur_fta.gms
p_tline_qchange,4,0.75,0.5,1.0,pol_input/fta/swiss_beef.gms
p_tlinecuts,4,25.0,0.0,50.0,pol_input/fta/swiss_beef.gms
p_rent_null,4,0.65,0.5,0.8,pol_input/fta/tariffline_cuts.gms
p_rentShare0,4,0.5,0.0,1.0,pol_input/fta/tariffline_cuts.gms
p_tariff_R0,4,0.0,0.0,0.0,pol_input/fta/tariffline_cuts.gms
p_constFeed,1,0.0,0.0,0.0,pol_input/ghg/sup_shock_DK_beef.gms
p_addLoss,2,1.0,1.0,1.0,pol_input/ghg/sup_shock_DK_swhe.gms
p_already_adjusted,4,0.0,0.0,0.0,pol_input/greendeal/conventional_io.gms
p_minCoverCrops,2,1.0,1.0,1.0,pol_input/greendeal/conventional_io.gms
p_uncorrChgCalo,1,0.0,0.0,0.0,pol_input/greendeal/diets.gms
p_nMaxPerHa,1,0.0,0.0,0.0,pol_input/greendeal/greendeal_scenarios.gms
p_fertDistReguWgt,13,1.0,1.0,1.0,pol_input/manure/envconstr_r4711_miti.gms
p_DPGreeningShare,13,0.3,0.3,0.3,pol_input/slov/si_p2013_green_envi.gms
p_maxSetAsideShare,6,0.0,0.0,0.0,pol_input/mtrstd.gms
p_premToDDTargetNuts,10,1.0,1.0,1.0,scen/Premiums/Distribution_farm_premium/mtr.gms
p_manure_limit,4,87.5,50.0,120.0,pol_input/manure/ManureNLimit80.gms
