region,group1,group2,coef
EL230000,CERE,OILS,0.0
EL230000,CERE,OARA,-9.72682863583999
EL230000,CERE,FARA,4.992188976966908
EL230000,CERE,NOCR,-3.99174724613192
EL230000,CER2,CERE,0.0
EL230000,CER2,CER2,33.74852653329619
EL230000,CER2,OILS,0.0
EL230000,CER2,OARA,-9.032708901240449
EL230000,CER2,FARA,-0.1604621853990146
EL230000,CER2,NOCR,-15.38453107408932
EL230000,OILS,CERE,0.0
EL230000,OILS,CER2,0.0
EL230000,OILS,OILS,0.0
EL230000,OILS,OARA,0.0
EL230000,OILS,FARA,0.0
EL230000,OILS,NOCR,0.0
EL230000,OARA,CERE,0.0
EL230000,OARA,CER2,0.0
EL230000,OARA,OILS,0.0
EL230000,OARA,OARA,21.09626787072594
EL230000,OARA,FARA,5.371803979928411
EL230000,OARA,NOCR,7.512826937458199
EL230000,FARA,CERE,0.0
EL230000,FARA,CER2,0.0
EL230000,FARA,OILS,0.0
EL230000,FARA,OARA,0.0
EL230000,FARA,FARA,7.222192669899083
EL230000,FARA,NOCR,2.601835058414844
EL230000,NOCR,CERE,0.0
EL230000,NOCR,CER2,0.0
EL230000,NOCR,OILS,0.0
EL230000,NOCR,OARA,0.0
EL230000,NOCR,FARA,0.0
EL230000,NOCR,NOCR,8.569837228269327
EL240000,CERE,CERE,38.04428794920203
EL240000,CERE,CER2,44.85399973098753
EL240000,CERE,OILS,0.0
EL240000,CERE,OARA,-30.61575556273047
EL240000,CERE,FARA,-5.153474897966927
EL240000,CERE,NOCR,-109.3972451078796
EL240000,CER2,CERE,0.0
EL240000,CER2,CER2,194.3933211580814
EL240000,CER2,OILS,0.0
EL240000,CER2,OARA,6.744283769855016
EL240000,CER2,FARA,-13.59860014811813
EL240000,CER2,NOCR,-152.6645218424784
EL240000,OILS,CERE,0.0
EL240000,OILS,CER2,0.0
EL240000,OILS,OILS,0.0
EL240000,OILS,OARA,0.0
EL240000,OILS,FARA,0.0
EL240000,OILS,NOCR,0.0
EL240000,OARA,CERE,0.0
EL240000,OARA,CER2,0.0
EL240000,OARA,OILS,0.0
EL240000,OARA,OARA,101.9760691178523
EL240000,OARA,FARA,8.17709417021078
EL240000,OARA,NOCR,66.0479723904646
EL240000,FARA,CERE,0.0
EL240000,FARA,CER2,0.0
EL240000,FARA,OILS,0.0
EL240000,FARA,OARA,0.0
EL240000,FARA,FARA,18.47132399086881
EL240000,FARA,NOCR,36.24412618115435
EL240000,NOCR,CERE,0.0
EL240000,NOCR,CER2,0.0
EL240000,NOCR,OILS,0.0
EL240000,NOCR,OARA,0.0
EL240000,NOCR,FARA,0.0
EL240000,NOCR,NOCR,349.8418356763185
EL250000,CERE,CERE,134.8655174112634
EL250000,CERE,CER2,45.67677662509895
EL250000,CERE,OILS,0.0
EL250000,CERE,OARA,44.11250501292669
EL250000,CERE,FARA,11.06948451011153
EL250000,CERE,NOCR,-89.13272077098016
EL250000,CER2,CERE,0.0
EL250000,CER2,CER2,240.8012246869694
EL250000,CER2,OILS,0.0
EL250000,CER2,OARA,198.8459902929219
EL250000,CER2,FARA,-17.03212707211409
EL250000,CER2,NOCR,-85.76926711635689
EL250000,OILS,CERE,0.0
EL250000,OILS,CER2,0.0
EL250000,OILS,OILS,0.0
EL250000,OILS,OARA,0.0
EL250000,OILS,FARA,0.0
EL250000,OILS,NOCR,0.0
EL250000,OARA,CERE,0.0
EL250000,OARA,CER2,0.0
EL250000,OARA,OILS,0.0
EL250000,OARA,OARA,206.0520124701983
EL250000,OARA,FARA,-17.97698493161231
EL250000,OARA,NOCR,-83.23243860665518
EL250000,FARA,CERE,0.0
EL250000,FARA,CER2,0.0
EL250000,FARA,OILS,0.0
EL250000,FARA,OARA,0.0
EL250000,FARA,FARA,5.631752326325245
EL250000,FARA,NOCR,-0.1035050037718931
EL250000,NOCR,CERE,0.0
EL250000,NOCR,CER2,0.0
EL250000,NOCR,OILS,0.0
EL250000,NOCR,OARA,0.0
EL250000,NOCR,FARA,0.0
EL250000,NOCR,NOCR,74.9883399559813
EL300000,CERE,CERE,14.10596421949639
EL300000,CERE,CER2,0.0
EL300000,CERE,OILS,0.0
EL300000,CERE,OARA,0.0
EL300000,CERE,FARA,3.78815669830513
EL300000,CERE,NOCR,-4.311674106353363
EL300000,CER2,CERE,0.0
EL300000,CER2,CER2,0.0
EL300000,CER2,OILS,0.0
EL300000,CER2,OARA,0.0
EL300000,CER2,FARA,0.0
EL300000,CER2,NOCR,0.0
EL300000,OILS,CERE,0.0
EL300000,OILS,CER2,0.0
EL300000,OILS,OILS,0.0
EL300000,OILS,OARA,0.0
EL300000,OILS,FARA,0.0
EL300000,OILS,NOCR,0.0
EL300000,OARA,CERE,0.0
EL300000,OARA,CER2,0.0
EL300000,OARA,OILS,0.0
EL300000,OARA,OARA,0.0
EL300000,OARA,FARA,0.0
EL300000,OARA,NOCR,0.0
EL300000,FARA,CERE,0.0
EL300000,FARA,CER2,0.0
EL300000,FARA,OILS,0.0
EL300000,FARA,OARA,0.0
EL300000,FARA,FARA,6.140698405238391
EL300000,FARA,NOCR,-1.553351793788688
EL300000,NOCR,CERE,0.0
EL300000,NOCR,CER2,0.0
EL300000,NOCR,OILS,0.0
EL300000,NOCR,OARA,0.0
EL300000,NOCR,FARA,0.0
EL300000,NOCR,NOCR,1.348443254478497
EL410000,CERE,CERE,16.22130754904452
EL410000,CERE,CER2,0.0
EL410000,CERE,OILS,0.0
EL410000,CERE,OARA,0.0
EL410000,CERE,FARA,11.34083836413689
EL410000,CERE,NOCR,-7.425434338690359
EL410000,CER2,CERE,0.0
EL410000,CER2,CER2,0.0
EL410000,CER2,OILS,0.0
EL410000,CER2,OARA,0.0
EL410000,CER2,FARA,0.0
EL410000,CER2,NOCR,0.0
EL410000,OILS,CERE,0.0
EL410000,OILS,CER2,0.0
EL410000,OILS,OILS,0.0
EL410000,OILS,OARA,0.0
EL410000,OILS,FARA,0.0
EL410000,OILS,NOCR,0.0
EL410000,OARA,CERE,0.0
EL410000,OARA,CER2,0.0
EL410000,OARA,OILS,0.0
EL410000,OARA,OARA,0.0
EL410000,OARA,FARA,0.0
EL410000,OARA,NOCR,0.0
EL410000,FARA,CERE,0.0
EL410000,FARA,CER2,0.0
EL410000,FARA,OILS,0.0
EL410000,FARA,OARA,0.0
EL410000,FARA,FARA,21.12549364565061
EL410000,FARA,NOCR,0.1975731316092192
EL410000,NOCR,CERE,0.0
EL410000,NOCR,CER2,0.0
EL410000,NOCR,OILS,0.0
EL410000,NOCR,OARA,0.0
EL410000,NOCR,FARA,0.0
EL410000,NOCR,NOCR,5.599640173209808
EL420000,CERE,CERE,63.16630139925466
EL420000,CERE,CER2,0.0
EL420000,CERE,OILS,0.0
EL420000,CERE,OARA,-607.2658741658895
EL420000,CERE,FARA,-18.93591813253262
EL420000,CERE,NOCR,7.850637854807417
EL420000,CER2,CERE,0.0
EL420000,CER2,CER2,0.0
EL420000,CER2,OILS,0.0
EL420000,CER2,OARA,0.0
EL420000,CER2,FARA,0.0
EL420000,CER2,NOCR,0.0
EL420000,OILS,CERE,0.0
EL420000,OILS,CER2,0.0
EL420000,OILS,OILS,0.0
EL420000,OILS,OARA,0.0
EL420000,OILS,FARA,0.0
EL420000,OILS,NOCR,0.0
EL420000,OARA,CERE,0.0
EL420000,OARA,CER2,0.0
EL420000,OARA,OILS,0.0
EL420000,OARA,OARA,7178.33535631229
EL420000,OARA,FARA,-40.74118734367991
EL420000,OARA,NOCR,-358.2601800986363
EL420000,FARA,CERE,0.0
EL420000,FARA,CER2,0.0
EL420000,FARA,OILS,0.0
EL420000,FARA,OARA,0.0
EL420000,FARA,FARA,43.88762698374308
EL420000,FARA,NOCR,43.81389316769732
EL420000,NOCR,CERE,0.0
EL420000,NOCR,CER2,0.0
EL420000,NOCR,OILS,0.0
EL420000,NOCR,OARA,0.0
EL420000,NOCR,FARA,0.0
EL420000,NOCR,NOCR,61.24327632925115
EL430000,CERE,CERE,26.13884203155369
EL430000,CERE,CER2,0.0
EL430000,CERE,OILS,0.0
EL430000,CERE,OARA,54.22809846208122
EL430000,CERE,FARA,19.42290294390737
EL430000,CERE,NOCR,-5.520414237594695
EL430000,CER2,CERE,0.0
EL430000,CER2,CER2,0.0
EL430000,CER2,OILS,0.0
EL430000,CER2,OARA,0.0
EL430000,CER2,FARA,0.0
EL430000,CER2,NOCR,0.0
EL430000,OILS,CERE,0.0
EL430000,OILS,CER2,0.0
EL430000,OILS,OILS,0.0
EL430000,OILS,OARA,0.0
EL430000,OILS,FARA,0.0
EL430000,OILS,NOCR,0.0
EL430000,OARA,CERE,0.0
EL430000,OARA,CER2,0.0
EL430000,OARA,OILS,0.0
EL430000,OARA,OARA,1403.180875687516
EL430000,OARA,FARA,31.06981092807507
EL430000,OARA,NOCR,-234.5272217280738
EL430000,FARA,CERE,0.0
EL430000,FARA,CER2,0.0
EL430000,FARA,OILS,0.0
EL430000,FARA,OARA,0.0
EL430000,FARA,FARA,24.29324286300187
EL430000,FARA,NOCR,-0.7219355930679051
EL430000,NOCR,CERE,0.0
EL430000,NOCR,CER2,0.0
EL430000,NOCR,OILS,0.0
EL430000,NOCR,OARA,0.0
EL430000,NOCR,FARA,0.0
EL430000,NOCR,NOCR,40.04651430279046
ES110000,CERE,CERE,61.76439514729712
ES110000,CERE,CER2,-4.134681797691288
ES110000,CERE,OILS,0.0
ES110000,CERE,OARA,-57.16056730312161
ES110000,CERE,FARA,-6.66292638686606
ES110000,CERE,NOCR,64.2223177441916
ES110000,CER2,CERE,0.0
ES110000,CER2,CER2,22.18069822090987
ES110000,CER2,OILS,0.0
ES110000,CER2,OARA,-13.88732383484988
ES110000,CER2,FARA,1.310867972298928
ES110000,CER2,NOCR,3.017315067159995
ES110000,OILS,CERE,0.0
ES110000,OILS,CER2,0.0
ES110000,OILS,OILS,0.0
ES110000,OILS,OARA,0.0
ES110000,OILS,FARA,0.0
ES110000,OILS,NOCR,0.0
ES110000,OARA,CERE,0.0
ES110000,OARA,CER2,0.0
ES110000,OARA,OILS,0.0
ES110000,OARA,OARA,75.52248469282362
ES110000,OARA,FARA,5.792791575310034
ES110000,OARA,NOCR,-66.86477270707226
ES110000,FARA,CERE,0.0
ES110000,FARA,CER2,0.0
ES110000,FARA,OILS,0.0
ES110000,FARA,OARA,0.0
ES110000,FARA,FARA,0.8822441592164483
ES110000,FARA,NOCR,-5.910849425315211
ES110000,NOCR,CERE,0.0
ES110000,NOCR,CER2,0.0
ES110000,NOCR,OILS,0.0
ES110000,NOCR,OARA,0.0
ES110000,NOCR,FARA,0.0
ES110000,NOCR,NOCR,74.8233966005131
ES210000,CERE,CERE,22.01395090068401
ES210000,CERE,CER2,0.0
ES210000,CERE,OILS,0.0
ES210000,CERE,OARA,7.435833619394646
ES210000,CERE,FARA,-3.940221635235461
ES210000,CERE,NOCR,61.73643501667609
ES210000,CER2,CERE,0.0
ES210000,CER2,CER2,0.0
ES210000,CER2,OILS,0.0
ES210000,CER2,OARA,0.0
ES210000,CER2,FARA,0.0
ES210000,CER2,NOCR,0.0
ES210000,OILS,CERE,0.0
ES210000,OILS,CER2,0.0
ES210000,OILS,OILS,0.0
ES210000,OILS,OARA,0.0
ES210000,OILS,FARA,0.0
ES210000,OILS,NOCR,0.0
ES210000,OARA,CERE,0.0
ES210000,OARA,CER2,0.0
ES210000,OARA,OILS,0.0
ES210000,OARA,OARA,49.29613122775764
ES210000,OARA,FARA,-57.87292192376571
ES210000,OARA,NOCR,214.4276054975464
ES210000,FARA,CERE,0.0
ES210000,FARA,CER2,0.0
ES210000,FARA,OILS,0.0
ES210000,FARA,OARA,0.0
ES210000,FARA,FARA,107.3796665450639
ES210000,FARA,NOCR,-276.5306944135069
ES210000,NOCR,CERE,0.0
ES210000,NOCR,CER2,0.0
ES210000,NOCR,OILS,0.0
ES210000,NOCR,OARA,0.0
ES210000,NOCR,FARA,0.0
ES210000,NOCR,NOCR,1000.0
ES220000,CERE,CERE,0.9864097272695352
ES220000,CERE,CER2,12.69260933384687
ES220000,CERE,OILS,-9.59805868004086
ES220000,CERE,OARA,2.687848125883559
ES220000,CERE,FARA,5.548264206824018
ES220000,CERE,NOCR,-0.8307741724384544
ES220000,CER2,CERE,0.0
ES220000,CER2,CER2,218.9794942625891
ES220000,CER2,OILS,-156.2398014375545
ES220000,CER2,OARA,40.40458041521669
ES220000,CER2,FARA,87.92247198274647
ES220000,CER2,NOCR,-6.992924442767922
ES220000,OILS,CERE,0.0
ES220000,OILS,CER2,0.0
ES220000,OILS,OILS,156.6823625097311
ES220000,OILS,OARA,-29.94771115327929
ES220000,OILS,FARA,-80.86221264624832
ES220000,OILS,NOCR,5.088988807441832
ES220000,OARA,CERE,0.0
ES220000,OARA,CER2,0.0
ES220000,OARA,OILS,0.0
ES220000,OARA,OARA,26.79597685092918
ES220000,OARA,FARA,19.39433117362555
ES220000,OARA,NOCR,-1.007700214712145
ES220000,FARA,CERE,0.0
ES220000,FARA,CER2,0.0
ES220000,FARA,OILS,0.0
ES220000,FARA,OARA,0.0
ES220000,FARA,FARA,43.10471207984092
ES220000,FARA,NOCR,-3.145456997780787
ES220000,NOCR,CERE,0.0
ES220000,NOCR,CER2,0.0
ES220000,NOCR,OILS,0.0
ES220000,NOCR,OARA,0.0
ES220000,NOCR,FARA,0.0
ES220000,NOCR,NOCR,1.0
ES230000,CERE,CERE,5.606390479058637
ES230000,CERE,CER2,-50.03827027215384
ES230000,CERE,OILS,0.0
ES230000,CERE,OARA,7.088442686342551
ES230000,CERE,FARA,6.247839194171916
ES230000,CERE,NOCR,3.845745050660984
ES230000,CER2,CERE,0.0
ES230000,CER2,CER2,873.924626940141
ES230000,CER2,OILS,0.0
ES230000,CER2,OARA,-31.95568298081497
ES230000,CER2,FARA,-138.9896773050469
ES230000,CER2,NOCR,-13.30904840672904
ES230000,OILS,CERE,0.0
ES230000,OILS,CER2,0.0
ES230000,OILS,OILS,0.0
ES230000,OILS,OARA,0.0
ES230000,OILS,FARA,0.0
ES230000,OILS,NOCR,0.0
ES230000,OARA,CERE,0.0
ES230000,OARA,CER2,0.0
ES230000,OARA,OILS,0.0
ES230000,OARA,OARA,62.75410362015553
ES230000,OARA,FARA,12.69245638260099
ES230000,OARA,NOCR,-10.75650543649464
ES230000,FARA,CERE,0.0
ES230000,FARA,CER2,0.0
ES230000,FARA,OILS,0.0
ES230000,FARA,OARA,0.0
ES230000,FARA,FARA,25.47536265978365
ES230000,FARA,NOCR,-3.436020902504105
ES230000,NOCR,CERE,0.0
ES230000,NOCR,CER2,0.0
ES230000,NOCR,OILS,0.0
ES230000,NOCR,OARA,0.0
ES230000,NOCR,FARA,0.0
ES230000,NOCR,NOCR,9.388653061552295
ES240000,CERE,CERE,2.09357641257373
ES240000,CERE,CER2,-4.198458651188766
ES240000,CERE,OILS,5.573720996914228
ES240000,CERE,OARA,3.145336028038265
ES240000,CERE,FARA,1.717225745451771
ES240000,CERE,NOCR,-3.213756633072303
ES240000,CER2,CERE,0.0
ES240000,CER2,CER2,41.18301220571298
ES240000,CER2,OILS,7.487237545538892
ES240000,CER2,OARA,-16.91177758555135
ES240000,CER2,FARA,-12.66712712337385
ES240000,CER2,NOCR,16.34662448797782
ES240000,OILS,CERE,0.0
ES240000,OILS,CER2,0.0
ES240000,OILS,OILS,58.37048265718266
ES240000,OILS,OARA,-3.279283999425399
ES240000,OILS,FARA,-5.70198823576755
ES240000,OILS,NOCR,-5.292884149551825
ES240000,OARA,CERE,0.0
ES240000,OARA,CER2,0.0
ES240000,OARA,OILS,0.0
ES240000,OARA,OARA,9.280600375415627
ES240000,OARA,FARA,6.495362116990895
ES240000,OARA,NOCR,-7.684683999098563
ES240000,FARA,CERE,0.0
ES240000,FARA,CER2,0.0
ES240000,FARA,OILS,0.0
ES240000,FARA,OARA,0.0
ES240000,FARA,FARA,5.468216224095434
ES240000,FARA,NOCR,-5.249730829845617
ES240000,NOCR,CERE,0.0
ES240000,NOCR,CER2,0.0
ES240000,NOCR,OILS,0.0
ES240000,NOCR,OARA,0.0
ES240000,NOCR,FARA,0.0
ES240000,NOCR,NOCR,8.157644608951395
ES300000,CERE,CERE,6.487954378633281
ES300000,CERE,CER2,-13.32616566312696
ES300000,CERE,OILS,30.52265922410616
ES300000,CERE,OARA,5.208272067189253
ES300000,CERE,FARA,3.647500176110347
ES300000,CERE,NOCR,-3.593527332748928
ES300000,CER2,CERE,0.0
ES300000,CER2,CER2,444.758523256639
ES300000,CER2,OILS,136.27697435084
ES300000,CER2,OARA,-110.4377324920333
ES300000,CER2,FARA,-57.19062371397052
ES300000,CER2,NOCR,11.9342716599002
ES300000,OILS,CERE,0.0
ES300000,OILS,CER2,0.0
ES300000,OILS,OILS,238.5201267744452
ES300000,OILS,OARA,-22.75604702211334
ES300000,OILS,FARA,-5.578600352493062
ES300000,OILS,NOCR,-14.89861335003273
ES300000,OARA,CERE,0.0
ES300000,OARA,CER2,0.0
ES300000,OARA,OILS,0.0
ES300000,OARA,OARA,29.10692940339959
ES300000,OARA,FARA,18.41704068645932
ES300000,OARA,NOCR,-4.591903769715512
ES300000,FARA,CERE,0.0
ES300000,FARA,CER2,0.0
ES300000,FARA,OILS,0.0
ES300000,FARA,OARA,0.0
ES300000,FARA,FARA,19.9237413771078
ES300000,FARA,NOCR,-4.611173519349816
ES300000,NOCR,CERE,0.0
ES300000,NOCR,CER2,0.0
ES300000,NOCR,OILS,0.0
ES300000,NOCR,OARA,0.0
ES300000,NOCR,FARA,0.0
ES300000,NOCR,NOCR,2.391126955225091
ES410000,CERE,CERE,0.3464264871379766
ES410000,CERE,CER2,1.702106782873966
ES410000,CERE,OILS,-0.4570489644749823
ES410000,CERE,OARA,1.212230071230558
ES410000,CERE,FARA,0.6337734572531994
ES410000,CERE,NOCR,0.2752021936167852
ES410000,CER2,CERE,0.0
ES410000,CER2,CER2,22.03444530450078
ES410000,CER2,OILS,-1.013272899422708
ES410000,CER2,OARA,-16.05318525682336
ES410000,CER2,FARA,-12.3639344813358
ES410000,CER2,NOCR,15.05207879046996
ES410000,OILS,CERE,0.0
ES410000,OILS,CER2,0.0
ES410000,OILS,OILS,3.784397255821405
ES410000,OILS,OARA,-3.854827683075834
ES410000,OILS,FARA,-2.298506971940947
ES410000,OILS,NOCR,0.2260649036967763
ES410000,OARA,CERE,0.0
ES410000,OARA,CER2,0.0
ES410000,OARA,OILS,0.0
ES410000,OARA,OARA,40.03522207739477
ES410000,OARA,FARA,27.79191784905931
ES410000,OARA,NOCR,-21.34465763679169
ES410000,FARA,CERE,0.0
ES410000,FARA,CER2,0.0
ES410000,FARA,OILS,0.0
ES410000,FARA,OARA,0.0
ES410000,FARA,FARA,19.94017206180854
ES410000,FARA,NOCR,-15.59019487333343
ES410000,NOCR,CERE,0.0
ES410000,NOCR,CER2,0.0
ES410000,NOCR,OILS,0.0
ES410000,NOCR,OARA,0.0
ES410000,NOCR,FARA,0.0
ES410000,NOCR,NOCR,14.36726218588902
ES420000,CERE,CERE,1.924072484100298
ES420000,CERE,CER2,-5.01673092560497
ES420000,CERE,OILS,-0.4813677236385892
ES420000,CERE,OARA,1.489602872744766
ES420000,CERE,FARA,-1.958692297742744
ES420000,CERE,NOCR,-1.436726146558428
ES420000,CER2,CERE,0.0
ES420000,CER2,CER2,63.30699311178877
ES420000,CER2,OILS,-4.260584206754053
ES420000,CER2,OARA,-6.172703195513871
ES420000,CER2,FARA,-1.712721233116359
ES420000,CER2,NOCR,10.8336812374838
ES420000,OILS,CERE,0.0
ES420000,OILS,CER2,0.0
ES420000,OILS,OILS,4.366052959586204
ES420000,OILS,OARA,-1.192707296089953
ES420000,OILS,FARA,-0.1588211084126546
ES420000,OILS,NOCR,2.103609145154353
ES420000,OARA,CERE,0.0
ES420000,OARA,CER2,0.0
ES420000,OARA,OILS,0.0
ES420000,OARA,OARA,1.628453105632084
ES420000,OARA,FARA,-0.8451467193099074
ES420000,OARA,NOCR,-2.185404957592667
ES420000,FARA,CERE,0.0
ES420000,FARA,CER2,0.0
ES420000,FARA,OILS,0.0
ES420000,FARA,OARA,0.0
ES420000,FARA,FARA,3.503350445283395
ES420000,FARA,NOCR,-0.461431313095473
ES420000,NOCR,CERE,0.0
ES420000,NOCR,CER2,0.0
ES420000,NOCR,OILS,0.0
ES420000,NOCR,OARA,0.0
ES420000,NOCR,FARA,0.0
ES420000,NOCR,NOCR,3.822149951753366
ES430000,CERE,CERE,3.071623068881598
ES430000,CERE,CER2,-6.108316157516743
ES430000,CERE,OILS,-6.814735117519573
ES430000,CERE,OARA,4.481852231886041
ES430000,CERE,FARA,3.600124387691866
ES430000,CERE,NOCR,-3.957910353367293
ES430000,CER2,CERE,0.0
ES430000,CER2,CER2,14.12696460486249
ES430000,CER2,OILS,13.08463218290358
ES430000,CER2,OARA,-9.428252770846733
ES430000,CER2,FARA,-7.986921440188305
ES430000,CER2,NOCR,9.755236386554563
ES430000,OILS,CERE,0.0
ES430000,OILS,CER2,0.0
ES430000,OILS,OILS,15.35971416349364
ES430000,OILS,OARA,-9.75343210720757
ES430000,OILS,FARA,-7.506301264031517
ES430000,OILS,NOCR,8.208310184282391
ES430000,OARA,CERE,0.0
ES430000,OARA,CER2,0.0
ES430000,OARA,OILS,0.0
ES430000,OARA,OARA,6.88275909892328
ES430000,OARA,FARA,5.600692075408785
ES430000,OARA,NOCR,-6.302540422710189
ES430000,FARA,CERE,0.0
ES430000,FARA,CER2,0.0
ES430000,FARA,OILS,0.0
ES430000,FARA,OARA,0.0
ES430000,FARA,FARA,5.194108160279223
ES430000,FARA,NOCR,-5.710492871031026
ES430000,NOCR,CERE,0.0
ES430000,NOCR,CER2,0.0
ES430000,NOCR,OILS,0.0
ES430000,NOCR,OARA,0.0
ES430000,NOCR,FARA,0.0
ES430000,NOCR,NOCR,7.024636873721536
ES510000,CERE,CERE,1.76122060025035
ES510000,CERE,CER2,-7.702943090000553
ES510000,CERE,OILS,-13.57136075325115
ES510000,CERE,OARA,-1.351647421531745
ES510000,CERE,FARA,0.127231287742922
ES510000,CERE,NOCR,0.5523603802890741
ES510000,CER2,CERE,0.0
ES510000,CER2,CER2,52.17797305325591
ES510000,CER2,OILS,90.94220807391324
ES510000,CER2,OARA,6.426920012417176
ES510000,CER2,FARA,0.3353785860711831
ES510000,CER2,NOCR,-0.2851951385932854
ES510000,OILS,CERE,0.0
ES510000,OILS,CER2,0.0
ES510000,OILS,OILS,175.0827373509842
ES510000,OILS,OARA,13.93126589378895
ES510000,OILS,FARA,5.705234059783849
ES510000,OILS,NOCR,-3.160853381986893
ES510000,OARA,CERE,0.0
ES510000,OARA,CER2,0.0
ES510000,OARA,OILS,0.0
ES510000,OARA,OARA,20.34900039397005
ES510000,OARA,FARA,-0.1769948608647568
ES510000,OARA,NOCR,-1.445511207854631
ES510000,FARA,CERE,0.0
ES510000,FARA,CER2,0.0
ES510000,FARA,OILS,0.0
ES510000,FARA,OARA,0.0
ES510000,FARA,FARA,2.34581019425575
ES510000,FARA,NOCR,-0.1801079411431669
ES510000,NOCR,CERE,0.0
ES510000,NOCR,CER2,0.0
ES510000,NOCR,OILS,0.0
ES510000,NOCR,OARA,0.0
ES510000,NOCR,FARA,0.0
ES510000,NOCR,NOCR,1.135363709665002
ES520000,CERE,CERE,14.86101486042539
ES520000,CERE,CER2,21.73804616391904
ES520000,CERE,OILS,15.77451707388452
ES520000,CERE,OARA,-29.14922185535944
ES520000,CERE,FARA,-14.19231540203847
ES520000,CERE,NOCR,-6.474709973889302
ES520000,CER2,CERE,0.0
ES520000,CER2,CER2,568.3323392210217
ES520000,CER2,OILS,-88.18907634956102
ES520000,CER2,OARA,-21.91702257262924
ES520000,CER2,FARA,-41.27693562090292
ES520000,CER2,NOCR,-17.87939517295506
ES520000,OILS,CERE,0.0
ES520000,OILS,CER2,0.0
ES520000,OILS,OILS,93.43351573340325
ES520000,OILS,OARA,-71.60362893683097
ES520000,OILS,FARA,3.739563827339506
ES520000,OILS,NOCR,0.6282208810758583
ES520000,OARA,CERE,0.0
ES520000,OARA,CER2,0.0
ES520000,OARA,OILS,0.0
ES520000,OARA,OARA,83.01151476675908
ES520000,OARA,FARA,18.94801768758941
ES520000,OARA,NOCR,8.206462393613267
ES520000,FARA,CERE,0.0
ES520000,FARA,CER2,0.0
ES520000,FARA,OILS,0.0
ES520000,FARA,OARA,0.0
ES520000,FARA,FARA,26.73877022664327
ES520000,FARA,NOCR,6.808446227689966
ES520000,NOCR,CERE,0.0
ES520000,NOCR,CER2,0.0
ES520000,NOCR,OILS,0.0
ES520000,NOCR,OARA,0.0
ES520000,NOCR,FARA,0.0
ES520000,NOCR,NOCR,3.758374321139303
ES530000,CERE,CERE,2.086112108542706
ES530000,CERE,CER2,5.870858618585695
ES530000,CERE,OILS,-3.505365023157267
ES530000,CERE,OARA,10.08962609027031
ES530000,CERE,FARA,2.918365662437223
ES530000,CERE,NOCR,-3.67982129269781
ES530000,CER2,CERE,0.0
ES530000,CER2,CER2,114.7663501685655
ES530000,CER2,OILS,-85.13816774965677
ES530000,CER2,OARA,42.60523770967873
ES530000,CER2,FARA,7.706467879248982
ES530000,CER2,NOCR,-4.835139146729134
ES530000,OILS,CERE,0.0
ES530000,OILS,CER2,0.0
ES530000,OILS,OILS,217.8623832659016
ES530000,OILS,OARA,-32.47306076439497
ES530000,OILS,FARA,1.66639251509199
ES530000,OILS,NOCR,-6.841086212912429
ES530000,OARA,CERE,0.0
ES530000,OARA,CER2,0.0
ES530000,OARA,OILS,0.0
ES530000,OARA,OARA,51.00735209409395
ES530000,OARA,FARA,14.02199774528999
ES530000,OARA,NOCR,-16.82912746206646
ES530000,FARA,CERE,0.0
ES530000,FARA,CER2,0.0
ES530000,FARA,OILS,0.0
ES530000,FARA,OARA,0.0
ES530000,FARA,FARA,6.340906637385197
ES530000,FARA,NOCR,-6.665336598114958
ES530000,NOCR,CERE,0.0
ES530000,NOCR,CER2,0.0
ES530000,NOCR,OILS,0.0
ES530000,NOCR,OARA,0.0
ES530000,NOCR,FARA,0.0
ES530000,NOCR,NOCR,7.945958293436037
ES610000,CERE,CERE,0.2768654224477381
ES610000,CERE,CER2,0.1474557970589764
ES610000,CERE,OILS,0.2085554111276626
ES610000,CERE,OARA,-4.639361966728584
ES610000,CERE,FARA,-0.4704171900940442
ES610000,CERE,NOCR,1.7785099952722
ES610000,CER2,CERE,0.0
ES610000,CER2,CER2,3.353373525742493
ES610000,CER2,OILS,-2.12812588603799
ES610000,CER2,OARA,-6.546499288644527
ES610000,CER2,FARA,1.807175557195054
ES610000,CER2,NOCR,2.730633076202966
ES610000,OILS,CERE,0.0
ES610000,OILS,CER2,0.0
ES610000,OILS,OILS,3.648083374959362
ES610000,OILS,OARA,-4.274856781271164
ES610000,OILS,FARA,-2.29756937517897
ES610000,OILS,NOCR,1.275056086493549
ES610000,OARA,CERE,0.0
ES610000,OARA,CER2,0.0
ES610000,OARA,OILS,0.0
ES610000,OARA,OARA,90.1247856728514
ES610000,OARA,FARA,7.824227850005562
ES610000,OARA,NOCR,-34.59025258567848
ES610000,FARA,CERE,0.0
ES610000,FARA,CER2,0.0
ES610000,FARA,OILS,0.0
ES610000,FARA,OARA,0.0
ES610000,FARA,FARA,5.078983130616068
ES610000,FARA,NOCR,-3.086222419849586
ES610000,NOCR,CERE,0.0
ES610000,NOCR,CER2,0.0
ES610000,NOCR,OILS,0.0
ES610000,NOCR,OARA,0.0
ES610000,NOCR,FARA,0.0
ES610000,NOCR,NOCR,13.34220131887811
ES620000,CERE,CERE,2.05756680991649
ES620000,CERE,CER2,8.326569053303073
ES620000,CERE,OILS,0.0
ES620000,CERE,OARA,-38.72868219946338
