region,SWHE,DWHE,RYEM,BARL,OATS,CORN,OCER,PULS,SUGB,POTA,TOMA,OVEG,APPL,OFRU,CITR,TAGR,WINE,OLIV,GRAS,TOBA,COTT,OFIB,MAIF,OFOD,SETA,RAPE,SUNF,SOYA,OOIL
DE11,91.1550365678332,0.455961875385846,1.99735933275705,62.9616174933108,7.16335796313224,10.6404516130458,10.9550326511037,3.92144600435135,13.8411217652036,4.38089444346327,0.0107759697495171,3.41205921495353,0.939117607465342,0.684820098265215,0.7011,0.7011,0.7011,0.0,140.739266906888,0.0195359464969145,0.0,1.0,47.9298000741541,5.0,9.9101595417495,20.1399139962946,0.752159222807667,2.31532617404574,0.145880783782286
DE12,39.1799555450255,0.398551018230126,4.04225628106111,21.4153275868148,2.85844171103937,14.5634020343003,4.36859212668221,1.60992321401773,4.29433983588242,0.205110432131072,0.0042993483168628,1.36113959544762,0.374644732239598,0.273253467241081,0.7011,0.7011,0.7011,0.0,59.7864415052719,0.198067527616987,0.0,1.0,13.855971786912,5.0,6.25128311363733,7.1385384724532,0.3,0.924472893954382,0.119347338198528
DE13,26.1138797994657,0.201713554027086,1.08263346353347,17.6715061019887,6.64019139926071,31.2667659014816,10.1566771399427,1.57724842202452,0.154676059087669,0.472912802746881,0.009989419543438,3.1631687742014,0.87061242170603,0.634823283190895,0.7011,0.7011,0.7011,0.0,163.235045000965,0.606230592341931,0.0,1.0,17.0555676146278,5.0,5.63163468853893,6.52274919943154,1.1,2.14586396503908,0.0451085868340234
DE14,62.7172345860827,0.366173838363217,1.48140107420482,40.9202017497824,4.73408357009211,5.72135797540753,7.2314159730176,3.91424364196615,0.743999935222059,1.2,0.0071190218915298,2.25341715842981,0.620271074695738,0.452394044559866,0.7011,0.7011,0.7011,0.0,191.011637274116,1.0,0.0,1.0,53.8703637762063,5.0,7.89524833641793,15.7438952237081,0.1,1.53103759675259,0.110280538097515
DE21,115.399315609157,0.745531384044176,5.98366120275216,42.4029239733533,4.64024630664849,30.7868343387881,11.5102241312767,4.20972378274341,7.23040370063504,13.9870708290892,0.011386990384421,3.59746614336179,0.990816790981021,0.723188965309479,0.7011,0.7011,0.7011,0.0,333.090098729873,1.0,0.0,1.0,121.145783092339,5.0,13.3507174285785,18.3272306739182,0.119534872760894,1.38775963331904,0.134511529198432
DE22,111.462469752292,0.340203514344944,2.3065539866613,38.3681534642283,4.38282296048198,63.2273864769309,10.83047581708,2.38043852599073,17.7942110961363,11.8322023624824,0.0107518654520609,3.39226986619431,0.934674821478332,0.682555947596947,0.7011,0.7011,0.7011,0.0,126.185391867187,1.0,0.0,1.0,69.5027804285067,5.0,11.5246176852712,11.8729275342411,0.4,1.32042947418389,0.0901292419559033
DE23,46.6197311379636,0.257031463494126,5.42998057622183,62.0775163070338,5.39227792251481,6.94325972635219,13.439374741681,3.12387364887866,5.80186988065023,7.44249411776467,0.013245083113407,4.19034411162851,1.15363682801782,0.84132097599021,0.7011,0.7011,0.7011,0.0,122.819680590669,1.0,0.0,1.0,58.4359867671343,5.0,8.17767313911737,16.414434972404,0.0351118338611302,1.59919645776532,0.118788328874789
DE24,34.6238294957982,0.114337808604307,5.07807871336457,60.4487589287691,5.78796444562883,0.701428540086418,14.4302245648453,4.59942630770583,1.32451321090283,1.8,0.0142183493499605,4.49864034758618,1.23848018602927,0.90312768296201,0.7011,0.7011,0.7011,0.0,86.2431105590497,1.0,0.0,1.0,32.6322371162262,5.0,8.60341796575418,18.2110185530375,0.232696743497823,1.71561187809973,0.133605568974343
DE25,36.9133483397458,0.31712813368851,6.81792040264444,49.6029170091576,3.93338274287714,2.9985995051747,9.79624510865716,3.21767000546136,5.44755691746713,3.5,0.009659872300705,3.05551742693059,0.841264709274258,0.613601881091441,0.7011,0.7011,0.7011,0.0,99.8479255142374,0.232558024069966,0.0,1.0,65.567471920746,5.0,7.64233060972481,15.4593852473681,0.160020272034813,1.16792647741595,0.110353640206418
DE26,94.3505616208993,1.92382553505273,8.37558513170812,52.0319113966598,5.17141407424238,4.78948278788191,12.8711757659898,3.56855208059265,22.7081343111733,1.0,0.012700611027295,4.0161915824765,1.10584962612999,0.806626300215392,0.7011,0.7011,0.7011,0.0,59.6525108322675,1.0,0.0,1.0,15.8477834027598,5.0,11.5709859340829,22.7981504497463,1.46910791460725,1.53776772535246,0.194748690907491
