,DCOW,SCOW,COWS,BULL,HEIF,CALV,PIGS,SOWS,HENS,POUL,SHGO
ITC1,160.19009741727,69.8244395201622,151.6158353820961,20.589357985788,46.0439845507205,137.521891894123,1082.22635797153,71.256963505926,4.04411428313781,12.7531603601718,468.5447602438663
ITC2,16.5172102508427,0.426334483399907,101.3466869979482,0.090759618146019,1.88596269844193,7.17553876636902,1.96102340856755,0.557715114454855,1830.988114342892,5638.827324923385,313.19590754681303
ITC3,2.53690426825119,2.0928965771625,65.05129207098908,0.225913284549848,1.28833207176571,5.978783791574,2.33585197228432,0.180283549018309,1175.254427478625,0.0078564784439989,201.03072987160104
ITC4,122.6435911007412,23.64053099523596,146.28412209597715,7.074636170164096,6.582942417856944,115.0334533572532,556.442365617952,36.35460681121017,2642.8539186509497,8139.100836063093,452.067943577336
ITH1,84.96835788805664,16.378329109891542,101.3466869979482,4.9013585841638045,4.56070963265815,79.69599998037803,385.5072543258012,25.186731851949325,1830.988114342892,5638.827324923385,313.19590754681303
ITH2,84.96835788805664,16.378329109891542,101.3466869979482,4.9013585841638045,4.56070963265815,79.69599998037803,385.5072543258012,25.186731851949325,1830.988114342892,5638.827324923385,313.19590754681303
ITH3,160.16704168739,10.1140633571053,136.94684519915862,26.5612128086639,26.8880843255866,122.958815084464,740.805299696449,55.8816551147923,13.2143841597057,41.7689547157429,423.2125660771896
ITH4,41.2220133791059,4.11709805596475,82.10883064701449,1.15500039039132,12.4888817897509,30.7036237644651,207.509005916697,11.7757594637038,1.75320908399287,5.49281589467217,253.7443550830617
ITH5,125.06772133720568,24.10780144514111,149.1755227823468,7.214470949121219,6.71305855043923,117.30716427834967,567.4408103898137,37.073179227549815,2695.0916429157087,8299.975450523192,461.0033601052324
ITI1,14.4398437408739,8.65462657438363,100.65027648066526,1.69655250548907,7.69425564780297,78.8680380048135,127.204221906861,8.59199756295724,0.157353889474149,0.512363092984532,311.04376098488353
ITI2,8.74739222986669,5.28083705840016,89.7625383462282,1.33044688022488,5.08022097369649,36.4938915177642,175.543984870697,6.73569941669999,2.21745177333037,7.03480677947251,277.3969282451405
ITI3,81.95829530766699,15.798115524406668,97.75641083207366,4.727724581648417,4.399143353792631,76.87271430897884,371.850394412801,24.294474534587216,1766.124099724852,5439.067984506422,302.1007268810895
ITI4,72.35477168545862,13.946959701125122,86.30173138658374,4.1737499714065125,3.8836704909538606,67.86509738627188,328.2785505467809,21.44775158596798,1559.1772074330054,4801.741187067306,266.70185168489616
ITF1,17.3417289961917,6.6862347668262,88.68288489300579,1.05487508423914,3.71566135273757,53.4547081537779,95.0321846939719,6.43827894935521,0.694531586177424,2.14998630021329,274.06043000198736
ITF2,16.7151528363508,2.36873062607442,77.75817232523923,0.805991164086143,1.67128966313107,22.5442572191019,20.3593105422867,0.974209121226237,1.4453032037522,4.58468292461949,240.29933362378023
ITF3,76.87444161482587,14.81816215120404,91.69260376602992,4.434464942914807,4.126265530985793,72.10431800386603,348.78460230812925,22.78749401950149,1656.5718391184514,5101.68388256964,283.361490172969
ITF4,113.377293416088,7.50563786300038,167.39405856491965,2.57279037557445,7.12974752409121,167.784558233718,33.3275588993794,4.89659078036727,0.344747404989412,1.13483048664154,517.3048635644674
ITF5,34.7344527030133,11.5254438409332,104.43399349138764,1.15798680370029,5.3951199852344,52.9159628710277,73.680167444173,2.91223652370213,0.199352129105376,0.559646461705997,322.7367399877148
ITF6,32.5912964161293,6.79383518170741,80.76049631159745,1.68522579420069,5.50696434111788,60.7109073480109,60.0550736547752,7.05182304962786,0.335046346204295,0.972606878135268,249.57754106706903
ITG1,113.92870857118392,21.960667834749994,135.88937640593394,6.5719223910829445,6.115167711037256,106.8593366017002,516.9023472011226,33.77129915587827,2455.056405245588,7560.747682458456,419.94462601711496
ITG2,67.88883354308886,13.086114481819894,80.97494802490877,3.916134492014914,3.64395952547192,63.67627445320332,308.01628358003484,20.123936588772764,1462.940445168603,4505.364339796826,250.2402701701612
ES11,345.352769518467,202.660673341198,86.82664410965022,0.483090755913169,5.50147716703756,133.004961963491,1051.30965755081,90.0614899607882,5.13019713370295,16.6811143218912,390.08024630580695
ES12,72.0364169356903,140.847639596454,79.97004456856934,0.718972307379638,3.86883370157376,50.442405224217,12.3695006350314,1.44660100631203,0.232600805102776,0.693282093794722,359.27606096348933
ES13,50.661779121421,88.3199090366515,79.85620064959421,0.401681657971545,3.48569481925731,29.6762616607872,3.58640399537161,0.616269969657777,0.128157811168519,0.368095139264293,358.76460201664634
ES21,19.1977094575746,47.1656945779465,88.44442611613887,0.307566123831059,2.672986057367,22.8450014568299,36.0931744750196,3.51138356934414,0.280315980687977,0.914883434608978,397.3483471293657
ES22,23.7574676485393,28.4638284490273,117.51257342778794,0.302633931802316,1.18240723045975,35.7899687027636,703.596748603248,79.1400323703981,0.642888392941983,2.14304297726343,527.9408648899514
ES23,2.23814760635546,15.5385070759567,89.30324866279334,0.118229292712609,1.56705551998243,20.1112758206241,131.2036266215,14.7894014585905,0.483685250377712,1.57484847476573,401.2067216406377
ES24,15.655362867575,45.7104057106349,259.51988014797195,1.28242401579665,3.4835959640261,222.889584535545,6778.14016542813,519.27820021558,3.44711633622075,10.9691794974242,1165.927576810756
ES30,6.34315460691807,39.3527187772464,98.57653490492515,0.459067328966177,2.49957104182081,30.4359990484388,46.2030915557431,8.52410749155596,1.23790938755181,3.89750209618139,442.86819339839496
ES41,92.7288041318821,538.570106261555,488.7635849908861,4.77976154252053,31.8498420043215,478.782933263992,3959.58839543288,385.479164611017,8.27592651846407,26.6906049482434,2195.835409436995
ES42,25.153175836825,104.995993785495,369.9764432181549,2.6919417198666,5.97816616730909,295.382292646217,1666.87431113222,161.773422472518,11.5486870803144,37.2423625549826,1662.1683767442064
ES43,3.526513492412,430.073467409152,126.102796156069,2.48945009591447,14.6206876852916,210.967588843778,1491.8365882269,175.475706097353,1.20094160023482,3.79372923021248,566.5335829666506
ES51,75.4154657128688,68.768732631073,148.90153887714044,1.14126480729807,3.13247639695417,167.892402589935,7181.56911310978,612.894664820483,11.2414771934426,36.2951650128352,668.959966794951
ES52,7.16017485488897,11.7681286065804,88.01301758107523,0.333111889630035,0.51900700925503,48.2642622514905,1068.80907709841,89.2920246361887,3.54059670947127,11.329228198828,395.4101869097501
ES53,10.3709643471087,3.10329748512337,87.7593653405517,0.0636637152817996,0.264145226324944,11.7357899847887,90.3739483864126,15.3746678842064,0.20747879888358,0.652948808399935,394.2706204843278
ES61,58.8235135399169,207.720032347923,212.8478678916429,2.21820923914504,9.13010789079241,314.859251955739,2533.30020951705,238.706917886545,8.15682905449652,26.3871584182184,956.247354533076
ES62,8.18179619857233,0.909838299375466,89.13947320040806,0.810267205177725,0.533554315732111,37.076959269559,1756.72822822167,146.13571078189,1.15981182710061,3.64112610902727,400.4709385943021
ES63,40.84852754353856,103.93215784912952,144.78118791493543,7.002647795086666,0.8784089232731609,127.0793385263654,1570.1830865532102,129.49948576577245,2921.1619399238466,7421.751366030499,650.4487421048253
ES64,40.84852754353856,103.93215784912952,144.78118791493543,7.002647795086666,0.8784089232731609,127.0793385263654,1570.1830865532102,129.49948576577245,2921.1619399238466,7421.751366030499,650.4487421048253
ES70,6.63684041638033,2.19823426077146,80.01398432677026,0.0933857081797077,0.143532209721808,7.25979786499508,115.976653593319,20.711475323121,1.41048662507897,4.50553948837163,359.4734661710428
PL21,85.2848081356484,3.8853180172587,73.00134926690359,6.61935594689269,1.98574430590081,66.4874598101421,207.13598889998,21.7367824050764,1.47917831412125,4.89244329599454,5.986517163628014
PL22,45.3613590000941,3.53727993680602,71.74806030898787,6.97338273325078,1.05324536623377,43.996043229714,267.081405193187,23.7790844297441,0.0888941614586386,0.272055667035813,5.883740489869336
PL31,121.825669445925,9.88640211325107,105.15971668856012,17.7935089827693,2.87623200061315,170.507385759556,509.915471331011,33.329202124457,1.78916311692692,5.90483324041433,8.623682373001527
PL32,27.8079205918,1.67847951465904,105.15971668856012,1.98154797614634,1.23949199545539,64.9164093629126,170.475624519376,16.2868978355324,5.61815486384054,18.8592464938777,8.623682373001527
PL33,45.1408409637284,4.94367986578117,105.15971668856012,10.1068612024861,1.65468301116475,57.5782869286486,255.95093739871,23.6847025726679,3.91544764190296,13.0876415760185,8.623682373001527
PL34,484.310676860588,18.995372181975,105.15971668856012,25.818645019227,10.6008732864988,141.505689088799,232.970047235649,12.4556264898953,2206.505462995221,4313.80776890985,8.623682373001527
PL41,285.964689368716,18.0612321107044,237.9276760886345,53.107839291224,11.7276219529772,227.191726372924,4221.886671722,285.189646891906,13.0614879076187,43.742141677275,19.511394390795108
PL42,24.1178675587911,18.104211373601,131.9201491263898,3.66222184779029,2.89352227419054,96.1004182751001,350.823809380623,36.5982626368025,4.39600641074568,14.6818570351301,10.818186854137268
PL43,15.0046667029578,16.770680874944,77.08215561447678,3.59610439640629,3.96798541707668,46.2942533813112,157.963979274471,11.2819052347265,3.29076885402211,10.9364319990837,6.321166008978393
PL51,28.3015202413118,15.1219910266629,138.81831655115764,4.30990944781299,2.42192332505051,103.835958477812,287.043341928356,35.1002690043258,5.00969940120668,16.7985429738256,11.383874996899785
PL52,43.0976315873426,4.12245834870345,99.09697850895076,4.32438458504912,1.42959758899521,63.2580212712484,432.093619373223,35.9759174992784,2.61699267110336,8.77523428972366,8.126504080609758
PL61,159.380425049906,11.3157986137339,105.15971668856012,23.2372856244632,3.24814456060623,138.05245579573,1397.90346115669,128.203675650259,2206.505462995221,4313.80776890985,8.623682373001527
PL62,186.876573418322,31.1473043465035,105.15971668856012,13.6813288350084,8.7494925534338,116.920950981738,583.829659765223,50.9474715971455,4.97843890297434,16.6427599446707,8.623682373001527
PL63,63.1292163901907,12.7214732823009,114.9672323634004,13.5415717549728,2.0831848613835,87.3956206372027,815.655834888909,68.7102651321847,4.16603209232633,13.926902695147,9.427953273602546
