region,SWHE,DWHE,RYEM,BARL,OATS,CORN,OCER,POTA,SUGB,SUNF,RAPE,SOYA,OOIL,PULS,TOMA,OVEG,APPL,OFRU,CITR,TAGR,WINE,OLIV,TOBA,COTT,OFIB,GRAS,MAIF,OFOD,SETA,DCOW,BCOW,BULL,HFRS,CALV,SHGP,PIGS,PIGF,LAYS,BROI,OANI
DE27,787.742595813209,648.333639346002,457.532506043905,695.161038139568,549.06625616392,1492.08639463644,675.420973208717,5968.06516331646,1619.71772454106,403.75,1023.53790939389,1027.80127743933,1228.91215749731,731.082583945246,25430.5065331468,5071.90705505204,8014.78637175106,15612.9048732261,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,956.28305460833,1528.52848056841,485.86,485.86,1577.56356474023,343.46,912.513762240206,257.59,171.73,42.93,283.84,118.138631972199,13.25,6.62,5226.91540692085
DE30,364.96,354.85,304.39,330.73,243.49,543.67,355.02,1658.62,777.57,382.43,546.21,570.73,235.92,304.64,32458.51,32458.51,2000.86,2000.86,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,485.86,485.86,485.86,485.86,1087.99,343.46,300.52,257.59,171.73,42.93,283.84,283.84,13.25,6.62,300.0
DE40,856.738039017933,1036.42131247061,458.265874832139,808.531516992706,661.901464765605,1402.37213185512,714.484223358743,6122.94119158488,1836.71064780498,613.768341625738,877.533789303635,794.997390241149,409.610363811812,830.352386579726,37541.3817696572,7103.37225053212,8791.06071204532,17473.4741119011,1018.62,1312.98,1312.98,1018.62,3350.06372915967,1018.62,344.74,552.164284561889,801.472696369119,344.74,344.74,1542.09482359773,164.53,928.823727409756,123.4,82.27,20.57,373.96,116.05937177456,17.45,8.73,5273.64579795498
DE50,281.96,274.15,235.16,255.51,188.11,420.02,274.28,1281.4,600.73,295.45,421.99,440.93,182.26,235.36,32458.51,32458.51,2000.86,2000.86,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,485.86,485.86,485.86,485.86,1087.99,343.46,300.52,257.59,171.73,42.93,283.84,283.84,13.25,6.62,300.0
DE60,399.93,388.85,333.56,362.42,266.82,595.76,389.03,1817.52,852.06,419.07,598.54,625.41,258.52,333.83,32458.51,32458.51,2000.86,2000.86,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,485.86,485.86,485.86,485.86,1087.99,343.46,300.52,257.59,171.73,42.93,283.84,283.84,13.25,6.62,300.0
DE71,913.596495039885,863.838643243063,507.692265617443,690.012340765583,561.583531713601,1332.93065890991,667.588124093753,4978.56160356047,1559.42210126743,350.73,1110.98174953717,1015.4459379766,433.920842248854,690.228586330248,25412.0047618536,5126.31286180765,7342.4353238196,14888.6467432514,1018.62,1312.98,1312.98,1018.62,1018.62,1018.62,427.4,741.272537336331,1077.79455702397,427.4,427.4,1630.59532023743,270.5,953.318984034424,202.87,135.25,33.81,279.37,115.086767323981,13.04,6.52,5200.02112625889
DE72,938.805148975372,995.990818908023,646.867488904676,669.779476981784,593.604175692214,1118.96264001762,672.621943207119,1852.53,1860.95929772288,906.345741964779,1032.79608706392,1031.20548946965,454.982208977895,710.306414402084,29867.0746402154,5941.01538769468,7904.23280799695,15505.8443756947,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,738.843065954786,1036.68103724267,485.86,485.86,1560.45878113755,343.46,946.316921524761,257.59,171.73,42.93,283.84,115.195303896138,13.25,6.62,5291.61768162418
DE73,943.752064638834,894.232787214287,574.915165554151,770.064088601748,563.273038653825,1613.77124085749,650.073156242895,5421.87739441437,1679.70342485573,433.97,1051.58185577685,1029.06364314819,435.698502625322,702.809140122194,37218.1450913926,7151.31195052002,7923.50049171217,15523.4701529924,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,818.303139611487,1180.77436685128,485.86,485.86,1505.47018619423,343.46,938.030803524399,257.59,171.73,42.93,283.84,115.726534946833,13.25,6.62,5239.93061508667
DE80,892.170182805085,1080.26745012352,508.876423828086,853.922224453871,655.530070263958,1404.48846100968,644.461450315925,6677.77560626376,1903.81976416091,556.846600083466,859.443739693585,869.441698032497,366.869592702072,799.034278202098,37710.8505629967,7126.12219424453,8735.74305324305,17443.7798604505,1018.62,1312.98,1312.98,1018.62,1018.62,1018.62,517.93,626.92829228739,928.391499496333,517.93,517.93,1552.29215688472,415.74,919.780740045984,311.81,207.87,51.97,218.42,116.155042183892,10.19,5.1,5279.03961649302
DE91,881.909422670508,889.122755194513,583.209061412297,797.287642414847,519.061217926705,1673.70537688232,594.891011820231,6487.54053928512,1850.39438599357,433.09,1172.80230760392,991.099903919787,458.069345295327,671.720446544112,25492.2419801052,5064.77768837279,7459.03062817075,15012.9150496086,2402.34,1312.98,1312.98,2402.34,2402.34,2402.34,554.67,654.050129145491,1020.80211937373,554.67,554.67,1683.15123388655,379.83,332.35,284.87,189.92,47.48,292.57,115.566530010223,13.65,6.83,5235.75709638467
DE92,913.11923932452,886.537069480794,604.436108415722,791.137923041409,532.834429887444,1230.29284955268,593.430208189276,6167.70142190823,1783.90475759401,373.96,1173.463864933,1021.25125440262,456.442307377563,672.842498169983,29744.4128372054,5813.68040056873,7338.36749635628,14901.8022758165,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,693.878801189378,1096.43607596446,485.86,485.86,1682.83231187691,343.46,921.695237915372,257.59,171.73,42.93,283.84,118.042581775851,13.25,6.62,5245.19902031889
DE93,883.437546147421,923.565625978064,614.962809152538,737.564737248367,559.849268520481,1286.22682601975,613.562079122585,6107.83886760708,1728.30722388641,735.135934041889,1120.73538348305,1004.01013407187,463.288439443214,674.823031061103,25366.9633243999,5036.78746996925,6665.59026932759,14186.3282236343,2000.86,2421.85,2421.85,2000.86,3199.38003544804,2000.86,485.86,660.657604424189,1039.830102809,485.86,485.86,1679.14080755466,343.46,914.740828822321,257.59,171.73,42.93,283.84,118.082125418089,13.25,6.62,5246.36879669163
DE94,1038.91022969256,918.061186562862,630.315650273134,760.327095597008,569.954162163974,1240.26513881903,635.025350335282,5894.37894702199,1615.48131069496,320.98,1124.96134232984,1005.04826387911,460.753527778054,668.737640954822,25197.1047130797,4975.90300429407,6834.89658019024,14418.6540631013,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,733.138322428375,1171.73038671687,485.86,485.86,1562.28204371926,343.46,914.622533031629,257.59,171.73,42.93,283.84,125.935264701028,13.25,6.62,5248.48184466206
DEA1,1020.5563787942,901.881103470781,658.376293407904,838.930103531926,534.114808327494,1381.85315478378,597.80836780323,6294.73353093338,1616.56199932165,633.378322483883,1041.42764358037,1010.43263222469,1202.06530204042,681.623900722649,25387.1621707059,5077.34504120313,7322.58740892308,14867.7415505595,1018.62,1312.98,1312.98,1018.62,1018.62,1018.62,706.88,907.444506560457,1366.74790794718,706.88,706.88,1435.56052351452,530.99,921.357229502159,398.24,265.5,66.37,253.2,116.416269636853,11.82,5.91,5186.49706450866
DEA2,1029.65578404889,903.087481985356,664.447908290126,874.417300133229,563.380474622063,1420.34378706737,595.741846034486,6656.68583902592,1505.95944979174,649.859276712209,1111.82114554262,1015.96017871587,1205.41317067999,709.853768927724,37000.5932652939,7103.41233891817,7356.18662382504,14906.1715855263,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,949.992496776702,1431.52314369198,485.86,485.86,1640.52381830085,343.46,938.395756117978,257.59,171.73,42.93,283.84,115.012886708204,13.25,6.62,5205.6193575703
DEA3,926.006701915459,882.311411323818,608.996461407976,779.627138573266,558.210762556793,1736.10406474307,593.064673211746,5000.98680542308,1431.13033683048,445.41,988.039101978998,1021.70995442427,1261.30611066565,669.637876288766,25346.4346112876,4896.41918177267,7798.39454483208,15397.086773314,2000.86,2421.85,2421.85,2000.86,2000.86,2000.86,485.86,858.040678801978,1294.43583254894,485.86,485.86,1548.34463733701,343.46,914.435691421187,257.59,171.73,42.93,283.84,124.077767624318,13.25,6.62,5238.82452462443
