region,crop,pmp_diagonal
DEA30000,OSET,1.0
DEA30000,VSET,1000.0
DEA30000,FALL,1000.0
DEA40000,SWHE,11.8893055486236
DEA40000,RYEM,28.93440950650255
DEA40000,BARL,6.784161223224366
DEA40000,OATS,34.80636303556756
DEA40000,MAIZ,61.19432913232026
DEA40000,OCER,25.08901887711573
DEA40000,RAPE,0.01546179084636976
DEA40000,PULS,60.25130977474774
DEA40000,POTA,312.2184887930927
DEA40000,SUGB,208.1220355513369
DEA40000,MAIF,0.9035198617234401
DEA40000,OFAR,95.80296060768664
DEA40000,OSET,1.0
DEA40000,VSET,1000.0
DEA40000,FALL,1000.0
DEA50000,SWHE,17.47397624867322
DEA50000,RYEM,80.73679403078303
DEA50000,BARL,9.871437010902579
DEA50000,OATS,108.0968052169496
DEA50000,MAIZ,79.07742336321672
DEA50000,OCER,4.233931465948989
DEA50000,RAPE,0.02514235358744893
DEA50000,POTA,223.8709401525957
DEA50000,SUGB,120.0988349257079
DEA50000,MAIF,0.05415426597973114
DEA50000,OSET,1.0
DEA50000,VSET,1000.0
DEA50000,FALL,1000.0
DEB10000,SWHE,17.46903323492712
DEB10000,RYEM,50.87018636119286
DEB10000,BARL,6.306155233532953
DEB10000,OATS,49.49779291429432
DEB10000,OCER,0.05272247589881671
DEB10000,RAPE,0.01925214033286025
DEB10000,PULS,81.0813125265693
DEB10000,POTA,501.1654944807719
DEB10000,SUGB,113.1922820889798
DEB10000,MAIF,16.89410794381599
DEB10000,OFAR,120.8916963207806
DEB10000,OSET,1.0
DEB10000,VSET,1000.0
DEB10000,FALL,1000.0
DEB20000,SWHE,38.74141898428805
DEB20000,BARL,5.50436904382296
DEB20000,OATS,51.34874433160647
DEB20000,OCER,0.06122114204139407
DEB20000,RAPE,0.06832109087203739
DEB20000,MAIF,65.66839603531857
DEB20000,OFAR,18.3896968461324
DEB20000,OSET,1.0
DEB20000,VSET,424.8641671083118
DEB20000,FALL,115.4972811042906
DEB30000,SWHE,7.877157408543829
DEB30000,DWHE,169.4542029533037
DEB30000,RYEM,23.9566201461264
DEB30000,BARL,6.231648821328964
DEB30000,OATS,60.21800412199782
DEB30000,MAIZ,111.8936087282289
DEB30000,OCER,104.8919615880897
DEB30000,RAPE,0.03622257582077962
DEB30000,PULS,86.7967843219189
DEB30000,POTA,161.4658999725378
DEB30000,SUGB,43.08271001536922
DEB30000,MAIF,40.51829283846113
DEB30000,OFAR,57.77142882854487
DEB30000,OSET,1.0
DEB30000,VSET,1000.0
DEB30000,FALL,1000.0
DEC00000,SWHE,44.28380969605374
DEC00000,RYEM,87.16753061344893
DEC00000,BARL,38.03363718185721
DEC00000,OATS,49.97190338540814
DEC00000,OCER,0.1255812076125783
DEC00000,RAPE,0.1058391993130877
DEC00000,MAIF,162.1825479161635
DEC00000,OFAR,108.5099277562357
DEC00000,OSET,1.0
DEC00000,VSET,619.1088552341351
DEC00000,FALL,13.92563623333266
DED00000,SWHE,0.1144010816811774
DED00000,RYEM,7.485236207137378
DED00000,BARL,2.969520438559558
DED00000,OATS,7.580895856840754
DED00000,MAIZ,16.02256358556213
DED00000,OCER,4.828944352761207
DED00000,RAPE,0.1823633765865286
DED00000,SUNF,13.09831728369947
DED00000,PULS,0.5323162996270824
DED00000,POTA,663.3945118346234
DED00000,SUGB,38.55042181038672
DED00000,MAIF,10.78573505851036
DED00000,OFAR,0.5178202913190155
DED00000,OSET,1.0
DED00000,VSET,369.8983974207154
DED00000,FALL,653.1401192436477
DEE00000,SWHE,1.216226354556341
DEE00000,DWHE,102.0957697968294
DEE00000,RYEM,3.389693334274817
DEE00000,BARL,4.860448078326664
DEE00000,OATS,4.557824261300961
DEE00000,MAIZ,28.96643759680904
DEE00000,OCER,0.8975675921813264
DEE00000,RAPE,0.8357300223680971
DEE00000,SUNF,8.795001630713665
DEE00000,PULS,28.46598692609691
DEE00000,POTA,491.4461738175886
DEE00000,SUGB,0.2448350555484889
DEE00000,MAIF,6.516573302947124
DEE00000,OFAR,24.53996981895466
DEE00000,OSET,1.0
DEE00000,VSET,267.7060753005328
DEE00000,FALL,14.9672994028371
DEF00000,SWHE,3.032962225222764
DEF00000,RYEM,9.145619506621895
DEF00000,BARL,6.195806868746899
DEF00000,OATS,19.08150910472379
DEF00000,OCER,0.04275663011441092
DEF00000,RAPE,0.004071899201952759
DEF00000,PULS,78.06411607902471
DEF00000,POTA,813.5494716662465
DEF00000,SUGB,1.035798313302976
DEF00000,MAIF,7.835361464394146
DEF00000,OFAR,4.183053246687432
DEF00000,OSET,1.0
DEF00000,VSET,508.1190976101295
DEF00000,FALL,483.9651341116291
DEG00000,SWHE,1.884999190601871
DEG00000,RYEM,19.02087824681614
DEG00000,BARL,3.756620405815842
DEG00000,OATS,10.17882115842687
DEG00000,MAIZ,75.6226814530662
DEG00000,OCER,10.25593800642703
DEG00000,RAPE,0.1676215198663227
DEG00000,SUNF,20.97713269424337
DEG00000,PULS,0.5288421696185582
DEG00000,POTA,285.1721225336988
DEG00000,SUGB,68.06962422068852
DEG00000,MAIF,8.384936751584888
DEG00000,OFAR,12.94986970523093
DEG00000,OSET,1.0
DEG00000,VSET,541.2153052888177
DEG00000,FALL,1000.0
EL110000,SWHE,4.640322225750043
EL110000,DWHE,14.25697555023969
EL110000,RYEM,28.93721350073138
EL110000,BARL,17.02526368184911
EL110000,MAIZ,0.01194199460957278
