model_region,activity,nutrient,value
BE35,AGGT,P2O5,39.1628919518286
BE35,AGGT,K2O,96.5832133791609
BE35,CACR,N,77.4777202021689
BE35,CACR,P2O5,47.9933766194822
BE35,CACR,K2O,118.370968428545
BE35,UVAG,N,436.901118819678
BE35,UVAG,P2O5,1179.32816972586
BE35,UVAG,K2O,389.828688853209
BE35,EAAG,N,13.4530677898474
BE35,EAAG,P2O5,16.0265720909187
BE35,EAAG,K2O,13.0649172212475
BE35,UAAR,N,103.184952312272
BE35,UAAR,P2O5,30.9411944025902
BE35,UAAR,K2O,82.6858558648759
CY00,DWHE,N,17.5333291430936
CY00,DWHE,P2O5,4.51999748585617
CY00,DWHE,K2O,27.119984915137
CY00,BARL,N,14.2580004329993
CY00,BARL,P2O5,2.55480025979959
CY00,BARL,K2O,15.3288015587975
CY00,OATS,N,17.5527279308509
CY00,OATS,P2O5,4.53163675851054
CY00,OATS,K2O,27.1898205510632
CY00,OCER,N,11.5585462476001
CY00,OCER,P2O5,0.935127748560036
CY00,OCER,K2O,5.61076649136022
CY00,OOIL,N,104.990682678236
CY00,OOIL,P2O5,50.6616974283928
CY00,OOIL,K2O,50.6616974283928
CY00,NURS,N,140.933411195069
CY00,NURS,P2O5,94.8663073825661
CY00,NURS,K2O,86.2420976205147
CY00,FLOW,N,140.933411195069
CY00,FLOW,P2O5,104.746728956055
CY00,FLOW,K2O,91.653387836548
CY00,OCRO,N,97.9898718853811
CY00,OCRO,P2O5,31.2222126044901
CY00,OCRO,K2O,28.3838296404455
CY00,MAIF,N,154.418068860514
CY00,MAIF,P2O5,86.7375788952034
CY00,MAIF,K2O,190.822673569448
CY00,ROOF,N,54.8213648196142
CY00,ROOF,P2O5,22.4106824098071
CY00,ROOF,K2O,124.503791165595
CY00,OFAR,N,38.3854738100551
CY00,OFAR,P2O5,12.757853531168
CY00,OFAR,K2O,23.409730276643
CY00,GRAE,N,14.25
CY00,GRAE,P2O5,13.2
CY00,GRAE,K2O,13.2
CY00,GRAI,N,29.7477459782134
CY00,GRAI,P2O5,13.2
CY00,GRAI,K2O,27.5505590753332
CY00,OLIV,N,14.25
CY00,OLIV,P2O5,4.91000291981507
CY00,OLIV,K2O,4.91000291981507
CY00,PULS,N,23.6872497413586
CY00,PULS,P2O5,4.00602431454398
CY00,PULS,K2O,4.67369503363464
CY00,POTA,N,37.484382918349
CY00,POTA,P2O5,10.9937531673396
CY00,POTA,K2O,47.116085002884
CY00,TOBA,N,61.882470735247
CY00,TOBA,P2O5,6.91766276469961
CY00,TOBA,K2O,77.8237061028706
CY00,TOMA,N,65.7714730111194
CY00,TOMA,P2O5,19.5200155538918
CY00,TOMA,K2O,16.7314419033358
CY00,OVEG,N,59.9669214834723
CY00,OVEG,P2O5,17.4884225192153
CY00,OVEG,K2O,14.9900764450417
CY00,APPL,N,14.25
CY00,APPL,P2O5,4.91000291981507
CY00,APPL,K2O,6.2534879358535
CY00,OFRU,N,13.75
CY00,OFRU,P2O5,3.75
CY00,OFRU,K2O,3.75
CY00,CITR,N,35.6701810383302
CY00,CITR,P2O5,5.13403620766605
CY00,CITR,K2O,20.5361448306642
CY00,TAGR,N,15.9494670732343
CY00,TAGR,P2O5,4.91000291981507
CY00,TAGR,K2O,9.70702522475069
CY00,TABO,N,43.0826525145097
CY00,TABO,P2O5,7.35170055877994
CY00,TABO,K2O,4.91000291981507
CY00,TWIN,N,14.25
CY00,TWIN,P2O5,4.91000291981507
CY00,TWIN,K2O,4.91000291981507
CY00,FALL,N,10.0
CY00,DCOL,N,168.795095528861
CY00,DCOL,P2O5,65.9237854605077
CY00,DCOL,K2O,145.500447916097
CY00,DCOH,N,277.636711109159
CY00,DCOH,P2O5,80.9359846414748
CY00,DCOH,K2O,163.139781953733
CY00,BULL,N,5.16939773211591
CY00,BULL,P2O5,2.42503835323649
CY00,BULL,K2O,6.66885547140036
CY00,BULH,N,25.7014647672818
CY00,BULH,P2O5,13.8902790896766
CY00,BULH,K2O,38.1982674966106
CY00,HEIL,N,30.5612448833609
CY00,HEIL,P2O5,17.6763070928463
CY00,HEIL,K2O,48.6098445053272
CY00,HEIH,N,73.1217075584251
CY00,HEIH,P2O5,41.2194563118653
CY00,HEIH,K2O,113.35350485763
CY00,SCOW,N,69.2027983524019
CY00,SCOW,P2O5,41.6584654017344
CY00,SCOW,K2O,111.318696847038
CY00,HEIR,N,76.3875593036604
CY00,HEIR,P2O5,44.3968583448569
CY00,HEIR,K2O,122.091360448357
CY00,CAMF,N,16.974622855535
CY00,CAMF,P2O5,9.12898477965426
CY00,CAMF,K2O,25.1047081440492
CY00,CAFF,N,18.1504564436526
CY00,CAFF,P2O5,9.69783423096822
CY00,CAFF,K2O,26.6690441351626
CY00,CAMR,N,24.3042807120892
CY00,CAMR,P2O5,11.4051646154943
CY00,CAMR,K2O,31.3642026926094
CY00,CAFR,N,26.4572827536715
CY00,CAFR,P2O5,11.1703702210132
CY00,CAFR,K2O,30.7185181077864
CY00,PIGF,N,11.5768915458334
CY00,PIGF,P2O5,1.84087752045617
CY00,PIGF,K2O,1.84087752045617
CY00,SOWS,N,53.1928444485162
CY00,SOWS,P2O5,16.6590739181776
CY00,SOWS,K2O,16.6590739181776
CY00,SHGM,N,13.8081498752705
CY00,SHGM,P2O5,4.13929044161217
CY00,SHGM,K2O,11.3830487144335
CY00,SHGF,N,2.41633795720261
CY00,SHGF,P2O5,0.395645842211512
CY00,SHGF,K2O,1.08802606608166
CY00,HENS,N,887.168793993168
CY00,HENS,P2O5,504.0
CY00,HENS,K2O,408.0
CY00,POUF,N,226.496924872117
CY00,POUF,P2O5,43.125243985719
CY00,POUF,K2O,34.910911797963
CY00,GRAS,N,21.9988729890251
CY00,GRAS,P2O5,13.2
CY00,GRAS,K2O,20.375279537591
CY00,DCOW,N,223.21590331902
CY00,DCOW,P2O5,73.4298850509955
CY00,DCOW,K2O,154.320114934924
CY00,BULF,N,59.265752329723
CY00,BULF,P2O5,31.3220779876461
CY00,BULF,K2O,86.1357144660267
CY00,HEIF,N,71.7549717463599
CY00,HEIF,P2O5,40.7594859092836
CY00,HEIF,K2O,112.08858625053
CY00,GROF,N,28.9166086679576
CY00,GROF,P2O5,8.05755280021888
CY00,GROF,K2O,15.6872959970854
CY00,LOSF,N,27.1064121124154
CY00,LOSF,P2O5,7.09898429626093
CY00,LOSF,K2O,10.8912316339237
CY00,INTF,N,1.8101965555422
CY00,INTF,P2O5,0.958568503957953
CY00,INTF,K2O,4.79606436316168
CY00,ARAB,N,29.9569887004788
CY00,ARAB,P2O5,8.85149464095222
CY00,ARAB,K2O,18.0040055145933
CY00,CERE,N,15.0355329247693
CY00,CERE,P2O5,3.02131975486161
CY00,CERE,K2O,18.1279185291696
CY00,PERM,N,25.7699489190821
CY00,PERM,P2O5,6.6050895530485
CY00,PERM,K2O,7.42145341126754
CY00,FODD,N,38.4035646011237
CY00,FODD,P2O5,13.1669072672334
CY00,FODD,K2O,24.2047071289475
CY00,SETF,N,10.0
CY00,OILS,N,104.990682678236
CY00,OILS,P2O5,50.6616974283928
CY00,OILS,K2O,50.6616974283928
CY00,OAR1,N,51.0241990047499
CY00,OAR1,P2O5,15.3506890426375
CY00,OAR1,K2O,40.2378784356597
CY00,RUMI,N,140.345204305596
CY00,RUMI,P2O5,46.8313352541741
CY00,RUMI,K2O,114.821747715079
CY00,CATA,N,161.599009339311
CY00,CATA,P2O5,59.039389726888
CY00,CATA,K2O,134.131004615822
CY00,BEFM,N,66.7762044737417
CY00,BEFM,P2O5,37.0041431906348
CY00,BEFM,K2O,101.59745821637
CY00,PKPL,N,121.387682817469
CY00,PKPL,P2O5,28.6219151617531
CY00,PKPL,K2O,48.6944118241211
CY00,AGGT,N,93.8360274631154
CY00,AGGT,P2O5,26.154831815238
CY00,AGGT,K2O,50.9209928390926
CY00,CACR,N,167.295066289122
CY00,CACR,P2O5,60.3630588521746
CY00,CACR,K2O,136.085312267165
CY00,UVAG,N,69.4914215457882
CY00,UVAG,P2O5,184.916916223495
CY00,UVAG,K2O,203.673754461725
CY00,PRII,N,134.003475925022
CY00,PRII,P2O5,134.003475925022
CY00,PRII,K2O,134.003475925022
CY00,EAAG,N,2.00945624261963
CY00,EAAG,P2O5,1.48997781612446
CY00,EAAG,K2O,3.19509047307877
CY00,UAAR,N,29.8360206360381
CY00,UAAR,P2O5,8.91759449367701
CY00,UAAR,K2O,18.040050281875
CY00,DEMD,N,28.9166086679576
CY00,DEMD,P2O5,8.05755280021888
CY00,DEMD,K2O,15.6872959970854
CY00,FARM,N,1.8101965555422
CY00,FARM,P2O5,0.958568503957953
CY00,FARM,K2O,4.79606436316168
CZ01,SWHE,N,35.3277873943174
CZ01,SWHE,P2O5,15.1966724365905
CZ01,SWHE,K2O,91.1800346195427
CZ01,RYEM,N,32.6723448283077
CZ01,RYEM,P2O5,13.6034068969846
CZ01,RYEM,K2O,81.6204413819077
CZ01,BARL,N,32.876080245886
CZ01,BARL,P2O5,13.7256481475316
CZ01,BARL,K2O,82.3538888851896
CZ01,OATS,N,28.7442584509539
CZ01,OATS,P2O5,11.2465550705723
CZ01,OATS,K2O,67.479330423434
CZ01,CORN,N,99.540299392021
CZ01,CORN,P2O5,42.9707495582584
CZ01,CORN,K2O,26.8567184739115
CZ01,OCER,N,30.8189924394318
CZ01,OCER,P2O5,12.4913954636591
CZ01,OCER,K2O,74.9483727819544
CZ01,RAPE,N,71.158418580208
CZ01,RAPE,P2O5,33.3591374073862
CZ01,RAPE,K2O,18.5328541152146
CZ01,SUNF,N,40.5666426322052
CZ01,SUNF,P2O5,17.4666529326887
CZ01,SUNF,K2O,26.199979399033
CZ01,SOYA,N,85.3786538971387
CZ01,SOYA,P2O5,20.7941114199004
CZ01,SOYA,K2O,31.1911671298505
CZ01,OOIL,N,24.7077069315065
CZ01,OOIL,P2O5,7.84411036347012
CZ01,OOIL,K2O,7.84411036347012
CZ01,NURS,N,53.0409065593206
CZ01,NURS,P2O5,15.2725797468557
CZ01,NURS,K2O,13.8841634062325
CZ01,FLOW,N,140.933411195069
CZ01,FLOW,P2O5,104.746728956055
CZ01,FLOW,K2O,91.653387836548
CZ01,OCRO,N,30.1791718132797
CZ01,OCRO,P2O5,7.16035128858312
CZ01,OCRO,K2O,6.50941026234829
CZ01,MAIF,N,77.4433690730343
CZ01,MAIF,P2O5,40.5065279717924
CZ01,MAIF,K2O,89.1143615379432
CZ01,ROOF,N,62.9251537073305
CZ01,ROOF,P2O5,26.4625768536652
CZ01,ROOF,K2O,147.014315853696
CZ01,OFAR,N,157.031432216851
CZ01,OFAR,P2O5,40.1299126213437
CZ01,OFAR,K2O,85.9926699028793
CZ01,GRAE,N,74.6219030676976
CZ01,GRAE,P2O5,25.1533813107871
CZ01,GRAE,K2O,58.6912230585033
CZ01,GRAI,N,168.913450051625
CZ01,GRAI,P2O5,58.6912230585033
CZ01,GRAI,K2O,136.946187136508
CZ01,PULS,N,28.6001067517762
CZ01,PULS,P2O5,5.4439336834467
CZ01,PULS,K2O,6.35125596402116
CZ01,POTA,N,46.8920364264367
CZ01,POTA,P2O5,14.7568145705747
CZ01,POTA,K2O,63.2434910167486
CZ01,SUGB,N,182.016715002536
CZ01,SUGB,P2O5,95.5648416680754
CZ01,SUGB,K2O,167.642184521358
CZ01,TEXT,N,14.25
CZ01,TEXT,P2O5,7.10044046399012
CZ01,TEXT,K2O,12.441802635203
CZ01,TOMA,N,29.3399113167318
CZ01,TOMA,P2O5,6.76896896085613
CZ01,TOMA,K2O,5.80197339501954
CZ01,OVEG,N,45.9596912766781
CZ01,OVEG,P2O5,12.5858919468373
CZ01,OVEG,K2O,10.7879073830034
CZ01,APPL,N,17.4809386525345
CZ01,APPL,P2O5,4.91000291981507
CZ01,APPL,K2O,10.8813653127774
CZ01,OFRU,N,13.75
CZ01,OFRU,P2O5,3.75
CZ01,OFRU,K2O,3.75
CZ01,TWIN,N,14.4682287225799
CZ01,TWIN,P2O5,4.91000291981507
CZ01,TWIN,K2O,8.13374110228997
CZ01,FALL,N,10.0
CZ01,DCOL,N,94.1388458405193
CZ01,DCOL,P2O5,68.7294392196163
CZ01,DCOL,K2O,148.797091083049
CZ01,DCOH,N,130.861887267849
CZ01,DCOH,P2O5,85.199420786421
CZ01,DCOH,K2O,168.149319424045
CZ01,BULL,N,10.5829547240542
CZ01,BULL,P2O5,6.2396102210506
CZ01,BULL,K2O,17.1589281078891
CZ01,BULH,N,28.1830724568774
CZ01,BULH,P2O5,18.2196461346474
CZ01,BULH,K2O,50.1040268702804
CZ01,HEIL,N,2.14234787575113
CZ01,HEIL,P2O5,1.82768183421661
CZ01,HEIL,K2O,5.02612504409568
CZ01,HEIH,N,20.8241863781395
CZ01,HEIH,P2O5,12.7396404269535
CZ01,HEIH,K2O,35.0340111741221
CZ01,SCOW,N,62.340251298082
CZ01,SCOW,P2O5,42.1784036108087
CZ01,SCOW,K2O,111.9296242427
CZ01,HEIR,N,61.4770602521026
CZ01,HEIR,P2O5,48.8836206220544
CZ01,HEIR,K2O,134.42995671065
CZ01,CAMF,N,6.24256628335118
CZ01,CAMF,P2O5,3.37997212327438
CZ01,CAMF,K2O,9.29492333900454
CZ01,CAFF,N,15.636747446795
CZ01,CAFF,P2O5,8.03808083981682
CZ01,CAFF,K2O,22.1047223094963
CZ01,CAMR,N,20.794425026475
CZ01,CAMR,P2O5,12.6004931506849
CZ01,CAMR,K2O,34.6513561643836
CZ01,CAFR,N,21.3699610946927
CZ01,CAFR,P2O5,11.9411506849315
CZ01,CAFR,K2O,32.8381643835616
CZ01,PIGF,N,6.38422991920361
CZ01,PIGF,P2O5,2.72529463169863
CZ01,PIGF,K2O,2.72529463169863
CZ01,SOWS,N,33.7955906198718
CZ01,SOWS,P2O5,16.7726490338416
CZ01,SOWS,K2O,16.7726490338416
CZ01,SHGM,N,5.73371868284671
CZ01,SHGM,P2O5,4.01653483111313
CZ01,SHGM,K2O,11.0454707855611
CZ01,SHGF,N,1.65912435279316
CZ01,SHGF,P2O5,0.385965752247635
CZ01,SHGF,K2O,1.061405818681
CZ01,HENS,N,690.823212571203
CZ01,HENS,P2O5,504.0
CZ01,HENS,K2O,408.0
CZ01,POUF,N,105.406896188008
CZ01,POUF,P2O5,44.8015264902226
CZ01,POUF,K2O,36.2679023968468
CZ01,GRAS,N,121.767676559661
CZ01,GRAS,P2O5,41.9223021846452
CZ01,GRAS,K2O,97.8187050975055
CZ01,DCOW,N,112.500366554144
CZ01,DCOW,P2O5,76.9644300030007
CZ01,DCOW,K2O,158.473205253526
CZ01,BULF,N,55.4788801006736
CZ01,BULF,P2O5,35.0041582640401
CZ01,BULF,K2O,96.2614352261103
CZ01,HEIF,N,54.0374681638619
CZ01,HEIF,P2O5,34.2751415698406
CZ01,HEIF,K2O,94.2566393170618
CZ01,GROF,N,1.32023515568477
CZ01,GROF,P2O5,0.616684025346978
CZ01,GROF,K2O,1.09874674265943
CZ01,LOSF,N,1.0836849183033
CZ01,LOSF,P2O5,0.277510279574662
CZ01,LOSF,K2O,0.360081249750565
CZ01,INTF,N,0.236550237381465
CZ01,INTF,P2O5,0.339173745772317
CZ01,INTF,K2O,0.738665492908869
CZ01,ARAB,N,48.7166618362282
CZ01,ARAB,P2O5,19.2719090560092
CZ01,ARAB,K2O,55.7227523067711
CZ01,CERE,N,36.7075348435154
CZ01,CERE,P2O5,15.6486132391495
CZ01,CERE,K2O,85.8177385361606
CZ01,PERM,N,71.7935436043421
CZ01,PERM,P2O5,47.5638822116681
CZ01,PERM,K2O,43.2853667479065
CZ01,FODD,N,130.000584804486
CZ01,FODD,P2O5,40.1192450180099
CZ01,FODD,K2O,89.4193633885321
CZ01,SETF,N,10.0
CZ01,OILS,N,65.0240998612781
CZ01,OILS,P2O5,28.6412229125517
CZ01,OILS,K2O,18.0931168150832
CZ01,OAR1,N,94.9548642035929
CZ01,OAR1,P2O5,44.5585606596944
CZ01,OAR1,K2O,76.9876898684005
CZ01,RUMI,N,74.3756164003139
CZ01,RUMI,P2O5,49.2468451049892
CZ01,RUMI,K2O,118.009410871139
CZ01,CATA,N,75.1719981822988
CZ01,CATA,P2O5,49.894484570029
CZ01,CATA,K2O,119.334776923693
CZ01,BEFM,N,64.1617184782618
CZ01,BEFM,P2O5,41.9424874381055
CZ01,BEFM,K2O,113.311057842015
CZ01,PKPL,N,74.063849885261
CZ01,PKPL,P2O5,37.1174859342807
CZ01,PKPL,K2O,31.0311212793415
CZ01,AGGT,N,60.8473261390271
CZ01,AGGT,P2O5,28.5128207591228
CZ01,AGGT,K2O,50.8013304146991
CZ01,CACR,N,77.9027489134381
CZ01,CACR,P2O5,51.8667252910396
CZ01,CACR,K2O,120.828769422397
CZ01,UVAG,N,101.104748134654
CZ01,UVAG,P2O5,435.482394238159
CZ01,UVAG,K2O,227.677303421951
CZ01,EAAG,N,0.133482042894025
CZ01,EAAG,P2O5,0.268555035846527
CZ01,EAAG,K2O,0.250159695512352
CZ01,UAAR,N,49.4100617407572
CZ01,UAAR,P2O5,19.4869064861257
CZ01,UAAR,K2O,56.1223269020955
CZ02,SWHE,N,33.6414690848752
CZ02,SWHE,P2O5,14.1848814509251
CZ02,SWHE,K2O,85.1092887055509
CZ02,RYEM,N,31.0143213201156
CZ02,RYEM,P2O5,12.6085927920694
CZ02,RYEM,K2O,75.6515567524163
CZ02,BARL,N,31.3470291776814
CZ02,BARL,P2O5,12.8082175066088
CZ02,BARL,K2O,76.849305039653
CZ02,OATS,N,28.9124542743707
CZ02,OATS,P2O5,11.3474725646224
CZ02,OATS,K2O,68.0848353877345
CZ02,CORN,N,97.8093344414415
CZ02,CORN,P2O5,42.1400525213876
CZ02,CORN,K2O,26.3375328258673
CZ02,OCER,N,30.5499112881761
CZ02,OCER,P2O5,12.3299467729057
CZ02,OCER,K2O,73.9796806374341
CZ02,RAPE,N,70.4084208871629
CZ02,RAPE,P2O5,32.9500477566343
CZ02,RAPE,K2O,18.3055820870191
CZ02,SUNF,N,48.9389059557523
CZ02,SUNF,P2O5,22.250803403287
CZ02,SUNF,K2O,33.3762051049306
CZ02,SOYA,N,85.8131914855456
CZ02,SOYA,P2O5,20.9139838580816
CZ02,SOYA,K2O,31.3709757871223
CZ02,OOIL,N,21.9364123825252
CZ02,OOIL,P2O5,6.65881813968602
CZ02,OOIL,K2O,6.65881813968602
CZ02,OIND,N,54.5727527676801
CZ02,OIND,P2O5,15.8161380788542
CZ02,OIND,K2O,14.3783073444129
CZ02,NURS,N,53.1719286229641
CZ02,NURS,P2O5,15.3190714468582
CZ02,NURS,K2O,13.9264285880529
CZ02,FLOW,N,140.933411195069
CZ02,FLOW,P2O5,104.746728956055
CZ02,FLOW,K2O,91.653387836548
CZ02,OCRO,N,31.6239133457642
CZ02,OCRO,P2O5,7.6730015097873
CZ02,OCRO,K2O,6.97545591798846
CZ02,MAIF,N,60.5173753581157
CZ02,MAIF,P2O5,30.3407659808503
CZ02,MAIF,K2O,66.7496851578707
CZ02,ROOF,N,49.2047987911717
CZ02,ROOF,P2O5,19.6023993955858
CZ02,ROOF,K2O,108.902218864366
CZ02,OFAR,N,118.691795080749
CZ02,OFAR,P2O5,29.6582774178545
CZ02,OFAR,K2O,63.5534516096882
CZ02,GRAE,N,52.7098011219725
CZ02,GRAE,P2O5,17.7635005337484
CZ02,GRAE,K2O,41.4481679120797
CZ02,GRAI,N,122.244104331024
CZ02,GRAI,P2O5,41.4481679120797
CZ02,GRAI,K2O,96.7123917948525
CZ02,PULS,N,28.1470171815119
CZ02,PULS,P2O5,5.31132210190593
CZ02,PULS,K2O,6.19654245222359
CZ02,POTA,N,47.4804139049066
CZ02,POTA,P2O5,14.9921655619627
CZ02,POTA,K2O,64.2521381226971
CZ02,SUGB,N,178.919609940393
CZ02,SUGB,P2O5,93.8442277446629
CZ02,SUGB,K2O,167.642184521358
CZ02,TEXT,N,14.25
CZ02,TEXT,P2O5,7.10044046399012
CZ02,TEXT,K2O,12.330205893831
CZ02,TOMA,N,29.471787887689
CZ02,TOMA,P2O5,6.81512576069114
CZ02,TOMA,K2O,5.84153636630669
CZ02,OVEG,N,45.7914614153032
CZ02,OVEG,P2O5,12.5270114953561
CZ02,OVEG,K2O,10.737438424591
CZ02,APPL,N,17.5030787238451
CZ02,APPL,P2O5,4.91000291981507
CZ02,APPL,K2O,10.9135690528657
CZ02,OFRU,N,13.75
CZ02,OFRU,P2O5,3.75
CZ02,OFRU,K2O,3.75
CZ02,TWIN,N,14.25
CZ02,TWIN,P2O5,4.91000291981507
CZ02,TWIN,K2O,7.962222262624
CZ02,FALL,N,10.0
CZ02,DCOL,N,111.002977226794
CZ02,DCOL,P2O5,69.3658980577243
CZ02,DCOL,K2O,149.544930217826
CZ02,DCOH,N,174.677687933473
CZ02,DCOH,P2O5,86.2637152425324
CZ02,DCOH,K2O,169.399865409976
CZ02,BULL,N,10.7319380543974
CZ02,BULL,P2O5,6.17069352133024
CZ02,BULL,K2O,16.9694071836582
CZ02,BULH,N,37.3760999086322
CZ02,BULH,P2O5,22.7226878687607
CZ02,BULH,K2O,62.4873916390918
CZ02,HEIL,N,2.69772862973065
CZ02,HEIL,P2O5,2.24173782222842
CZ02,HEIL,K2O,6.16477901112815
CZ02,HEIH,N,21.0899972129093
CZ02,HEIH,P2O5,12.7423620385892
CZ02,HEIH,K2O,35.0414956061204
CZ02,SCOW,N,64.659219315948
CZ02,SCOW,P2O5,42.185900995537
CZ02,SCOW,K2O,111.938433669756
CZ02,HEIR,N,63.1303341567751
CZ02,HEIR,P2O5,48.8189660742058
CZ02,HEIR,K2O,134.252156704066
CZ02,CAMF,N,5.91678660121176
CZ02,CAMF,P2O5,3.38824008177481
CZ02,CAMF,K2O,9.31766022488072
CZ02,CAFF,N,15.4765730254981
CZ02,CAFF,P2O5,8.12294584950265
CZ02,CAFF,K2O,22.3381010861323
CZ02,CAMR,N,23.3909489096077
CZ02,CAMR,P2O5,12.6004931506849
CZ02,CAMR,K2O,34.6513561643836
CZ02,CAFR,N,24.0717384426993
CZ02,CAFR,P2O5,11.9411506849315
CZ02,CAFR,K2O,32.8381643835616
CZ02,PIGF,N,8.98793799758844
CZ02,PIGF,P2O5,2.72733226461485
CZ02,PIGF,K2O,2.72733226461485
CZ02,SOWS,N,41.2128898968052
CZ02,SOWS,P2O5,16.7701476588952
CZ02,SOWS,K2O,16.7701476588952
CZ02,SHGM,N,5.92989576430628
CZ02,SHGM,P2O5,4.01653483111313
CZ02,SHGM,K2O,11.0454707855611
CZ02,SHGF,N,1.57284859474404
CZ02,SHGF,P2O5,0.386481662785065
CZ02,SHGF,K2O,1.06282457265893
CZ02,HENS,N,968.802499994039
CZ02,HENS,P2O5,504.0
CZ02,HENS,K2O,408.0
CZ02,POUF,N,157.237514933404
CZ02,POUF,P2O5,44.8909726622359
CZ02,POUF,K2O,36.3403112027624
CZ02,GRAS,N,87.4769527264528
CZ02,GRAS,P2O5,29.6058342228986
CZ02,GRAS,K2O,69.0802798534301
CZ02,DCOW,N,142.840332580328
CZ02,DCOW,P2O5,77.8148066501858
CZ02,DCOW,K2O,159.472397813978
CZ02,BULF,N,57.8593913219847
CZ02,BULF,P2O5,34.7499821495389
CZ02,BULF,K2O,95.562450911232
CZ02,HEIF,N,54.3266851404788
CZ02,HEIF,P2O5,34.2208616593756
CZ02,HEIF,K2O,94.1073695632828
CZ02,GROF,N,57.0380499942954
CZ02,GROF,P2O5,23.7352935237675
CZ02,GROF,K2O,54.6437404626289
CZ02,LOSF,N,42.5836008165649
CZ02,LOSF,P2O5,9.75409846356987
CZ02,LOSF,K2O,12.9113286809268
CZ02,INTF,N,14.4544491777305
CZ02,INTF,P2O5,13.9811950601976
CZ02,INTF,K2O,41.7324117817021
CZ02,ARAB,N,50.3413856460168
CZ02,ARAB,P2O5,20.3399968451578
CZ02,ARAB,K2O,57.6054039713066
CZ02,CERE,N,35.7644131355839
CZ02,CERE,P2O5,14.9859186075779
CZ02,CERE,K2O,79.7619857852194
CZ02,PERM,N,29.5377044273319
CZ02,PERM,P2O5,9.46713907458101
CZ02,PERM,K2O,10.4369912816804
CZ02,FODD,N,89.9411742766253
CZ02,FODD,P2O5,29.7984694696556
CZ02,FODD,K2O,66.8630543325258
CZ02,SETF,N,10.0
CZ02,OILS,N,65.1054037804858
CZ02,OILS,P2O5,29.5295158333754
CZ02,OILS,K2O,18.1194765943144
CZ02,OAR1,N,107.610538733228
CZ02,OAR1,P2O5,51.3892272174065
CZ02,OAR1,K2O,95.1929526007268
CZ02,RUMI,N,94.5489446624085
CZ02,RUMI,P2O5,54.407912837607
CZ02,RUMI,K2O,127.194193628539
CZ02,CATA,N,95.8657350804909
CZ02,CATA,P2O5,55.1805421062835
CZ02,CATA,K2O,128.720611644151
CZ02,BEFM,N,70.6861448240019
CZ02,BEFM,P2O5,44.8897898840396
CZ02,BEFM,K2O,120.569824634577
CZ02,PKPL,N,89.0344314618767
CZ02,PKPL,P2O5,30.6313275542382
CZ02,PKPL,K2O,28.2139364397509
CZ02,AGGT,N,65.1516580241226
CZ02,AGGT,P2O5,27.1714200823732
CZ02,AGGT,K2O,62.5544413636754
CZ02,CACR,N,102.172279975935
CZ02,CACR,P2O5,57.7579903584746
CZ02,CACR,K2O,130.762078708765
CZ02,UVAG,N,143.000097471712
CZ02,UVAG,P2O5,466.402383172337
CZ02,UVAG,K2O,258.644109771273
CZ02,EAAG,N,8.15644670878063
CZ02,EAAG,P2O5,11.0701974647801
CZ02,EAAG,K2O,14.1332816065292
CZ02,UAAR,N,53.7631460990958
CZ02,UAAR,P2O5,21.1937733832982
CZ02,UAAR,K2O,58.6627266294578
CZ03,SWHE,N,31.4883907293989
CZ03,SWHE,P2O5,12.8930344376393
CZ03,SWHE,K2O,77.358206625836
CZ03,RYEM,N,30.5625115510959
CZ03,RYEM,P2O5,12.3375069306575
CZ03,RYEM,K2O,74.0250415839452
CZ03,BARL,N,29.7026673792483
CZ03,BARL,P2O5,11.821600427549
CZ03,BARL,K2O,70.9296025652938
CZ03,OATS,N,28.0336676689433
CZ03,OATS,P2O5,10.820200601366
CZ03,OATS,K2O,64.9212036081958
CZ03,CORN,N,90.3315955223003
CZ03,CORN,P2O5,38.5514555595922
CZ03,CORN,K2O,24.0946597247451
CZ03,OCER,N,29.6354783412206
CZ03,OCER,P2O5,11.7812870047324
CZ03,OCER,K2O,70.6877220283942
CZ03,RAPE,N,69.1384407009228
CZ03,RAPE,P2O5,32.2573312914125
CZ03,RAPE,K2O,17.9207396063403
CZ03,SUNF,N,48.4274710024073
CZ03,SUNF,P2O5,21.9585548585184
CZ03,SUNF,K2O,32.9378322877776
CZ03,SOYA,N,89.2463906505393
CZ03,SOYA,P2O5,21.8610732829074
CZ03,SOYA,K2O,32.7916099243611
CZ03,OOIL,N,22.0147159066463
CZ03,OOIL,P2O5,6.65881813968602
CZ03,OOIL,K2O,6.65881813968602
CZ03,OIND,N,52.950216106208
CZ03,OIND,P2O5,15.2403992634931
CZ03,OIND,K2O,13.8549084213574
CZ03,NURS,N,52.7400720597082
CZ03,NURS,P2O5,15.1658320211868
CZ03,NURS,K2O,13.7871200192607
CZ03,FLOW,N,140.933411195069
CZ03,FLOW,P2O5,104.746728956055
CZ03,FLOW,K2O,91.653387836548
CZ03,OCRO,N,31.6954674005116
CZ03,OCRO,P2O5,7.69839165824607
CZ03,OCRO,K2O,6.99853787113279
CZ03,MAIF,N,57.4153864988499
CZ03,MAIF,P2O5,28.4777096089189
CZ03,MAIF,K2O,62.6509611396215
CZ03,ROOF,N,47.4556525415695
CZ03,ROOF,P2O5,18.7278262707847
CZ03,ROOF,K2O,104.043479282137
CZ03,OFAR,N,113.722462593676
