model_region,activity,item,value
DEA4,PKPL,ENNE,179.744440730643
DEA4,PKPL,CRPR,4.45002906314046
DEA4,PKPL,DRMN,20.2215382597331
DEA4,PKPL,DRMX,-25.3736092715242
DEA5,DCOL,ENNE,118.05237449442
DEA5,DCOL,CRPR,2.44343022598726
DEA5,DCOL,DRMN,16.5276864565504
DEA5,DCOL,DRMX,-19.8332237478605
DEA5,DCOL,DAYS,365.0
DEA5,DCOH,ENNE,156.36234766497
DEA5,DCOH,CRPR,3.38685683619259
DEA5,DCOH,DRMN,20.0319349610835
DEA5,DCOH,DRMX,-24.0383219533003
DEA5,DCOH,DAYS,365.0
DEA5,BULL,ENNE,49.8343584899717
DEA5,BULL,CRPR,1.02621236643769
DEA5,BULL,DRMN,7.12302376669681
DEA5,BULL,DRMX,-10.6845356500452
DEA5,BULL,DAYS,232.088224077245
DEA5,BULH,ENNE,57.2920589705943
DEA5,BULH,CRPR,1.15299064653773
DEA5,BULH,DRMN,8.0459314822576
DEA5,BULH,DRMX,-12.0688972233864
DEA5,BULH,DAYS,373.984356648371
DEA5,HEIL,ENNE,39.1512446937406
DEA5,HEIL,CRPR,0.80486193009265
DEA5,HEIL,DRMN,6.79452967646619
DEA5,HEIL,DRMX,-10.1917945146993
DEA5,HEIL,DAYS,111.621914842879
DEA5,HEIH,ENNE,48.4531150345513
DEA5,HEIH,CRPR,0.999169878967257
DEA5,HEIH,DRMN,7.82151767960835
DEA5,HEIH,DRMX,-11.7322765194125
DEA5,HEIH,DAYS,251.030605913651
DEA5,SCOW,ENNE,59.7353520916909
DEA5,SCOW,CRPR,1.22870570126512
DEA5,SCOW,DRMN,10.7253438300095
DEA5,SCOW,DRMX,-12.8704125960114
DEA5,SCOW,DAYS,365.0
DEA5,HEIR,ENNE,37.5326095438594
DEA5,HEIR,CRPR,0.773919636119393
DEA5,HEIR,DRMN,8.26887046510058
DEA5,HEIR,DRMX,-12.4033056976509
DEA5,HEIR,DAYS,715.017506912018
DEA5,CAMF,ENNE,18.8605277154642
DEA5,CAMF,CRPR,0.386495646398144
DEA5,CAMF,DRMN,2.13255760960636
DEA5,CAMF,DRMX,-3.19883641440954
DEA5,CAMF,DAYS,103.54892102601
DEA5,CAFF,ENNE,22.8810465441894
DEA5,CAFF,CRPR,0.465589664347442
DEA5,CAFF,DRMN,2.76856607938511
DEA5,CAFF,DRMX,-4.15284911907767
DEA5,CAFF,DAYS,159.366502126702
DEA5,CAMR,ENNE,25.229810082124
DEA5,CAMR,CRPR,0.514843268275048
DEA5,CAMR,DRMN,3.26593367647059
DEA5,CAMR,DRMX,-4.89890051470588
DEA5,CAMR,DAYS,340.0
DEA5,CAFR,ENNE,24.0636820796152
DEA5,CAFR,CRPR,0.489641609537345
DEA5,CAFR,DRMN,3.19026756555736
DEA5,CAFR,DRMX,-4.78540134833605
DEA5,CAFR,DAYS,343.417317895804
DEA5,PIGF,ENNE,17.3220997721348
DEA5,PIGF,CRPR,0.409344416905871
DEA5,PIGF,DRMN,2.0814898457955
DEA5,PIGF,DRMX,-2.4977878149546
DEA5,PIGF,DAYS,115.56626158225
DEA5,SOWS,ENNE,33.821919687463
DEA5,SOWS,CRPR,0.832652528285281
DEA5,SOWS,DRMN,4.00167845704007
DEA5,SOWS,DRMX,-4.80201414844808
DEA5,SOWS,DAYS,365.0
DEA5,SHGM,ENNE,5.75597626488227
DEA5,SHGM,CRPR,0.120719537749399
DEA5,SHGM,DRMN,1.78704310198245
DEA5,SHGM,DRMX,-2.68056465297367
DEA5,SHGM,DAYS,365.0
DEA5,SHGF,ENNE,3.26898301089676
DEA5,SHGF,CRPR,0.0691648951290828
DEA5,SHGF,DRMN,0.443405224214845
DEA5,SHGF,DRMX,-0.665107836322268
DEA5,SHGF,DAYS,230.985754726305
DEA5,HENS,ENNE,853.875520800721
DEA5,HENS,CRPR,17.7497083967444
DEA5,HENS,DRMN,85.1308579514201
DEA5,HENS,DRMX,-159.620358658913
DEA5,HENS,DAYS,365.0
DEA5,POUF,ENNE,927.20084474385
DEA5,POUF,CRPR,21.8689128351425
DEA5,POUF,DRMN,76.5405678067979
DEA5,POUF,DRMX,-114.810851710197
DEA5,POUF,DAYS,66.3197963129298
DEA5,DCOW,ENNE,137.207361079697
DEA5,DCOW,CRPR,2.91514353108995
DEA5,DCOW,DRMN,18.2798107088171
DEA5,DCOW,DRMX,-21.9357728505805
DEA5,DCOW,DAYS,365.0
DEA5,BULF,ENNE,72.8892266882425
DEA5,BULF,CRPR,1.48273811612282
DEA5,BULF,DRMN,10.321015525156
DEA5,BULF,DRMX,-15.481523287734
DEA5,BULF,DAYS,303.036290362807
DEA5,HEIF,ENNE,114.624359572079
DEA5,HEIF,CRPR,2.36045319436733
DEA5,HEIF,DRMN,19.1241060703075
DEA5,HEIF,DRMX,-28.6861591054612
DEA5,HEIF,DAYS,181.326260378265
DEA5,CATA,ENNE,90.4890148890366
DEA5,CATA,CRPR,1.89303919424859
DEA5,CATA,DRMN,13.0061841660607
DEA5,CATA,DRMX,-16.9738664970253
DEA5,BEFM,ENNE,76.79218264619
DEA5,BEFM,CRPR,1.57028110639381
DEA5,BEFM,DRMN,12.0864268649129
DEA5,BEFM,DRMX,-16.7314470258685
DEA5,PKPL,ENNE,169.336508132368
DEA5,PKPL,CRPR,3.99972753058659
DEA5,PKPL,DRMN,19.2222109231441
DEA5,PKPL,DRMX,-24.1145481850453
DEB1,DCOL,ENNE,122.321162151635
DEB1,DCOL,CRPR,2.51916197053503
DEB1,DCOL,DRMN,15.929412127688
DEB1,DCOL,DRMX,-19.1152945532256
DEB1,DCOL,DAYS,365.0
DEB1,DCOH,ENNE,164.527733680305
DEB1,DCOH,CRPR,3.45196242515485
DEB1,DCOH,DRMN,19.0343938305231
DEB1,DCOH,DRMX,-22.8412725966277
DEB1,DCOH,DAYS,365.0
DEB1,BULL,ENNE,49.9381403479901
DEB1,BULL,CRPR,1.04946881138236
DEB1,BULL,DRMN,7.12211835584169
DEB1,BULL,DRMX,-10.6831775337625
DEB1,BULL,DAYS,231.864097940494
DEB1,BULH,ENNE,52.0838625755409
DEB1,BULH,CRPR,1.11611111326323
DEB1,BULH,DRMN,8.04507242758815
DEB1,BULH,DRMX,-12.0676086413822
DEB1,BULH,DAYS,505.806876020703
DEB1,HEIL,ENNE,39.6299506482767
DEB1,HEIL,CRPR,0.837769962296697
DEB1,HEIL,DRMN,6.79406586718961
DEB1,HEIL,DRMX,-10.1910988007844
DEB1,HEIL,DAYS,112.95181537116
DEB1,HEIH,ENNE,42.9579853243637
DEB1,HEIH,CRPR,0.938632672814205
DEB1,HEIH,DRMN,7.82097904112985
DEB1,HEIH,DRMX,-11.7314685616948
DEB1,HEIH,DAYS,371.03679026428
DEB1,SCOW,ENNE,66.005113230482
DEB1,SCOW,CRPR,1.38689257671352
DEB1,SCOW,DRMN,10.7254006474316
DEB1,SCOW,DRMX,-12.8704807769179
DEB1,SCOW,DAYS,365.0
DEB1,HEIR,ENNE,39.6252478683669
DEB1,HEIR,CRPR,0.836158629464833
DEB1,HEIR,DRMN,8.21798952102159
DEB1,HEIR,DRMX,-12.3269842815324
DEB1,HEIR,DAYS,715.017506912018
DEB1,CAMF,ENNE,16.6112888964952
DEB1,CAMF,CRPR,0.352014876436867
DEB1,CAMF,DRMN,2.1327131125645
DEB1,CAMF,DRMX,-3.19906966884676
DEB1,CAMF,DAYS,131.32098596587
DEB1,CAFF,ENNE,20.4529174710008
DEB1,CAFF,CRPR,0.431064680424
DEB1,CAFF,DRMN,2.76855486913185
DEB1,CAFF,DRMX,-4.15283230369778
DEB1,CAFF,DAYS,195.212497437829
DEB1,CAMR,ENNE,26.308693563988
DEB1,CAMR,CRPR,0.551621070769231
DEB1,CAMR,DRMN,3.26593367647059
DEB1,CAMR,DRMX,-4.89890051470588
DEB1,CAMR,DAYS,340.0
DEB1,CAFR,ENNE,25.3590910128075
DEB1,CAFR,CRPR,0.530244487464234
DEB1,CAFR,DRMN,3.17671455882353
DEB1,CAFR,DRMX,-4.76507183823529
DEB1,CAFR,DAYS,340.0
DEB1,PIGF,ENNE,17.3418056403717
DEB1,PIGF,CRPR,0.386469053781176
DEB1,PIGF,DRMN,2.0814898457955
DEB1,PIGF,DRMX,-2.4977878149546
DEB1,PIGF,DAYS,115.56626158225
DEB1,SHGM,ENNE,5.84509115130744
DEB1,SHGM,CRPR,0.125600315623436
DEB1,SHGM,DRMN,1.78703991431504
DEB1,SHGM,DRMX,-2.68055987147257
DEB1,SHGM,DAYS,365.0
DEB1,SHGF,ENNE,3.29500238678317
DEB1,SHGF,CRPR,0.0719923146098417
DEB1,SHGF,DRMN,0.443239616154229
DEB1,SHGF,DRMX,-0.664859424231344
DEB1,SHGF,DAYS,230.985754726305
DEB1,HENS,ENNE,862.584975255005
DEB1,HENS,CRPR,17.3560570469108
DEB1,HENS,DRMN,85.1234686466049
DEB1,HENS,DRMX,-159.606503712384
DEB1,HENS,DAYS,365.0
DEB1,POUF,ENNE,928.997678372792
DEB1,POUF,CRPR,21.4975593420485
DEB1,POUF,DRMN,76.5510038921092
DEB1,POUF,DRMX,-114.826505838164
DEB1,POUF,DAYS,66.3197963129298
DEB1,DCOW,ENNE,143.424447916628
DEB1,DCOW,CRPR,2.98556219785865
DEB1,DCOW,DRMN,17.4819029791861
DEB1,DCOW,DRMX,-20.9782835750233
DEB1,DCOW,DAYS,365.0
DEB1,BULF,ENNE,55.7362318047147
DEB1,BULF,CRPR,1.18309052177847
DEB1,BULF,DRMN,8.2860759160477
DEB1,BULF,DRMX,-12.4291138740716
DEB1,BULF,DAYS,368.835486980764
DEB1,HEIF,ENNE,80.1940442305546
DEB1,HEIF,CRPR,1.72491187500502
DEB1,HEIF,DRMN,14.1914136006214
DEB1,HEIF,DRMX,-21.2871204009321
DEB1,HEIF,DAYS,241.994302817968
DEB1,CATA,ENNE,88.0142954793682
DEB1,CATA,CRPR,1.84225800986404
DEB1,CATA,DRMN,12.0464466931383
DEB1,CATA,DRMX,-15.7177657366842
DEB1,BEFM,ENNE,74.4616059352064
DEB1,BEFM,CRPR,1.57332252975371
DEB1,BEFM,DRMN,12.0304742487868
DEB1,BEFM,DRMX,-15.7191821923432
DEB1,PKPL,ENNE,236.669241167135
DEB1,PKPL,CRPR,5.35251979610679
DEB1,PKPL,DRMN,24.840068678548
DEB1,PKPL,DRMX,-33.9810385237016
DEB2,DCOL,ENNE,97.718715415197
DEB2,DCOL,CRPR,2.09669915895604
DEB2,DCOL,DRMN,15.7724495185557
DEB2,DCOL,DRMX,-18.9269394222668
DEB2,DCOL,DAYS,365.0
DEB2,DCOH,ENNE,128.322433933395
DEB2,DCOH,CRPR,2.83141085741134
DEB2,DCOH,DRMN,18.7729390491509
DEB2,DCOH,DRMX,-22.527526858981
DEB2,DCOH,DAYS,365.0
DEB2,BULL,ENNE,46.4691278129903
DEB2,BULL,CRPR,1.00030873081906
DEB2,BULL,DRMN,7.12336322266334
DEB2,BULL,DRMX,-10.685044833995
DEB2,BULL,DAYS,232.172268989586
DEB2,BULH,ENNE,52.5026469314912
DEB2,BULH,CRPR,1.13279379567706
DEB2,BULH,DRMN,8.04625349046478
DEB2,BULH,DRMX,-12.0693802356972
DEB2,BULH,DAYS,395.680666034044
DEB2,HEIL,ENNE,36.9844590275614
DEB2,HEIL,CRPR,0.799534128567723
DEB2,HEIL,DRMN,6.79199939880453
DEB2,HEIL,DRMX,-10.1879990982068
DEB2,HEIL,DAYS,112.479999981661
DEB2,HEIH,ENNE,45.2886271409887
DEB2,HEIH,CRPR,0.994321830950812
DEB2,HEIH,DRMN,7.8185788140847
DEB2,HEIH,DRMX,-11.7278682211271
DEB2,HEIH,DAYS,264.943923705739
DEB2,SCOW,ENNE,55.6140795507335
DEB2,SCOW,CRPR,1.20616833663037
DEB2,SCOW,DRMN,10.7254751634557
DEB2,SCOW,DRMX,-12.8705701961468
DEB2,SCOW,DAYS,365.0
DEB2,HEIR,ENNE,34.6057974672607
DEB2,HEIR,CRPR,0.751567789513956
DEB2,HEIR,DRMN,8.3060159260383
DEB2,HEIR,DRMX,-12.4590238890575
DEB2,HEIR,DAYS,715.017506912018
DEB2,CAMF,ENNE,17.2567383428436
DEB2,CAMF,CRPR,0.366968457281537
DEB2,CAMF,DRMN,2.13271531373278
DEB2,CAMF,DRMX,-3.19907297059917
DEB2,CAMF,DAYS,109.540694822292
DEB2,CAFF,ENNE,21.0635331514335
DEB2,CAFF,CRPR,0.446490668948059
DEB2,CAFF,DRMN,2.7685630551575
DEB2,CAFF,DRMX,-4.15284458273625
DEB2,CAFF,DAYS,168.572250823526
DEB2,CAMR,ENNE,24.5244709035018
DEB2,CAMR,CRPR,0.520378281391877
DEB2,CAMR,DRMN,3.26593367647059
DEB2,CAMR,DRMX,-4.89890051470588
DEB2,CAMR,DAYS,340.0
DEB2,CAFR,ENNE,23.4721412985894
DEB2,CAFR,CRPR,0.496644355452214
DEB2,CAFR,DRMN,3.17671455882353
DEB2,CAFR,DRMX,-4.76507183823529
DEB2,CAFR,DAYS,340.0
DEB2,PIGF,ENNE,17.2486471868367
DEB2,PIGF,CRPR,0.391048195101059
DEB2,PIGF,DRMN,2.0814898457955
DEB2,PIGF,DRMX,-2.4977878149546
DEB2,PIGF,DAYS,115.56626158225
DEB2,SOWS,ENNE,34.0196229799515
DEB2,SOWS,CRPR,0.811748758767974
DEB2,SOWS,DRMN,4.00446550010729
DEB2,SOWS,DRMX,-4.80535860012875
DEB2,SOWS,DAYS,365.0
DEB2,SHGM,ENNE,5.49077292979086
DEB2,SHGM,CRPR,0.121045330674724
DEB2,SHGM,DRMN,1.78705704124619
DEB2,SHGM,DRMX,-2.68058556186929
DEB2,SHGM,DAYS,365.0
DEB2,SHGF,ENNE,3.11330127173511
DEB2,SHGF,CRPR,0.0690681586081589
DEB2,SHGF,DRMN,0.443312788125745
DEB2,SHGF,DRMX,-0.664969182188618
DEB2,SHGF,DAYS,230.985754726305
DEB2,HENS,ENNE,867.365556773673
DEB2,HENS,CRPR,17.2643902630756
DEB2,HENS,DRMN,85.1916019487116
DEB2,HENS,DRMX,-159.734253653834
DEB2,HENS,DAYS,365.0
DEB2,POUF,ENNE,931.338394865236
DEB2,POUF,CRPR,21.3780023989411
DEB2,POUF,DRMN,76.5469190017838
DEB2,POUF,DRMX,-114.820378502676
DEB2,POUF,DAYS,66.3197963129298
DEB2,DCOW,ENNE,113.020574674296
DEB2,DCOW,CRPR,2.46405500818369
DEB2,DCOW,DRMN,17.2726942838533
DEB2,DCOW,DRMX,-20.7272331406239
DEB2,DCOW,DAYS,365.0
DEB2,BULF,ENNE,64.7162604915779
DEB2,BULF,CRPR,1.39480593448349
DEB2,BULF,DRMN,9.91920039120984
DEB2,BULF,DRMX,-14.8788005868148
DEB2,BULF,DAYS,313.926467511815
DEB2,HEIF,ENNE,103.304409483582
DEB2,HEIF,CRPR,2.2524161816055
DEB2,HEIF,DRMN,18.34545444672
DEB2,HEIF,DRMX,-27.51818167008
DEB2,HEIF,DAYS,188.7119618437
DEB2,CATA,ENNE,82.4681891729597
DEB2,CATA,CRPR,1.79132982932028
DEB2,CATA,DRMN,13.1874149546135
DEB2,CATA,DRMX,-16.861648811377
DEB2,BEFM,ENNE,71.1419374646193
DEB2,BEFM,CRPR,1.54005332927475
DEB2,BEFM,DRMN,12.2823337216404
DEB2,BEFM,DRMX,-16.8405406286984
DEB2,PKPL,ENNE,170.904898211078
DEB2,PKPL,CRPR,3.88179822517436
DEB2,PKPL,DRMN,19.9022722501909
DEB2,PKPL,DRMX,-25.3829429817865
DEB3,DCOL,ENNE,115.852581712693
DEB3,DCOL,CRPR,2.40496894945655
DEB3,DCOL,DRMN,15.9316698290748
DEB3,DCOL,DRMX,-19.1180037948898
DEB3,DCOL,DAYS,365.0
DEB3,DCOH,ENNE,152.300834360714
DEB3,DCOH,CRPR,3.19867200339779
DEB3,DCOH,DRMN,19.0379952842691
DEB3,DCOH,DRMX,-22.8455943411229
DEB3,DCOH,DAYS,365.0
DEB3,BULL,ENNE,50.1665932104595
DEB3,BULL,CRPR,1.06118858182751
DEB3,BULL,DRMN,7.12209795995906
DEB3,BULL,DRMX,-10.6831469399386
DEB3,BULL,DAYS,231.859049828788
DEB3,BULH,ENNE,54.7483237684767
DEB3,BULH,CRPR,1.14601537287195
DEB3,BULH,DRMN,8.04505307292118
DEB3,BULH,DRMX,-12.0675796093818
DEB3,BULH,DAYS,427.737603007956
DEB3,HEIL,ENNE,39.5337088519379
DEB3,HEIL,CRPR,0.842201123679159
DEB3,HEIL,DRMN,6.79231679568782
DEB3,HEIL,DRMX,-10.1884751935317
DEB3,HEIL,DAYS,112.552457692052
DEB3,HEIH,ENNE,46.6390131646191
DEB3,HEIH,CRPR,1.00785612796399
DEB3,HEIH,DRMN,7.81894751273905
DEB3,HEIH,DRMX,-11.7284212691086
DEB3,HEIH,DAYS,286.740670174262
DEB3,SCOW,ENNE,64.3094089427387
DEB3,SCOW,CRPR,1.35678163035782
DEB3,SCOW,DRMN,10.7253598395833
DEB3,SCOW,DRMX,-12.8704318075
DEB3,SCOW,DAYS,365.0
DEB3,HEIR,ENNE,38.5241281557926
DEB3,HEIR,CRPR,0.819068318342034
DEB3,HEIR,DRMN,8.20000955145898
DEB3,HEIR,DRMX,-12.3000143271885
DEB3,HEIR,DAYS,715.017506912018
DEB3,CAMF,ENNE,17.2781814991391
DEB3,CAMF,CRPR,0.370070267693622
DEB3,CAMF,DRMN,2.13275502210875
DEB3,CAMF,DRMX,-3.19913253316312
DEB3,CAMF,DAYS,118.522432003615
DEB3,CAFF,ENNE,20.8676996425197
DEB3,CAFF,CRPR,0.445057572063299
DEB3,CAFF,DRMN,2.76855871305817
DEB3,CAFF,DRMX,-4.15283806958725
DEB3,CAFF,DAYS,182.389885764975
DEB3,CAMR,ENNE,27.3230549257067
DEB3,CAMR,CRPR,0.578445997407451
DEB3,CAMR,DRMN,3.26593367647059
DEB3,CAMR,DRMX,-4.89890051470588
DEB3,CAMR,DAYS,340.0
DEB3,CAFR,ENNE,26.6461398082334
DEB3,CAFR,CRPR,0.561731260578686
DEB3,CAFR,DRMN,3.17671455882353
DEB3,CAFR,DRMX,-4.76507183823529
DEB3,CAFR,DAYS,340.0
DEB3,PIGF,ENNE,17.3764493647145
DEB3,PIGF,CRPR,0.384743925907517
DEB3,PIGF,DRMN,2.0814898457955
DEB3,PIGF,DRMX,-2.4977878149546
DEB3,PIGF,DAYS,115.56626158225
DEB3,SOWS,ENNE,33.9257919594278
DEB3,SOWS,CRPR,0.814816171055951
DEB3,SOWS,DRMN,4.0021062076523
DEB3,SOWS,DRMX,-4.80252744918275
DEB3,SOWS,DAYS,365.0
DEB3,SHGM,ENNE,5.93899096701624
DEB3,SHGM,CRPR,0.128093735764446
DEB3,SHGM,DRMN,1.78705798291693
DEB3,SHGM,DRMX,-2.68058697437539
DEB3,SHGM,DAYS,365.0
DEB3,SHGF,ENNE,3.32328202085335
DEB3,SHGF,CRPR,0.0730209671687363
DEB3,SHGF,DRMN,0.443317425137991
DEB3,SHGF,DRMX,-0.664976137706986
DEB3,SHGF,DAYS,230.985754726305
DEB3,HENS,ENNE,852.601872493335
DEB3,HENS,CRPR,17.6078996552522
DEB3,HENS,DRMN,85.1193648547207
DEB3,HENS,DRMX,-159.598809102601
DEB3,HENS,DAYS,365.0
DEB3,POUF,ENNE,924.414604200405
DEB3,POUF,CRPR,21.7193667573154
DEB3,POUF,DRMN,76.5476428496378
DEB3,POUF,DRMX,-114.821464274457
DEB3,POUF,DAYS,66.3197963129298
DEB3,DCOW,ENNE,134.076708036704
DEB3,DCOW,CRPR,2.80182047642717
DEB3,DCOW,DRMN,17.484832556672
DEB3,DCOW,DRMX,-20.9817990680064
DEB3,DCOW,DAYS,365.0
DEB3,BULF,ENNE,64.9007077979887
DEB3,BULF,CRPR,1.36538352256691
DEB3,BULF,DRMN,9.38244880382982
DEB3,BULF,DRMX,-14.0736732057447
DEB3,BULF,DAYS,329.798326418372
DEB3,HEIF,ENNE,102.060871620052
DEB3,HEIF,CRPR,2.19116271635725
DEB3,HEIF,DRMN,17.3052253183145
DEB3,HEIF,DRMX,-25.9578379774718
DEB3,HEIF,DAYS,199.646563933157
DEB3,CATA,ENNE,81.7244294563325
DEB3,CATA,CRPR,1.72099848310394
DEB3,CATA,DRMN,11.1434862420191
DEB3,CATA,DRMX,-15.0987692774685
DEB3,BEFM,ENNE,76.682953696801
DEB3,BEFM,CRPR,1.61974328548957
DEB3,BEFM,DRMN,12.2929638642826
DEB3,BEFM,DRMX,-16.221347161347
DEB3,PKPL,ENNE,230.738547470653
DEB3,PKPL,CRPR,5.32128529152705
DEB3,PKPL,DRMN,22.3605156446413
DEB3,PKPL,DRMX,-32.038711739423
EE00,DCOL,ENNE,134.455761393933
EE00,DCOL,CRPR,2.97733693609571
EE00,DCOL,DRMN,16.9488030289192
EE00,DCOL,DRMX,-20.3385636347031
EE00,DCOL,DAYS,365.0
EE00,DCOH,ENNE,183.308097651503
EE00,DCOH,CRPR,4.12901815530769
EE00,DCOH,DRMN,20.7018663872787
EE00,DCOH,DRMX,-24.8422396647345
EE00,DCOH,DAYS,365.0
EE00,BULL,ENNE,45.9213287015502
EE00,BULL,CRPR,1.00321459288188
EE00,BULL,DRMN,6.4172935544082
EE00,BULL,DRMX,-9.62594033161229
EE00,BULL,DAYS,72.7639366618375
EE00,BULH,ENNE,51.8836419283155
EE00,BULH,CRPR,1.14255877121812
EE00,BULH,DRMN,7.30984840141876
EE00,BULH,DRMX,-10.9647726021281
EE00,BULH,DAYS,272.27849462082
EE00,HEIL,ENNE,41.7894247210094
EE00,HEIL,CRPR,0.909448471567927
EE00,HEIL,DRMN,6.82006796776928
EE00,HEIL,DRMX,-10.2301019516539
EE00,HEIL,DAYS,105.741537687053
EE00,HEIH,ENNE,51.7069385216405
EE00,HEIH,CRPR,1.13173958394847
EE00,HEIH,DRMN,7.85112995872119
EE00,HEIH,DRMX,-11.7766949380818
EE00,HEIH,DAYS,227.695503003339
EE00,SCOW,ENNE,62.6144182123465
EE00,SCOW,CRPR,1.37261135024198
EE00,SCOW,DRMN,10.7926554856891
EE00,SCOW,DRMX,-12.9511865828269
EE00,SCOW,DAYS,365.0
EE00,HEIR,ENNE,40.7102261281215
EE00,HEIR,CRPR,0.894121670909219
EE00,HEIR,DRMN,8.27470991204727
EE00,HEIR,DRMX,-12.4120648680709
EE00,HEIR,DAYS,549.379059240119
EE00,CAMF,ENNE,17.8773993303203
EE00,CAMF,CRPR,0.38652014682167
EE00,CAMF,DRMN,1.73079460667633
EE00,CAMF,DRMX,-2.59619191001449
EE00,CAMF,DAYS,74.4032422019172
EE00,CAFF,ENNE,20.8255261602662
EE00,CAFF,CRPR,0.449276405750717
EE00,CAFF,DRMN,1.82378587633165
EE00,CAFF,DRMX,-2.73567881449747
EE00,CAFF,DAYS,71.0203623274124
EE00,CAMR,ENNE,26.2385918370013
EE00,CAMR,CRPR,0.557750480510666
EE00,CAMR,DRMN,3.3120097029913
EE00,CAMR,DRMX,-4.96801455448694
EE00,CAMR,DAYS,351.115337639467
EE00,CAFR,ENNE,25.1323854805402
EE00,CAFR,CRPR,0.533765025319453
EE00,CAFR,DRMN,3.26519089905523
EE00,CAFR,DRMX,-4.89778634858284
EE00,CAFR,DAYS,363.621311898329
EE00,PIGF,ENNE,21.0597712109006
EE00,PIGF,CRPR,0.488026891204998
EE00,PIGF,DRMN,2.4090846765859
EE00,PIGF,DRMX,-2.89090161190308
EE00,PIGF,DAYS,104.230458331524
EE00,SOWS,ENNE,34.0652652276747
EE00,SOWS,CRPR,0.795064840024849
EE00,SOWS,DRMN,3.93704542683796
EE00,SOWS,DRMX,-4.72445451220555
EE00,SOWS,DAYS,365.0
EE00,SHGM,ENNE,6.015663885017
EE00,SHGM,CRPR,0.131987798078035
EE00,SHGM,DRMN,1.80105834558119
EE00,SHGM,DRMX,-2.70158751837179
EE00,SHGM,DAYS,365.0
EE00,SHGF,ENNE,3.11091546192603
EE00,SHGF,CRPR,0.0694013921866932
EE00,SHGF,DRMN,0.384891285240078
EE00,SHGF,DRMX,-0.577336927860117
EE00,SHGF,DAYS,208.81716802558
EE00,HENS,ENNE,725.23173639292
EE00,HENS,CRPR,16.1310687779434
EE00,HENS,DRMN,73.1375645122251
EE00,HENS,DRMX,-137.132933460422
EE00,HENS,DAYS,365.0
EE00,POUF,ENNE,828.856616857911
EE00,POUF,CRPR,19.6182781934955
EE00,POUF,DRMN,65.0138774976905
EE00,POUF,DRMX,-97.5208162465358
EE00,POUF,DAYS,42.8374356870651
EE00,DCOW,ENNE,158.88192952273
EE00,DCOW,CRPR,3.55317754570197
EE00,DCOW,DRMN,18.8253347081004
EE00,DCOW,DRMX,-22.5904016497205
EE00,DCOW,DAYS,365.0
EE00,BULF,ENNE,110.449723977944
EE00,BULF,CRPR,2.42319050103267
EE00,BULF,DRMN,15.5018607976982
EE00,BULF,DRMX,-23.2527911965474
EE00,BULF,DAYS,172.521215641326
EE00,HEIF,ENNE,133.214048220442
EE00,HEIF,CRPR,2.90829412635926
EE00,HEIF,DRMN,20.9035902600713
EE00,HEIF,DRMX,-31.355385390107
EE00,HEIF,DAYS,166.718520345197
EE00,FEDM,ENNE,9427.67618876898
EE00,FEDM,CRPR,211.680971903887
EE00,RUMI,ENNE,6149068.26851372
EE00,RUMI,CRPR,128499.7979252
EE00,NRUM,ENNE,2275562.09147569
EE00,NRUM,CRPR,47236.1900542727
EE00,CATA,ENNE,109.610124856101
EE00,CATA,CRPR,2.429106239887
EE00,CATA,DRMN,14.3508709519482
EE00,CATA,DRMX,-18.3970959932253
EE00,BEFM,ENNE,90.4761382905198
EE00,BEFM,CRPR,1.98322093186559
EE00,BEFM,DRMN,14.4889993136591
EE00,BEFM,DRMX,-19.052289020743
EE00,PKPL,ENNE,246.032326514696
EE00,PKPL,CRPR,5.74295533637704
EE00,PKPL,DRMN,24.9411271128444
EE00,PKPL,DRMX,-33.0494969786518
EE00,AGGR,ENNE,8424630.35998941
EE00,AGGR,CRPR,175735.987979472
EE00,CONC,ENNE,4329.39695643709
EE00,CONC,CRPR,93.7447389412487
EL30,DCOL,ENNE,93.5170138836153
EL30,DCOL,CRPR,1.98766605051052
EL30,DCOL,DRMN,15.4558944582836
EL30,DCOL,DRMX,-18.5470733499403
EL30,DCOL,DAYS,365.0
EL30,DCOH,ENNE,125.763027409195
EL30,DCOH,CRPR,2.7364514331647
EL30,DCOH,DRMN,18.3195805353127
EL30,DCOH,DRMX,-21.9834966423753
EL30,DCOH,DAYS,365.0
EL30,BULL,ENNE,42.59699679776
EL30,BULL,CRPR,0.984050421644067
EL30,BULL,DRMN,6.44542035473478
EL30,BULL,DRMX,-9.66813053210217
EL30,BULL,DAYS,78.616964402084
EL30,BULH,ENNE,48.6519402319463
EL30,BULH,CRPR,1.03684492223167
EL30,BULH,DRMN,7.34133362814427
EL30,BULH,DRMX,-11.0120004422164
EL30,BULH,DAYS,288.034633624014
EL30,HEIL,ENNE,42.3051571805118
EL30,HEIL,CRPR,0.992032770593877
EL30,HEIL,DRMN,7.86369200423875
EL30,HEIL,DRMX,-11.7955380063581
EL30,HEIL,DAYS,383.033957778459
EL30,HEIH,ENNE,46.7737961326216
EL30,HEIH,CRPR,1.04528180684703
EL30,HEIH,DRMN,8.905887414
EL30,HEIH,DRMX,-13.358831121
EL30,HEIH,DAYS,730.0
EL30,SCOW,ENNE,52.4793111669903
EL30,SCOW,CRPR,1.18188922436457
EL30,SCOW,DRMN,10.6104516723647
EL30,SCOW,DRMX,-12.7325420068376
EL30,SCOW,DAYS,365.0
EL30,HEIR,ENNE,34.1146094333221
