model_region,group1,group2,value
NL41,CERE,OARA,67.6810232905047
NL41,CER2,CER2,31.6684811586649
NL41,CER2,FARA,26.4326480800323
NL41,CER2,OARA,-16.7193388210939
NL41,OILS,OILS,757.470937328034
NL41,FARA,FARA,68.2610783007772
NL41,OARA,FARA,-60.364034502145
NL41,OARA,OARA,55.6953354971338
NL42,CERE,CERE,76.2389362167679
NL42,CERE,CER2,52.9052213964317
NL42,CERE,FARA,8.0813630290073
NL42,CERE,OARA,39.5542009153887
NL42,CER2,CER2,50.4732930837648
NL42,CER2,FARA,-7.49606027951575
NL42,CER2,OARA,48.1474276385864
NL42,OILS,OILS,2927.99371552946
NL42,FARA,FARA,24.9269015382701
NL42,OARA,FARA,-27.692964313879
NL42,OARA,OARA,64.4441737117633
PL71,CERE,CERE,6.15001804579079
PL71,CERE,CER2,-0.797644777865875
PL71,CERE,OILS,25.2075956387289
PL71,CERE,FARA,0.677183589160934
PL71,CERE,OARA,8.99185883591617
PL71,CER2,CER2,14.7706778583548
PL71,CER2,OILS,-17.8525005149136
PL71,CER2,FARA,-9.75166696865231
PL71,CER2,OARA,15.5148960120563
PL71,OILS,OILS,222.797191729786
PL71,OILS,FARA,-17.5279436955143
PL71,OILS,OARA,15.5783304357768
PL71,FARA,FARA,23.2535345942069
PL71,OARA,FARA,-5.89965910003501
PL71,OARA,OARA,33.2498755405472
PL21,CERE,CERE,10.1702783204687
PL21,CERE,CER2,-0.0937168852495117
PL21,CERE,OILS,-6.63787695701556
PL21,CERE,FARA,-9.34464642534468
PL21,CERE,OARA,11.3555247537195
PL21,CER2,CER2,9.44199843615845
PL21,CER2,OILS,16.9506726212884
PL21,CER2,FARA,-5.36669757516274
PL21,CER2,OARA,8.16120086101891
PL21,OILS,OILS,194.496606239068
PL21,OILS,FARA,-1.17203223439503
PL21,OILS,OARA,50.547135207971
PL21,FARA,FARA,13.3106252268009
PL21,OARA,FARA,-9.10339349373588
PL21,OARA,OARA,50.7829507250347
PL22,CERE,CERE,8.61081145183593
PL22,CERE,CER2,-11.1122130918533
PL22,CERE,OILS,24.8809938546675
PL22,CERE,FARA,-1.66849602005451
PL22,CERE,OARA,18.615850955449
PL22,CER2,CER2,22.54459844531
PL22,CER2,OILS,-41.9061261885444
PL22,CER2,FARA,-11.3988630842251
PL22,CER2,OARA,-0.717814022855209
PL22,OILS,OILS,125.491615153384
PL22,OILS,FARA,-7.62462839860177
PL22,OILS,OARA,24.3296052102496
PL22,FARA,FARA,45.3082553276316
PL22,OARA,FARA,-31.9678106241577
PL22,OARA,OARA,112.824067297319
PL31,CERE,CERE,2.03570299685127
PL31,CERE,CER2,-4.41823948318379
PL31,CERE,OILS,10.8988389385675
PL31,CERE,FARA,-0.566408718959121
PL31,CERE,OARA,1.02233468287335
PL31,CER2,CER2,19.7111874569035
PL31,CER2,OILS,-23.7689642285369
PL31,CER2,FARA,-11.2388135023949
PL31,CER2,OARA,10.3582443745856
PL31,OILS,OILS,93.0306333940654
PL31,OILS,FARA,-6.55117469939727
PL31,OILS,OARA,18.7305335931156
PL31,FARA,FARA,21.2886147332608
PL31,OARA,FARA,-10.7121128116949
PL31,OARA,OARA,29.1105554052581
PL32,CERE,CERE,3.63882265061662
PL32,CERE,CER2,-8.82859377276378
PL32,CERE,OILS,16.1336023206194
PL32,CERE,FARA,-4.58117035884642
PL32,CERE,OARA,3.77048613339339
PL32,CER2,CER2,78.9095930902847
PL32,CER2,OILS,-88.6430713570061
PL32,CER2,FARA,-9.20747506176156
PL32,CER2,OARA,-17.5564613485844
PL32,OILS,OILS,173.374330884817
PL32,OILS,FARA,-14.3511211816172
PL32,OILS,OARA,50.0945767101564
PL32,FARA,FARA,20.1358443413162
PL32,OARA,FARA,-5.34664750083069
PL32,OARA,OARA,56.9459578322736
PL33,CERE,CERE,9.44746627548067
PL33,CERE,CER2,-16.8229570429969
PL33,CERE,OILS,-35.2431524439775
PL33,CERE,FARA,4.72624254751142
PL33,CERE,OARA,-20.989133884572
PL33,CER2,CER2,35.1572254137776
PL33,CER2,OILS,72.8649580529526
PL33,CER2,FARA,-18.3939806829014
PL33,CER2,OARA,46.2608895306622
PL33,OILS,OILS,264.374447276396
PL33,OILS,FARA,-71.3487691948058
PL33,OILS,OARA,112.626114987655
PL33,FARA,FARA,36.823613622406
PL33,OARA,FARA,-36.0914807238461
PL33,OARA,OARA,66.698581486575
PL34,CERE,CERE,7.95173952149924
PL34,CERE,CER2,-0.00672020947485476
PL34,CERE,OILS,37.0110579420038
PL34,CERE,FARA,-5.1813514446364
PL34,CERE,OARA,-2.69940445742739
PL34,CER2,CER2,28.5687982059648
PL34,CER2,OILS,6.62477601037639
PL34,CER2,FARA,-15.7587688145305
PL34,CER2,OARA,40.7621156513383
PL34,OILS,OILS,180.21014988322
PL34,OILS,FARA,-29.0864025710569
PL34,OILS,OARA,-1.35919027077798
PL34,FARA,FARA,13.0513139020019
PL34,OARA,FARA,-21.8739612332462
PL34,OARA,OARA,60.4141226729364
PL41,CERE,CERE,0.940394132014721
PL41,CERE,CER2,-0.610826289232739
PL41,CERE,OILS,-1.953331774948
PL41,CERE,FARA,-1.48066923877477
PL41,CERE,OARA,-1.94511290764921
PL41,CER2,CER2,8.23838836488027
PL41,CER2,OILS,-10.3063202668075
PL41,CER2,FARA,4.57737039696343
PL41,CER2,OARA,-9.51189235797445
PL41,OILS,OILS,26.481837991133
PL41,OILS,FARA,-8.54534961334979
PL41,OILS,OARA,26.6505788850233
PL41,FARA,FARA,14.5624966941162
PL41,OARA,FARA,-14.4651143809277
PL41,OARA,OARA,34.1282206382891
PL42,CERE,CERE,4.33112761316169
PL42,CERE,CER2,10.1963790263401
PL42,CERE,OILS,1.10447519182615
PL42,CERE,FARA,-9.48778055199482
PL42,CERE,OARA,11.7526734695289
PL42,CER2,CER2,30.5974519466144
PL42,CER2,OILS,10.1464011177833
PL42,CER2,FARA,-16.8288805732658
PL42,CER2,OARA,33.9460431224961
PL42,OILS,OILS,21.5760092731228
PL42,OILS,FARA,13.3426508927428
PL42,OILS,OARA,7.10424166330117
PL42,FARA,FARA,41.4910441675277
PL42,OARA,FARA,-28.2036757376886
PL42,OARA,OARA,42.08837232332
PL43,CERE,CERE,0.753089407962104
PL43,CERE,CER2,-0.0464820070592995
PL43,CERE,OILS,-2.41168217957104
PL43,CERE,FARA,-1.64796274085541
PL43,CERE,OARA,-1.0461770037032
PL43,CER2,CER2,8.98583964005246
PL43,CER2,OILS,7.40807601815147
PL43,CER2,FARA,-12.6767656627085
PL43,CER2,OARA,19.136249040573
PL43,OILS,OILS,35.4530425550423
PL43,OILS,FARA,-1.68451670576308
PL43,OILS,OARA,15.7753617216691
PL43,FARA,FARA,88.2220706855176
PL43,OARA,FARA,-73.1517532696555
PL43,OARA,OARA,77.0876558598899
PL51,CERE,CERE,1.40025547449778
PL51,CERE,CER2,1.77404448791041
PL51,CERE,OILS,3.95097061682254
PL51,CERE,FARA,1.61765154447229
PL51,CERE,OARA,6.98101301572579
PL51,CER2,CER2,2.62698583588705
PL51,CER2,OILS,6.62067226631109
PL51,CER2,FARA,-1.86140534461474
PL51,CER2,OARA,8.41510073986904
PL51,OILS,OILS,20.7855234346239
PL51,OILS,FARA,-2.05390863239343
PL51,OILS,OARA,13.5254454980222
PL51,FARA,FARA,78.6107348221518
PL51,OARA,FARA,-3.28303177519051
PL51,OARA,OARA,42.1219504870934
PL52,CERE,CERE,15.5532011592565
PL52,CERE,CER2,13.3942888660021
PL52,CERE,OILS,-1.23540379555563
PL52,CERE,FARA,-2.03239146200411
PL52,CERE,OARA,5.53049259591341
PL52,CER2,CER2,37.1225490667434
PL52,CER2,OILS,-1.06600407362519
PL52,CER2,FARA,7.33560519490917
PL52,CER2,OARA,61.9339047002117
PL52,OILS,OILS,33.1731581419733
PL52,OILS,FARA,-36.0744478498636
PL52,OILS,OARA,20.2864545218985
PL52,FARA,FARA,76.3098868951281
PL52,OARA,FARA,-14.7966108578787
PL52,OARA,OARA,146.806716351503
PL61,CERE,CERE,3.51776161754563
PL61,CERE,CER2,0.849105315567443
PL61,CERE,OILS,5.14029173477063
PL61,CERE,FARA,-2.52697460621921
PL61,CERE,OARA,9.61557002526961
PL61,CER2,CER2,5.99661960337809
PL61,CER2,OILS,-3.20893412904995
PL61,CER2,FARA,-6.88858649262928
PL61,CER2,OARA,13.1390975505543
PL61,OILS,OILS,27.2058347118876
PL61,OILS,FARA,7.63364692065642
PL61,OILS,OARA,15.4064663824721
PL61,FARA,FARA,21.6660464463658
PL61,OARA,FARA,-18.2157267519911
PL61,OARA,OARA,53.3670652871267
PL62,CERE,CERE,1.75744390150023
PL62,CERE,CER2,6.12251150001003
PL62,CERE,OILS,1.6699421414241
PL62,CERE,FARA,-3.15504582274316
PL62,CERE,OARA,5.92179341410429
PL62,CER2,CER2,43.8294922799815
PL62,CER2,OILS,7.15684533075809
PL62,CER2,FARA,-19.9972872201325
PL62,CER2,OARA,45.8662964723399
PL62,OILS,OILS,16.3096384509841
PL62,OILS,FARA,-4.26582644980072
PL62,OILS,OARA,11.8021290252686
PL62,FARA,FARA,12.8249031555475
PL62,OARA,FARA,-14.6183481644396
PL62,OARA,OARA,61.1970120384591
PL63,CERE,CERE,2.67391944215335
PL63,CERE,CER2,5.73758343219298
PL63,CERE,OILS,-4.16469072890961
PL63,CERE,FARA,-6.77008576884303
PL63,CERE,OARA,4.85544131368338
PL63,CER2,CER2,24.1873710983548
PL63,CER2,OILS,-23.0751222290015
PL63,CER2,FARA,-17.7375871661738
PL63,CER2,OARA,-3.98809846773435
PL63,OILS,OILS,36.8889059311598
PL63,OILS,FARA,7.20813252054168
PL63,OILS,OARA,15.3993924657035
PL63,FARA,FARA,30.0612591318318
PL63,OARA,FARA,-21.8273063968851
PL63,OARA,OARA,89.4617728519944
PT11,CERE,CERE,12.4881989373551
PT11,CERE,CER2,-5.53825980699207
PT11,CERE,FARA,2.86047993082232
PT11,CERE,OARA,-1.5115979934781
PT11,CER2,CER2,20.0893693008573
PT11,CER2,FARA,-11.0223050094252
PT11,CER2,OARA,-29.7084616140646
PT11,OILS,OILS,10809.8307577774
PT11,FARA,FARA,6.1019230422502
PT11,OARA,FARA,17.4760143553361
PT11,OARA,OARA,72.661609112772
PT15,CERE,CERE,1.84300550027884
PT15,CERE,CER2,47.238406281758
PT15,CERE,FARA,-2.42764536815209
PT15,CER2,CER2,1278.32027011901
PT15,CER2,FARA,-15.7500162415278
PT15,OILS,OILS,3657.09554741254
PT15,FARA,FARA,35.1735201129413
PT15,OARA,OARA,72.0742329338702
PT16,CERE,CERE,57.669738280921
PT16,CERE,CER2,41.3112377126986
PT16,CERE,FARA,9.82259374365569
PT16,CERE,OARA,-18.3826275492316
PT16,CER2,CER2,52.8285422382702
PT16,CER2,FARA,10.2683928200936
PT16,CER2,OARA,-82.4986232256523
PT16,OILS,OILS,106.148017378735
PT16,FARA,FARA,2.58665099434686
PT16,OARA,FARA,-16.9461384951663
PT16,OARA,OARA,283.099828143078
PT17,CERE,CERE,490.192742157695
PT17,CERE,CER2,446.568365401089
PT17,CERE,FARA,-7.36065350628367
PT17,CERE,OARA,-69.6018702321774
PT17,CER2,CER2,520.146993287122
PT17,CER2,FARA,-8.33709349387646
PT17,CER2,OARA,-183.601431018177
PT17,OILS,OILS,141.237864855608
PT17,FARA,FARA,143.870915416468
PT17,OARA,FARA,-654.799369865336
PT17,OARA,OARA,3781.43641897509
PT18,CERE,CERE,0.225287090997855
PT18,CERE,CER2,0.850392736210285
PT18,CERE,OILS,-0.503240855150727
PT18,CERE,FARA,-0.135683403188999
PT18,CERE,OARA,-2.72737748399298
PT18,CER2,CER2,83.2328074857382
PT18,CER2,OILS,-15.4319838995343
PT18,CER2,FARA,-3.94953261485202
PT18,CER2,OARA,-57.1600650887462
PT18,OILS,OILS,11.631287207825
PT18,OILS,FARA,3.37623042310794
PT18,OILS,OARA,-27.2415605403403
PT18,FARA,FARA,1.23503499096767
PT18,OARA,FARA,-18.6783978329995
PT18,OARA,OARA,653.450847690817
RO21,CERE,CERE,9.02223917971816
RO21,CERE,CER2,-2.10817234969302
RO21,CERE,OILS,-2.17500777062754
RO21,CERE,FARA,1.82632192898998
RO21,CERE,OARA,3.27226366681886
RO21,CER2,CER2,2.28371874231088
RO21,CER2,OILS,-1.09896881596312
RO21,CER2,FARA,1.54006691567532
RO21,CER2,OARA,1.10095392533261
RO21,OILS,OILS,32.1668963198031
RO21,OILS,FARA,7.61142345396279
RO21,OILS,OARA,5.15639500273225
RO21,FARA,FARA,8.12953897858975
RO21,OARA,FARA,7.12667823258895
RO21,OARA,OARA,6.61288911698007
RO22,CERE,CERE,1.63442706830145
RO22,CERE,CER2,0.363311133058358
RO22,CERE,OILS,3.55692534812022
RO22,CERE,FARA,2.82267337071085
RO22,CERE,OARA,1.27286102664189
RO22,CER2,CER2,2.31837066153873
RO22,CER2,OILS,0.706443225772793
RO22,CER2,FARA,-2.97551710125301
RO22,CER2,OARA,-5.13796490500105
RO22,OILS,OILS,9.49689024521557
RO22,OILS,FARA,6.66830334182116
RO22,OILS,OARA,1.42574191432762
RO22,FARA,FARA,17.8588196518855
RO22,OARA,FARA,12.641478438497
RO22,OARA,OARA,16.0891631346052
RO31,CERE,CERE,1.09440459859361
RO31,CERE,CER2,-0.0672046498808565
RO31,CERE,OILS,1.98182514307393
RO31,CERE,FARA,1.21985862787578
RO31,CERE,OARA,-0.119289922482022
RO31,CER2,CER2,2.6347891686619
RO31,CER2,OILS,-0.792294640835153
RO31,CER2,FARA,-4.93681030562795
RO31,CER2,OARA,-5.91287664650305
RO31,OILS,OILS,5.04903008364772
RO31,OILS,FARA,4.62533473306042
RO31,OILS,OARA,0.0222094414597149
RO31,FARA,FARA,12.2976325891101
RO31,OARA,FARA,9.03395308249454
RO31,OARA,OARA,15.01899768823
RO41,CERE,CERE,1.30789394156715
RO41,CERE,CER2,0.227936905432343
RO41,CERE,OILS,1.31023174044212
RO41,CERE,FARA,0.591808469118116
RO41,CERE,OARA,1.47337570586189
RO41,CER2,CER2,3.26282063337033
RO41,CER2,OILS,-4.31774843348571
RO41,CER2,FARA,-3.75871908487866
RO41,CER2,OARA,1.4260833928689
RO41,OILS,OILS,22.0425065454663
RO41,OILS,FARA,11.0472706281306
RO41,OILS,OARA,-5.61242038866716
RO41,FARA,FARA,7.72371172711335
RO41,OARA,FARA,-4.86562933088545
RO41,OARA,OARA,8.76155708267294
RO42,CERE,CERE,2.40228962748183
RO42,CERE,CER2,-0.281004869907262
RO42,CERE,OILS,-2.47545123194822
RO42,CERE,FARA,-5.26106041260573
RO42,CERE,OARA,-16.4533849022601
RO42,CER2,CER2,5.18095758370922
RO42,CER2,OILS,-4.75152290192573
RO42,CER2,FARA,0.00282062287044133
RO42,CER2,OARA,-10.6801113505895
RO42,OILS,OILS,22.5621615324828
RO42,OILS,FARA,6.36446501446437
RO42,OILS,OARA,-30.2626357814704
RO42,FARA,FARA,11.834527674565
RO42,OARA,FARA,37.4247438834227
RO42,OARA,OARA,385.581225994401
RO11,CERE,CERE,2.66280311708393
RO11,CERE,CER2,-1.43619839812628
RO11,CERE,OILS,6.10969329767352
RO11,CERE,FARA,-4.12033091704685
RO11,CERE,OARA,-2.70829715594933
RO11,CER2,CER2,2.03786405926029
RO11,CER2,OILS,-8.02378740900121
RO11,CER2,FARA,3.22707650832715
RO11,CER2,OARA,0.670458049646394
RO11,OILS,OILS,39.4467375836657
RO11,OILS,FARA,-14.5303596912677
RO11,OILS,OARA,-4.5956957572077
RO11,FARA,FARA,7.56297636113405
RO11,OARA,FARA,3.96137246492318
RO11,OARA,OARA,3.65959585188423
RO12,CERE,CERE,13.9377051703305
RO12,CERE,CER2,-4.44311490540497
RO12,CERE,OILS,38.4714448507584
RO12,CERE,FARA,-10.5836976425523
RO12,CERE,OARA,-39.2402861774268
RO12,CER2,CER2,4.78477586122537
RO12,CER2,OILS,-19.9148554486361
RO12,CER2,FARA,3.52863672898648
RO12,CER2,OARA,5.77913800072815
RO12,OILS,OILS,157.578437794265
RO12,OILS,FARA,-29.3882659890453
RO12,OILS,OARA,-91.8626844049059
RO12,FARA,FARA,8.36735327435091
RO12,OARA,FARA,28.980701107653
RO12,OARA,OARA,124.781619918138
RO32,CERE,CERE,18.4587427670091
RO32,CERE,CER2,-5.70222639606478
RO32,CERE,OILS,30.5101482103957
RO32,CERE,FARA,15.6075384384397
RO32,CER2,CER2,17.75208746144
RO32,CER2,OILS,-1.66136282922924
RO32,CER2,FARA,-19.3729096641207
RO32,OILS,OILS,93.7164923888117
RO32,OILS,FARA,-9.53586265433475
RO32,FARA,FARA,46.6600073427171
RO32,OARA,OARA,14.2830949081286
SE11,CERE,CERE,8.06693877830895
SE11,CERE,CER2,52.7674077282558
SE11,CERE,FARA,-13.1682693496032
SE11,CER2,CER2,378.356617418168
SE11,CER2,FARA,-58.1199904128092
SE11,OILS,OILS,17.1443056568642
SE11,FARA,FARA,46.2462765056487
SE11,OARA,OARA,26.3306810708769
SE12,CERE,CERE,16.0882667895226
SE12,CERE,CER2,-0.0793335213268828
SE12,CERE,OILS,-18.2203503680723
SE12,CERE,FARA,-2.11405373841804
SE12,CERE,OARA,-45.058706742772
SE12,CER2,CER2,88.0973070967791
SE12,CER2,OILS,22.4659797729113
SE12,CER2,FARA,-9.42624120548454
SE12,CER2,OARA,246.972940150945
SE12,OILS,OILS,27.6298645912566
SE12,OILS,FARA,1.85014140939818
SE12,OILS,OARA,122.280445270306
SE12,FARA,FARA,9.95515027767277
SE12,OARA,FARA,-42.8344385975183
SE12,OARA,OARA,1072.10640414924
SE22,CERE,CERE,27.1118035209276
SE22,CERE,CER2,20.4877183790394
SE22,CERE,OILS,-19.0118350503053
SE22,CERE,FARA,-3.97734872045037
SE22,CERE,OARA,-87.6271654740981
SE22,CER2,CER2,99.8562322390966
SE22,CER2,OILS,-1.58050874593344
SE22,CER2,FARA,-7.65793158847703
SE22,CER2,OARA,-25.4885430485668
SE22,OILS,OILS,20.6307714899102
SE22,OILS,FARA,4.08551770935768
SE22,OILS,OARA,61.1663432064463
SE22,FARA,FARA,20.6469272729922
SE22,OARA,FARA,-25.2608015876923
SE22,OARA,OARA,369.388916765049
SE31,CERE,CERE,10.6684423542735
SE31,CERE,CER2,23.5956367549755
SE31,CERE,OILS,1.84327885847946
SE31,CERE,FARA,-3.15187715372321
SE31,CERE,OARA,-157.363500398011
SE31,CER2,CER2,105.736259694703
SE31,CER2,OILS,16.0007022565088
SE31,CER2,FARA,-4.45424638189783
SE31,CER2,OARA,-327.40175913436
SE31,OILS,OILS,51.4590642834602
SE31,OILS,FARA,9.09947129919505
SE31,OILS,OARA,-285.393892655488
SE31,FARA,FARA,9.77376362195961
SE31,OARA,FARA,5.21804839903553
SE31,OARA,OARA,3761.88026022133
SE32,CERE,CERE,80.239504405009
SE32,CERE,FARA,-21.1275922278135
SE32,CER2,CER2,253.940392586314
SE32,OILS,OILS,1004.77905377957
SE32,FARA,FARA,11.7156608860535
SE32,OARA,OARA,328.025208200117
SE33,CERE,CERE,56.6929944547521
SE33,CERE,FARA,-7.93216547812956
SE33,CERE,OARA,-386.336220447596
SE33,CER2,CER2,216.156317270437
SE33,OILS,OILS,484.304576477838
SE33,FARA,FARA,9.31879202534984
SE33,OARA,FARA,28.1291591073662
SE33,OARA,OARA,2920.11544924073
SE21,CERE,CERE,30.3235375990873
SE21,CERE,CER2,75.1764721173664
SE21,CERE,OILS,-89.4920813633734
SE21,CERE,FARA,-3.95944508469627
SE21,CERE,OARA,-170.893857607634
SE21,CER2,CER2,316.597877881329
SE21,CER2,OILS,-88.333467103475
SE21,CER2,FARA,0.408409237998953
SE21,CER2,OARA,-405.505898933071
SE21,OILS,OILS,425.669553267797
SE21,OILS,FARA,17.2201484307958
SE21,OILS,OARA,517.837826864371
SE21,FARA,FARA,6.64446404959076
SE21,OARA,FARA,-7.4862599533018
SE21,OARA,OARA,1207.08395702336
SE23,CERE,CERE,4.77118254639975
SE23,CERE,CER2,30.8013426193408
SE23,CERE,OILS,-14.8622885939736
SE23,CERE,FARA,-1.45147342795222
SE23,CERE,OARA,-41.6751472479888
SE23,CER2,CER2,228.408675073834
SE23,CER2,OILS,-80.5577966901676
SE23,CER2,FARA,2.16990026322551
SE23,CER2,OARA,-364.958494490206
SE23,OILS,OILS,65.7846842961692
SE23,OILS,FARA,8.69536571497992
SE23,OILS,OARA,67.5864258350163
SE23,FARA,FARA,8.80749876988227
SE23,OARA,FARA,-31.400870944388
SE23,OARA,OARA,1229.36034741474
SK01,CERE,CERE,36.2095972997833
SK01,CERE,CER2,37.3711447577795
SK01,CERE,OILS,-41.0109483768145
SK01,CERE,FARA,-17.2205320190997
SK01,CERE,OARA,6.91010954531762
SK01,CER2,CER2,143.830571349883
SK01,CER2,OILS,50.9984483748481
SK01,CER2,FARA,4.42161006697379
SK01,CER2,OARA,159.708824819542
SK01,OILS,OILS,292.47146430073
SK01,OILS,FARA,-29.0652160092981
SK01,OILS,OARA,316.171097789169
SK01,FARA,FARA,57.2369152953077
SK01,OARA,FARA,-66.3096056883854
SK01,OARA,OARA,457.408466554874
SK02,CERE,CERE,15.4059520690721
SK02,CERE,CER2,-4.79500862605227
SK02,CERE,OILS,-20.9677652007728
SK02,CERE,FARA,2.88514581359776
SK02,CERE,OARA,-30.5168837674496
SK02,CER2,CER2,23.5573231115286
SK02,CER2,OILS,19.5033310127062
SK02,CER2,FARA,7.22991141985917
SK02,CER2,OARA,32.2033435056577
SK02,OILS,OILS,37.4073722920574
SK02,OILS,FARA,-0.444318997495418
SK02,OILS,OARA,58.7129176833204
SK02,FARA,FARA,6.85413486572085
SK02,OARA,FARA,-4.51772757350656
SK02,OARA,OARA,100.71786648619
SK03,CERE,CERE,3.80154020844533
SK03,CERE,CER2,-5.24628627630602
SK03,CERE,OILS,17.5817083385107
SK03,CERE,FARA,-2.47512415635426
SK03,CERE,OARA,18.1148086830285
SK03,CER2,CER2,27.5007646168662
SK03,CER2,OILS,-63.4197020432994
SK03,CER2,FARA,1.68868252147075
SK03,CER2,OARA,-38.4204567473489
SK03,OILS,OILS,158.256671600346
SK03,OILS,FARA,-5.62474627519665
SK03,OILS,OARA,107.713273369791
SK03,FARA,FARA,6.6231496933152
SK03,OARA,FARA,-14.5735412598726
SK03,OARA,OARA,98.374268279814
SK04,CERE,CERE,17.9853919803918
SK04,CERE,CER2,-6.1336553563939
SK04,CERE,OILS,3.49748148829476
SK04,CERE,FARA,-1.42089475723855
SK04,CERE,OARA,9.15907871955662
SK04,CER2,CER2,95.3453154968171
SK04,CER2,OILS,-29.2569027341927
SK04,CER2,FARA,2.54702822030702
SK04,CER2,OARA,-10.1566939150138
SK04,OILS,OILS,11.116651751248
SK04,OILS,FARA,0.321915856530805
SK04,OILS,OARA,5.86092022491415
SK04,FARA,FARA,4.99188861311631
SK04,OARA,FARA,-6.27882396997701
SK04,OARA,OARA,17.7927522922831
