model_region,group1,group2,value
ES61,CERE,OILS,0.271431369872615
ES61,CERE,FARA,-0.612240083479266
ES61,CERE,OARA,-6.0380517923518
ES61,CER2,CER2,4.3643594038885
ES61,CER2,OILS,-2.76972014960127
ES61,CER2,FARA,2.35200867931207
ES61,CER2,OARA,-8.5201590319763
ES61,OILS,OILS,4.74791933002688
ES61,OILS,FARA,-2.99024800895937
ES61,OILS,OARA,-5.56365440664304
ES61,FARA,FARA,6.61021136420741
ES61,OARA,FARA,10.1831013256351
ES61,OARA,OARA,117.295897058665
ES62,CERE,CERE,2.67788869538462
ES62,CERE,CER2,10.8368899768969
ES62,CERE,FARA,8.54233055240294
ES62,CERE,OARA,-50.4047303588144
ES62,CER2,CER2,284.755439364833
ES62,CER2,FARA,-3.88294512245671
ES62,CER2,OARA,-17.6149511184569
ES62,OILS,OILS,648.931717620516
ES62,FARA,FARA,406.997457520756
ES62,OARA,FARA,-714.909293009504
ES62,OARA,OARA,2574.47080326757
FI19,CERE,CERE,9.82201488982674
FI19,CERE,OILS,-4.73257502249551
FI19,CERE,OARA,-62.9896032058025
FI19,CER2,CER2,101.070635620358
FI19,OILS,OILS,23.0009874383741
FI19,OILS,OARA,3.45844377591083
FI19,FARA,FARA,0.279724943800763
FI19,OARA,OARA,467.513624563415
FR10,CERE,CERE,4.87513986024044
FR10,CERE,CER2,6.26308876329636
FR10,CERE,OILS,-3.19456126369622
FR10,CERE,FARA,-26.0267895329908
FR10,CERE,OARA,0.845602971588438
FR10,CER2,CER2,46.4372778416161
FR10,CER2,OILS,38.9468985483668
FR10,CER2,FARA,-42.6617168767387
FR10,CER2,OARA,29.1535147617088
FR10,OILS,OILS,102.635274641747
FR10,OILS,FARA,38.1717507254398
FR10,OILS,OARA,32.0068829239795
FR10,FARA,FARA,881.803117811186
FR10,OARA,FARA,23.7795846469463
FR10,OARA,OARA,22.326938623443
FRE1,CERE,CERE,16.3459848867621
FRE1,CERE,CER2,18.474810336912
FRE1,CERE,OILS,25.200808689201
FRE1,CERE,FARA,-13.5768396971378
FRE1,CERE,OARA,2.22237978164512
FRE1,CER2,CER2,45.9169637227305
FRE1,CER2,OILS,-4.97265890205224
FRE1,CER2,FARA,-22.270126347165
FRE1,CER2,OARA,7.81469267700313
FRE1,OILS,OILS,135.582874120826
FRE1,OILS,FARA,4.36036634787041
FRE1,OILS,OARA,-15.8122014357474
FRE1,FARA,FARA,18.1365156158225
FRE1,OARA,FARA,-7.05899334676063
FRE1,OARA,OARA,4.26399213429058
FRF2,CERE,CERE,9.22337933981681
FRF2,CERE,CER2,2.34307953295974
FRF2,CERE,OILS,0.790430074718206
FRF2,CERE,FARA,-4.78735129413072
FRF2,CERE,OARA,2.0620398973871
FRF2,CER2,CER2,39.2395956019421
FRF2,CER2,OILS,11.914454697372
FRF2,CER2,FARA,-4.69936076209538
FRF2,CER2,OARA,-1.73985528770884
FRF2,OILS,OILS,28.6781139626991
FRF2,OILS,FARA,-2.16532218965534
FRF2,OILS,OARA,-8.36248980328901
FRF2,FARA,FARA,3.08640123233553
FRF2,OARA,FARA,-0.454080699334626
FRF2,OARA,OARA,3.19355038845819
FRE2,CERE,CERE,7.85108102951686
FRE2,CERE,CER2,0.0444108351764485
FRE2,CERE,OILS,5.25417733457292
FRE2,CERE,FARA,-4.6258312981669
FRE2,CERE,OARA,-3.90548769615689
FRE2,CER2,CER2,39.8326109252575
FRE2,CER2,OILS,-5.20839281341595
FRE2,CER2,FARA,-40.1206723161163
FRE2,CER2,OARA,15.9100863009113
FRE2,OILS,OILS,26.4708487898403
FRE2,OILS,FARA,5.37308530845384
FRE2,OILS,OARA,-9.29233843350502
FRE2,FARA,FARA,50.9831049312502
FRE2,OARA,FARA,-10.361975880443
FRE2,OARA,OARA,11.4437591865027
FRD2,CERE,CERE,3.79932675366707
FRD2,CERE,CER2,15.7244926669259
FRD2,CERE,OILS,4.66529126465718
FRD2,CERE,FARA,-5.50261858191335
FRD2,CERE,OARA,5.70471033794178
FRD2,CER2,CER2,222.401940469913
FRD2,CER2,OILS,67.0529321694015
FRD2,CER2,FARA,-47.7328969111543
FRD2,CER2,OARA,58.7377725365988
FRD2,OILS,OILS,78.0988153764153
FRD2,OILS,FARA,19.7717260656611
FRD2,OILS,OARA,24.5336902520801
FRD2,FARA,FARA,37.467620436299
FRD2,OARA,FARA,-5.19604079481932
FRD2,OARA,OARA,21.0972317440072
FRB0,CERE,CERE,5.37978825094138
FRB0,CERE,CER2,-1.32148393597278
FRB0,CERE,OILS,-1.54743509653399
FRB0,CERE,FARA,-0.948694668253641
FRB0,CERE,OARA,-8.32239702183921
FRB0,CER2,CER2,14.5893118890761
FRB0,CER2,OILS,4.53557157076455
FRB0,CER2,FARA,-11.2741563422127
FRB0,CER2,OARA,9.49483726188784
FRB0,OILS,OILS,14.5209057294562
FRB0,OILS,FARA,-2.89913312148461
FRB0,OILS,OARA,0.922636170198919
FRB0,FARA,FARA,16.0591917808408
FRB0,OARA,FARA,-1.24199915618877
FRB0,OARA,OARA,23.8800587443872
FRD1,CERE,CERE,22.2849826328085
FRD1,CERE,CER2,23.143647856151
FRD1,CERE,OILS,38.7335608551335
FRD1,CERE,FARA,-12.5908251342741
FRD1,CERE,OARA,-13.5469729502563
FRD1,CER2,CER2,36.6434137447399
FRD1,CER2,OILS,41.5257095132495
FRD1,CER2,FARA,-14.3764813159743
FRD1,CER2,OARA,-8.37853325670358
FRD1,OILS,OILS,122.047800546769
FRD1,OILS,FARA,-24.0093949018971
FRD1,OILS,OARA,-25.161593472542
FRD1,FARA,FARA,8.45681504361133
FRD1,OARA,FARA,7.59045214620905
FRD1,OARA,OARA,11.0651132793418
FRC1,CERE,CERE,10.7878758886541
FRC1,CERE,CER2,6.06433220992879
FRC1,CERE,OILS,4.47939132587265
FRC1,CERE,FARA,-0.0591138882034204
FRC1,CERE,OARA,-14.5683429178737
FRC1,CER2,CER2,32.7493286368515
FRC1,CER2,OILS,-4.67153609231944
FRC1,CER2,FARA,-22.9518616979355
FRC1,CER2,OARA,-54.817011523767
FRC1,OILS,OILS,13.597206421546
FRC1,OILS,FARA,6.73813555071537
FRC1,OILS,OARA,-2.25948840702503
FRC1,FARA,FARA,20.3134300845964
FRC1,OARA,FARA,39.7369456347777
FRC1,OARA,OARA,107.041290061212
FRF3,CERE,CERE,16.9710243591649
FRF3,CERE,CER2,13.3764053613091
FRF3,CERE,OILS,6.92532747931022
FRF3,CERE,FARA,-18.5613630319358
FRF3,CERE,OARA,1.30176256488369
FRF3,CER2,CER2,21.7415352742954
FRF3,CER2,OILS,4.05536408393242
FRF3,CER2,FARA,-14.3862103725999
FRF3,CER2,OARA,-4.25614082637306
FRF3,OILS,OILS,39.8881143189769
FRF3,OILS,FARA,-10.6416477794845
FRF3,OILS,OARA,-11.2746026689314
FRF3,FARA,FARA,22.9343648499094
FRF3,OARA,FARA,8.7050886480824
FRF3,OARA,OARA,62.5085274873026
FRF1,CERE,CERE,26.9392059149475
FRF1,CERE,CER2,15.716754169903
FRF1,CERE,OILS,20.9382136241994
FRF1,CERE,FARA,-35.2956354920783
FRF1,CERE,OARA,-189.988848320102
FRF1,CER2,CER2,26.3085471226286
FRF1,CER2,OILS,68.0846804596411
FRF1,CER2,FARA,-21.703550728269
FRF1,CER2,OARA,-167.015905549296
FRF1,OILS,OILS,325.313151808107
FRF1,OILS,FARA,-99.5907709765658
FRF1,OILS,OARA,-657.534642756415
FRF1,FARA,FARA,83.5345571919691
FRF1,OARA,FARA,441.67935178654
FRF1,OARA,OARA,3134.52154186388
FRC2,CERE,CERE,6.58760144589901
FRC2,CERE,CER2,7.19558070400541
FRC2,CERE,OILS,-15.8468297145011
FRC2,CERE,FARA,-6.60258411795011
FRC2,CERE,OARA,-48.0392610727158
FRC2,CER2,CER2,27.575145627933
FRC2,CER2,OILS,24.7461620435167
FRC2,CER2,FARA,-20.8805323245307
FRC2,CER2,OARA,-394.338090699205
FRC2,OILS,OILS,165.251489248673
FRC2,OILS,FARA,-26.1040100486495
FRC2,OILS,OARA,-740.87422545562
FRC2,FARA,FARA,20.6738769133977
FRC2,OARA,FARA,331.137364003992
FRC2,OARA,OARA,6741.51573770383
FRG0,CERE,CERE,8.2787343613975
FRG0,CERE,CER2,9.23046807656759
FRG0,CERE,OILS,-10.8063652392825
FRG0,CERE,FARA,-4.5480980316609
FRG0,CERE,OARA,6.29043045514977
FRG0,CER2,CER2,32.2692076653324
FRG0,CER2,OILS,10.7144421970289
FRG0,CER2,FARA,-5.64065220233685
FRG0,CER2,OARA,-6.3534937515535
FRG0,OILS,OILS,49.1612154018911
FRG0,OILS,FARA,7.45131311407151
FRG0,OILS,OARA,-35.0731850370649
FRG0,FARA,FARA,3.37427267241597
FRG0,OARA,FARA,-7.8637186354739
FRG0,OARA,OARA,39.4732749238254
FRH0,CERE,CERE,3.10766123252659
FRH0,CERE,CER2,-1.04187996902149
FRH0,CERE,OILS,-4.36942840014949
FRH0,CERE,FARA,-0.168463783701982
FRH0,CERE,OARA,0.0905139786108456
FRH0,CER2,CER2,1.49818729181407
FRH0,CER2,OILS,-0.337427164027685
FRH0,CER2,FARA,1.22878354441112
FRH0,CER2,OARA,-1.10352876540382
FRH0,OILS,OILS,29.1937203758584
FRH0,OILS,FARA,1.47666912089994
FRH0,OILS,OARA,-4.5102063212684
FRH0,FARA,FARA,2.87623807680656
FRH0,OARA,FARA,0.150426827762019
FRH0,OARA,OARA,7.82047848642947
FRI3,CERE,CERE,7.49265838620809
FRI3,CERE,CER2,5.49242948999548
FRI3,CERE,OILS,0.655915258543115
FRI3,CERE,FARA,-7.68898484896149
FRI3,CERE,OARA,-0.897457714040763
FRI3,CER2,CER2,10.8484717616904
FRI3,CER2,OILS,-3.44226645650331
FRI3,CER2,FARA,-3.69479058943376
FRI3,CER2,OARA,-8.82498015742474
FRI3,OILS,OILS,16.788566760329
FRI3,OILS,FARA,1.4540195234516
FRI3,OILS,OARA,-7.1561009213549
FRI3,FARA,FARA,10.281519434005
FRI3,OARA,FARA,-1.56980682429728
FRI3,OARA,OARA,24.9570817199272
FRI1,CERE,CERE,39.7211647967937
FRI1,CERE,CER2,-7.10862647181772
FRI1,CERE,OILS,-32.733663401225
FRI1,CERE,FARA,11.8886591636171
FRI1,CERE,OARA,-136.650433446354
FRI1,CER2,CER2,12.5018794481002
FRI1,CER2,OILS,-7.97673419857534
FRI1,CER2,FARA,1.3942844256502
FRI1,CER2,OARA,52.6545542114208
FRI1,OILS,OILS,87.9703440942855
FRI1,OILS,FARA,3.62836152230861
FRI1,OILS,OARA,64.0263678119979
FRI1,FARA,FARA,13.016801906912
FRI1,OARA,FARA,-38.0743470859631
FRI1,OARA,OARA,545.435312623406
FRJ2,CERE,CERE,8.6780599274743
FRJ2,CERE,CER2,0.885719342983367
FRJ2,CERE,OILS,0.0208871125509986
FRJ2,CERE,FARA,-5.46915655703894
FRJ2,CERE,OARA,-15.1130318995817
FRJ2,CER2,CER2,17.4769058167104
FRJ2,CER2,OILS,-5.11011189525979
FRJ2,CER2,FARA,-5.93772411472751
FRJ2,CER2,OARA,24.1372276907233
FRJ2,OILS,OILS,24.7374245647345
FRJ2,OILS,FARA,-1.84001341604992
FRJ2,OILS,OARA,-14.1509867045202
FRJ2,FARA,FARA,5.61803045858536
FRJ2,OARA,FARA,2.30683116296964
FRJ2,OARA,OARA,74.3872082568051
FRI2,CERE,CERE,2.86623351838218
FRI2,CERE,CER2,-5.78872962975099
FRI2,CERE,OILS,0.241420015953291
FRI2,CERE,FARA,-0.697339141028244
FRI2,CER2,CER2,24.1247998640402
FRI2,CER2,OILS,-50.598181456448
FRI2,CER2,FARA,-6.48035556802613
FRI2,OILS,OILS,341.977517596629
FRI2,OILS,FARA,58.023979044155
FRI2,FARA,FARA,18.7991792576915
FRI2,OARA,OARA,32.3656343714735
FRK2,CERE,CERE,14.3448175128996
FRK2,CERE,CER2,-3.1797104098714
FRK2,CERE,OILS,-33.2729620594419
FRK2,CERE,FARA,-6.71651949183144
FRK2,CERE,OARA,-15.4052976761588
FRK2,CER2,CER2,34.3102469570824
FRK2,CER2,OILS,24.0548219873022
FRK2,CER2,FARA,-5.79720917572611
FRK2,CER2,OARA,-10.0798912794847
FRK2,OILS,OILS,115.570514340086
FRK2,OILS,FARA,12.3155693153967
FRK2,OILS,OARA,-14.2337370101844
FRK2,FARA,FARA,5.44274736845255
FRK2,OARA,FARA,7.02183386206745
FRK2,OARA,OARA,93.670573413783
FRK1,CERE,CERE,5.98401012131977
FRK1,CERE,CER2,-12.4270685690308
FRK1,CERE,OILS,-11.4034980932968
FRK1,CERE,FARA,-6.69551774803446
FRK1,CERE,OARA,-2.2556782769684
FRK1,CER2,CER2,57.3047633138469
FRK1,CER2,OILS,-26.3331190357264
FRK1,CER2,FARA,18.9846221967398
FRK1,CER2,OARA,27.0648374755558
FRK1,OILS,OILS,148.858630263578
FRK1,OILS,FARA,-7.57010072725844
FRK1,OILS,OARA,-159.963789803338
FRK1,FARA,FARA,11.6819094708899
FRK1,OARA,FARA,40.3786890210527
FRK1,OARA,OARA,370.195000739623
FRJ1,CERE,CERE,18.3089853528366
FRJ1,CERE,CER2,-30.0546254120931
FRJ1,CERE,OILS,13.9296306341544
FRJ1,CERE,FARA,-15.7368606753454
FRJ1,CERE,OARA,-128.80618031097
FRJ1,CER2,CER2,282.970126046198
FRJ1,CER2,OILS,-19.7792166038043
FRJ1,CER2,FARA,-9.9646154556407
FRJ1,CER2,OARA,95.7926526475733
FRJ1,OILS,OILS,159.74799342426
FRJ1,OILS,FARA,-22.5225475058909
FRJ1,OILS,OARA,-76.5641068304383
FRJ1,FARA,FARA,19.7681982802011
FRJ1,OARA,FARA,125.658121445287
FRJ1,OARA,OARA,986.440802027981
FRL0,CERE,CERE,35.3212350974886
FRL0,CERE,CER2,-74.5542576844144
FRL0,CERE,OILS,42.7854080595154
FRL0,CERE,FARA,-10.0407721085546
FRL0,CERE,OARA,-222.603401293533
FRL0,CER2,CER2,378.767781253299
FRL0,CER2,OILS,-44.0391298784517
FRL0,CER2,FARA,-0.986434372911083
FRL0,CER2,OARA,429.457510267071
FRL0,OILS,OILS,238.182619085515
FRL0,OILS,FARA,-31.6552695172177
FRL0,OILS,OARA,-99.398405715702
FRL0,FARA,FARA,9.64177366920546
FRL0,OARA,FARA,25.5361215111086
FRL0,OARA,OARA,2004.57497758048
HU21,CERE,CERE,18.3452309415246
HU21,CERE,CER2,-0.282811309722104
HU21,CERE,OILS,0.718579998782363
HU21,CERE,FARA,4.02140167785855
HU21,CERE,OARA,12.3941690896872
HU21,CER2,CER2,4.27774426698591
HU21,CER2,OILS,-14.1979876575381
HU21,CER2,FARA,2.43169024224851
HU21,CER2,OARA,-7.37417484032277
HU21,OILS,OILS,53.2153781999263
HU21,OILS,FARA,-8.59204028563512
HU21,OILS,OARA,30.2383534083166
HU21,FARA,FARA,13.4682749342601
HU21,OARA,FARA,-20.3723467713406
HU21,OARA,OARA,57.1255370471243
HU22,CERE,CERE,27.0690782120685
HU22,CERE,CER2,-11.183524409157
HU22,CERE,OILS,-3.98102805805079
HU22,CERE,FARA,5.44357632021483
HU22,CERE,OARA,21.1309371561199
HU22,CER2,CER2,19.2882607746893
HU22,CER2,OILS,-8.77332898534262
HU22,CER2,FARA,7.66154672503956
HU22,CER2,OARA,-19.9591453589243
HU22,OILS,OILS,26.1525351074369
HU22,OILS,FARA,-2.31088137062433
HU22,OILS,OARA,-2.71655917372502
HU22,FARA,FARA,9.49756048246806
HU22,OARA,FARA,-5.7696198294136
HU22,OARA,OARA,28.8958655495862
HU23,CERE,CERE,27.3333991837895
HU23,CERE,CER2,0.503709694459418
HU23,CERE,OILS,3.03744818029434
HU23,CERE,FARA,1.57448284275468
HU23,CERE,OARA,12.979462993537
HU23,CER2,CER2,8.17600175150361
HU23,CER2,OILS,-7.72888104153686
HU23,CER2,FARA,11.0818959420514
HU23,CER2,OARA,3.63876609283884
HU23,OILS,OILS,11.7747872533692
HU23,OILS,FARA,-9.99818110618706
HU23,OILS,OARA,-3.75247024559053
HU23,FARA,FARA,15.2375338036359
HU23,OARA,FARA,5.06869630278824
HU23,OARA,OARA,8.5983185500846
HU31,CERE,CERE,15.7862050890508
HU31,CERE,CER2,12.9970214684495
HU31,CERE,OILS,-13.6830250395558
HU31,CERE,FARA,8.87382039217553
HU31,CERE,OARA,9.72810586369142
HU31,CER2,CER2,33.0228419149389
HU31,CER2,OILS,-24.8267688538975
HU31,CER2,FARA,8.78279978233786
HU31,CER2,OARA,16.8211007223522
HU31,OILS,OILS,22.2610312114993
HU31,OILS,FARA,-6.74505657613557
HU31,OILS,OARA,-14.7981352208735
HU31,FARA,FARA,15.2455675459287
HU31,OARA,FARA,-3.63834217177808
HU31,OARA,OARA,19.8247063008298
HU32,CERE,CERE,15.0527411881965
HU32,CERE,CER2,-0.64811189309858
HU32,CERE,OILS,5.91660576595937
HU32,CERE,FARA,8.07697235715433
HU32,CERE,OARA,-13.4828027957777
HU32,CER2,CER2,8.5107938974367
HU32,CER2,OILS,-8.98484442139007
HU32,CER2,FARA,6.61383759359049
HU32,CER2,OARA,10.0548036464394
HU32,OILS,OILS,13.9948477073246
HU32,OILS,FARA,-3.23754673876578
HU32,OILS,OARA,-14.9394053196752
HU32,FARA,FARA,10.6101770663029
HU32,OARA,FARA,1.07865428347071
HU32,OARA,OARA,24.3555658029046
HU33,CERE,CERE,13.5249304740179
HU33,CERE,CER2,-2.39008902724909
HU33,CERE,OILS,-1.48268713242923
HU33,CERE,FARA,8.15132015657605
HU33,CERE,OARA,2.29348509510466
HU33,CER2,CER2,7.83239065352337
HU33,CER2,OILS,-1.10262804128494
HU33,CER2,FARA,6.46582518576509
HU33,CER2,OARA,6.31006818123361
HU33,OILS,OILS,1.41673736954729
HU33,OILS,FARA,-1.416815783859
HU33,OILS,OARA,-1.59839501826205
HU33,FARA,FARA,14.6603114236469
HU33,OARA,FARA,8.37010116125388
HU33,OARA,OARA,6.49944570686565
ITC1,CERE,CERE,27.6989185410177
ITC1,CERE,CER2,-4.40614802197034
ITC1,CERE,OILS,2.1418379942005
ITC1,CERE,FARA,27.9918517428817
ITC1,CERE,OARA,-29.6868636519731
ITC1,CER2,CER2,4.81269847262387
ITC1,CER2,OILS,10.65526687032
ITC1,CER2,FARA,-6.42028120624144
ITC1,CER2,OARA,-35.5135717700154
ITC1,OILS,OILS,77.1252697833077
ITC1,OILS,FARA,-20.1392813762938
ITC1,OILS,OARA,-131.128440764807
ITC1,FARA,FARA,38.9014945920403
ITC1,OARA,FARA,-9.67513511400197
ITC1,OARA,OARA,485.742673471843
ITH3,CERE,CERE,28.2956289209484
ITH3,CERE,CER2,6.17368505459675
ITH3,CERE,OILS,13.3030468348402
ITH3,CERE,FARA,4.52003657396946
ITH3,CERE,OARA,-34.8249390195268
ITH3,CER2,CER2,8.66772445878902
ITH3,CER2,OILS,14.3070462122029
ITH3,CER2,FARA,-7.25325190290671
ITH3,CER2,OARA,-30.8239116360287
ITH3,OILS,OILS,48.6264635114617
ITH3,OILS,FARA,-11.416080735449
ITH3,OILS,OARA,-73.9765983547886
ITH3,FARA,FARA,17.6819549230836
ITH3,OARA,FARA,24.7035785957758
ITH3,OARA,OARA,136.805496089587
ITH4,CERE,CERE,27.1844591688252
ITH4,CERE,CER2,-32.1741472859105
ITH4,CERE,OILS,-17.168795178474
ITH4,CERE,FARA,0.0187464063367466
ITH4,CERE,OARA,13.318021551815
ITH4,CER2,CER2,47.7783349973813
ITH4,CER2,OILS,22.13981877121
ITH4,CER2,FARA,-9.48870481652033
ITH4,CER2,OARA,21.1982222485066
ITH4,OILS,OILS,57.0270553180196
ITH4,OILS,FARA,6.79105636750484
ITH4,OILS,OARA,-55.3690995150232
ITH4,FARA,FARA,25.5808093355056
ITH4,OARA,FARA,-128.777668244104
ITH4,OARA,OARA,674.037368442181
ITI1,CERE,CERE,2.78658121778657
ITI1,CERE,CER2,-7.325803879507
ITI1,CERE,OILS,4.61469839379562
ITI1,CERE,FARA,-7.67581027525813
ITI1,CERE,OARA,-23.8231535833199
ITI1,CER2,CER2,119.728323962189
ITI1,CER2,OILS,5.57357508190851
ITI1,CER2,FARA,-10.3681327116598
ITI1,CER2,OARA,-101.558028248327
ITI1,OILS,OILS,30.5761272438877
ITI1,OILS,FARA,-27.4522879502407
ITI1,OILS,OARA,-97.0170617336188
ITI1,FARA,FARA,34.8819685529365
ITI1,OARA,FARA,128.205873728963
ITI1,OARA,OARA,536.969682788725
ITI2,CERE,CERE,5.71985916344945
ITI2,CERE,CER2,-25.6218393871201
ITI2,CERE,OILS,-2.78077640393611
ITI2,CERE,FARA,10.9848407074856
ITI2,CERE,OARA,53.8516644399743
ITI2,CER2,CER2,214.82401431855
ITI2,CER2,OILS,-43.35554623395
ITI2,CER2,FARA,-99.5644937364107
ITI2,CER2,OARA,-274.119618245292
ITI2,OILS,OILS,42.144199930499
ITI2,OILS,FARA,11.9654228907253
ITI2,OILS,OARA,-40.4202169130091
ITI2,FARA,FARA,60.973553386102
ITI2,OARA,FARA,131.669496457184
ITI2,OARA,OARA,933.958802123838
ITF1,CERE,CERE,2.31032949298176
ITF1,CERE,CER2,-13.1551588935709
ITF1,CERE,OILS,-24.033583995653
ITF1,CERE,FARA,-6.92279623312508
ITF1,CERE,OARA,-4.51504720370499
ITF1,CER2,CER2,377.162011900997
ITF1,CER2,OILS,111.077541544439
ITF1,CER2,FARA,53.9854062617665
ITF1,CER2,OARA,-65.8970886388193
ITF1,OILS,OILS,327.439887640873
ITF1,OILS,FARA,81.1399788471561
ITF1,OILS,OARA,46.6748988251961
ITF1,FARA,FARA,33.3299745259672
ITF1,OARA,FARA,8.2201629250198
ITF1,OARA,OARA,40.6018719740446
ITF2,CERE,CERE,9.17409823616507
ITF2,CERE,CER2,-95.042202192683
ITF2,CERE,OILS,-13.5435488414467
ITF2,CERE,FARA,25.0566959216818
ITF2,CERE,OARA,5.12884488162773
ITF2,CER2,CER2,1179.99381082674
ITF2,CER2,OILS,-42.5146857077506
ITF2,CER2,FARA,-205.824289774148
ITF2,CER2,OARA,-116.587813339938
ITF2,OILS,OILS,315.123467285982
ITF2,OILS,FARA,-73.781602062202
ITF2,OILS,OARA,187.06106960403
ITF2,FARA,FARA,84.7366716277907
ITF2,OARA,FARA,14.7937130630368
ITF2,OARA,OARA,516.497731010794
ITF4,CERE,CERE,4.55276689982751
ITF4,CERE,CER2,15.8743930923409
ITF4,CERE,OILS,-16.1713542097026
ITF4,CERE,FARA,15.3611413682472
ITF4,CERE,OARA,-1.98127812729884
ITF4,CER2,CER2,79.2845444173561
ITF4,CER2,OILS,-37.9209306856096
ITF4,CER2,FARA,74.0800588926172
ITF4,CER2,OARA,-10.7184819263102
ITF4,OILS,OILS,104.634178090473
ITF4,OILS,FARA,-35.0503838067088
ITF4,OILS,OARA,-31.2139921130296
ITF4,FARA,FARA,72.4732363345087
ITF4,OARA,FARA,-16.4791799118229
ITF4,OARA,OARA,41.8368500054793
ITF5,CERE,CERE,2.58624556533251
ITF5,CERE,CER2,30.4910697690558
ITF5,CERE,FARA,-5.02424506169455
ITF5,CERE,OARA,-38.8514174395101
ITF5,CER2,CER2,603.381048695302
ITF5,CER2,FARA,-236.766361684486
ITF5,CER2,OARA,-228.777859967833
ITF5,OILS,OILS,84.2693267968986
ITF5,FARA,FARA,371.966358904621
ITF5,OARA,FARA,-467.360753379343
ITF5,OARA,OARA,1457.78859092426
ITF6,CERE,CERE,11.2323030871673
ITF6,CERE,CER2,48.3711817923948
ITF6,CERE,FARA,29.486412095549
ITF6,CERE,OARA,-79.6501876567077
ITF6,CER2,CER2,336.329535532655
ITF6,CER2,FARA,159.797716736046
ITF6,CER2,OARA,-428.331403004414
ITF6,OILS,OILS,191.993639837519
ITF6,FARA,FARA,94.3530839227678
ITF6,OARA,FARA,-234.649007881863
ITF6,OARA,OARA,623.269142072727
LV00,CERE,CERE,2.15890425027287
LV00,CERE,CER2,-9.46012231944393
LV00,CERE,OILS,-10.1735722099885
LV00,CERE,FARA,0.269835173381827
LV00,CERE,OARA,-7.44154984860494
LV00,CER2,CER2,51.1589752052467
LV00,CER2,OILS,48.8094023876697
LV00,CER2,FARA,0.0601313715475517
LV00,CER2,OARA,30.7978994240024
LV00,OILS,OILS,52.3901580007194
LV00,OILS,FARA,-0.107692826121867
LV00,OILS,OARA,34.517685509325
LV00,FARA,FARA,0.476313820926515
LV00,OARA,FARA,-1.39751560152725
LV00,OARA,OARA,26.9886084203731
NL11,CERE,CERE,139.329200206845
NL11,CERE,FARA,137.523662495801
NL11,CERE,OARA,-104.203778633245
NL11,CER2,CER2,365.999368465568
NL11,OILS,OILS,186.630389522985
NL11,FARA,FARA,170.68491130403
NL11,OARA,FARA,-126.957463236512
NL11,OARA,OARA,94.5606377468294
NL12,CERE,CERE,969.315243644612
NL12,CERE,FARA,-294.625851375312
NL12,CERE,OARA,-356.49920477229
NL12,CER2,CER2,998.843017534323
NL12,OILS,OILS,5685.05549106554
NL12,FARA,FARA,92.7376656523895
NL12,OARA,FARA,109.735263505735
NL12,OARA,OARA,131.709667452311
NL13,CERE,CERE,189.830285391035
NL13,CERE,FARA,139.478053892479
NL13,CERE,OARA,-88.6861705919413
NL13,CER2,CER2,166.697382308422
NL13,OILS,OILS,1253.60529343334
NL13,FARA,FARA,188.885641176745
NL13,OARA,FARA,-76.6531278159161
NL13,OARA,OARA,42.9611584002685
NL21,CERE,CERE,34.9974283620768
NL21,CERE,CER2,135.159783735328
NL21,CERE,FARA,8.20196222067631
NL21,CERE,OARA,-51.913324917946
NL21,CER2,CER2,532.477903978663
NL21,CER2,FARA,31.9926705118917
NL21,CER2,OARA,-202.4937270608
NL21,OILS,OILS,2296.21317022049
NL21,FARA,FARA,99.9756771398394
NL21,OARA,FARA,-170.734160000914
NL21,OARA,OARA,358.222762588131
NL22,CERE,CERE,527.901359869767
NL22,CERE,CER2,-379.864334672876
NL22,CERE,FARA,80.0128635122427
NL22,CERE,OARA,-230.789271072384
NL22,CER2,CER2,315.34560822357
NL22,CER2,FARA,-0.797722532042479
NL22,CER2,OARA,67.0121102780901
NL22,OILS,OILS,610.754910311278
NL22,FARA,FARA,103.378310647571
NL22,OARA,FARA,-186.119041744691
NL22,OARA,OARA,354.998331973984
NL23,CERE,CERE,196.261928232586
NL23,CERE,FARA,-135.641538913931
NL23,CERE,OARA,-23.9434827015011
NL23,CER2,CER2,909.968129183009
NL23,OILS,OILS,6109.7067279233
NL23,FARA,FARA,181.052521291362
NL23,OARA,FARA,-33.2654866686123
NL23,OARA,OARA,31.342255116229
NL32,CERE,CERE,514.837055573557
NL32,CERE,FARA,371.91139203565
NL32,CERE,OARA,-97.4752666700541
NL32,CER2,CER2,2298.26740463153
NL32,OILS,OILS,2755.65640112778
NL32,FARA,FARA,289.606725132989
NL32,OARA,FARA,-52.6724418128491
NL32,OARA,OARA,33.4861763814406
NL33,CERE,CERE,8.13113113724163
NL33,CERE,FARA,49.7569654295483
NL33,CERE,OARA,-56.2563613357185
NL33,CER2,CER2,1825.39404956309
NL33,OILS,OILS,3913.76423554508
NL33,FARA,FARA,526.932785792525
NL33,OARA,FARA,-490.888412158486
NL33,OARA,OARA,485.878638675008
NL34,CERE,CERE,173.350258713494
NL34,CERE,FARA,-145.410805632901
NL34,CERE,OARA,-56.7921281351271
NL34,CER2,CER2,197.535419652045
NL34,OILS,OILS,2282.20169177719
NL34,FARA,FARA,896.401908212684
NL34,OARA,FARA,-267.847314067686
NL34,OARA,OARA,147.128578772198
NL41,CERE,CERE,365.929334775145
NL41,CERE,CER2,-81.7413687398935
NL41,CERE,FARA,-98.4077957364966
