exporter,importer,SWHE,DWHE,BARL,CORN,OCER,RAPE,SUNF,SOYA,OOIL,SUGB,SUGR,POTA,PULS,TOMA,OVEG,APPL,OFRU,CITR,WINE,OLIV,MILK,BUTR,SKIM,CHES,WHEY,BEEF,PORK,POUL,SHGM,EGGS,FATS,OFOD_M
USA,NGA,1202.09899,0.0,0.0001,2.3545100000000003,0.0,0.0,0.0,0.65327,0.0,0.0,0.38162999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07299,0.01436,0.0,0.15181999999999998,0.0,0.00026000000000000003,0.0123,0.20645,0.0,0.01235,0.0,0.0
USA,ZAF,170.01579999999998,0.0,5.82181,97.11317,0.0,0.0,0.042159999999999996,5.34168,0.0,0.0,0.0014,0.00011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01623,0.0,0.0,0.12484,0.0,8e-05,0.01662,10.445,0.0,0.0,0.0,0.0
USA,ETH,258.53243,0.0,0.0,5.29656,0.0,0.0,0.00521,1.0586300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,EGY,2457.08579,0.0,0.4405,2862.12765,0.0,0.00011999999999999999,0.03109,138.44620999999998,0.0,0.0,1e-05,0.30207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00462,0.055310000000000005,0.0,0.19413999999999998,0.0,0.23216,5e-05,0.28914,0.0,0.031170000000000003,0.0,0.0
USA,MAR,107.95113,0.0,6.044899999999999,555.8897,0.0,0.0012900000000000001,0.02994,142.00605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04507,0.0,0.01394,0.0,0.00189,0.0031,0.0353,0.0,0.00463,0.0,0.0
USA,DZA,178.0422,0.0,3.93088,1124.87304,0.0,0.0,0.17433,1.1705999999999999,0.0,0.0,0.6283200000000001,0.46370999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26136000000000004,0.0,0.08456999999999999,0.0,0.00196,0.00066,0.0023,0.0,1e-05,0.0,0.0
USA,SAU,1.45231,0.0,34.77994,540.93048,0.0,0.00614,0.63698,1.49769,0.0,0.0,0.02475,0.05218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.03646,0.0,0.7214700000000001,0.0,0.09256,0.01286,1.40584,0.0,0.31483999999999995,0.0,0.0
USA,IRN,0.0,0.0,0.0,76.35944,0.0,0.0,0.0,33.52375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29621,0.0,0.00101,0.0,0.0
USA,ROW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,EU27,1554.68782,0.0,9.11589,6.27553,0.0,32.74717,5.29609,281.32452,0.0,0.0,0.0,0.83096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00632,0.1226,0.0,0.26133,0.0,0.08359,3.3220500000000004,1.1491,0.0,0.45476,0.0,0.0
CAN,USA,1815.75953,0.0,623.5155500000001,272.07887,0.0,329.64153000000005,65.14512,117.05719,0.0,0.0,0.02478,405.29267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28202,13.36442,0.0,5.2236400000000005,0.0,72.29416,189.46499,11.71163,0.0,1.31221,0.0,0.0
CAN,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,BRA,181.25463,0.0,3.54548,0.043590000000000004,0.0,0.10798,0.00217,0.0,0.0,0.0,0.0,0.9379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14195,0.0,0.116,0.0,0.00312,0.040350000000000004,0.0119,0.0,0.02918,0.0,0.0
CAN,ARG,3.17784,0.0,0.6769400000000001,0.01644,0.0,0.022940000000000002,0.01293,3.35971,0.0,0.0,0.0,0.21297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047999999999999996,0.0,0.005690000000000001,0.0,0.00863,0.00991,0.0,0.0,0.00020999999999999998,0.0,0.0
CAN,AUS,0.0,0.0,0.0,0.05386,0.0,0.0055,0.04056,0.17826,0.0,0.0,0.00102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01498,0.0,0.0,0.00029,0.0,0.0,4.5296,0.00122,0.0,0.015220000000000001,0.0,0.0
CAN,NZL,46.41561,0.0,1.04308,0.00166,0.0,0.0,0.009550000000000001,0.31701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033280000000000004,0.0,0.00037,0.0,0.00051,1.29579,0.00095,0.0,0.00701,0.0,0.0
CAN,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,IND,17.56436,0.0,0.0,0.00444,0.0,0.37307999999999997,0.0,0.04807,0.0,0.0,0.01016,0.00421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00797,0.0,0.0,0.0,0.0,0.0008900000000000001,8.999999999999999e-05,0.0,0.0,0.0,0.0,0.0
